Term,RGB
[eax+0] al,"rgb(107, 156, 37)"
[esi+8] edi,"rgb(107, 155, 38)"
call sub_401874,"rgb(107, 154, 39)"
call sub_4012B0,"rgb(107, 153, 40)"
call sub_401F74,"rgb(107, 152, 41)"
eax 0FFFFFFB3h,"rgb(107, 151, 42)"
call sub_401144,"rgb(107, 150, 43)"
short loc_401F0A,"rgb(107, 149, 44)"
mov [edi+4],"rgb(107, 148, 45)"
call sub_401FFC,"rgb(107, 147, 46)"
call sub_401FA8,"rgb(107, 146, 47)"
call sub_40986A,"rgb(107, 145, 48)"
edi [ecx+4],"rgb(107, 144, 49)"
edx 0C1h,"rgb(106, 179, 15)"
short loc_401F47,"rgb(106, 178, 16)"
call sub_401E1C,"rgb(106, 177, 17)"
ecx 0FFFFFFE0h,"rgb(106, 176, 18)"
esi 0FFFFFFF9h,"rgb(106, 175, 19)"
eax 0FFFFFFD4h,"rgb(106, 174, 20)"
ebx 0B0h,"rgb(106, 173, 21)"
add [esi],"rgb(106, 172, 22)"
call sub_4019EC,"rgb(106, 171, 23)"
call sub_401FB0,"rgb(106, 170, 24)"
ebx [esi+ebx],"rgb(106, 169, 25)"
call sub_4010E9,"rgb(106, 168, 26)"
call sub_401D68,"rgb(106, 167, 27)"
short loc_401B46,"rgb(106, 166, 28)"
db 9,"rgb(106, 165, 29)"
short loc_4024D4,"rgb(106, 164, 30)"
ebx 0D7h,"rgb(106, 163, 31)"
call sub_401B26,"rgb(106, 162, 32)"
call sub_401A28,"rgb(106, 161, 33)"
call sub_4011E5,"rgb(106, 160, 34)"
call sub_4021C6,"rgb(106, 159, 35)"
call sub_401194,"rgb(106, 158, 36)"
call sub_401B24,"rgb(106, 157, 37)"
call sub_40208E,"rgb(106, 156, 38)"
call sub_4014EC,"rgb(106, 155, 39)"
call sub_401E30,"rgb(106, 154, 40)"
short loc_401773,"rgb(106, 153, 41)"
call sub_401DF4,"rgb(106, 152, 42)"
call sub_401B68,"rgb(106, 151, 43)"
call sub_402248,"rgb(106, 150, 44)"
[ebp-0Ch] edi,"rgb(106, 149, 45)"
call sub_401474,"rgb(106, 148, 46)"
call sub_40180C,"rgb(106, 147, 47)"
edx 0C8h,"rgb(106, 146, 48)"
call sub_401580,"rgb(106, 145, 49)"
short loc_401E96,"rgb(105, 179, 16)"
call sub_401D48,"rgb(105, 178, 17)"
dh cl,"rgb(105, 177, 18)"
call sub_401B8C,"rgb(105, 176, 19)"
ecx (offset,"rgb(105, 175, 20)"
edx 0EDh,"rgb(105, 174, 21)"
call sub_401BF2,"rgb(105, 173, 22)"
mov [eax+38h],"rgb(105, 172, 23)"
ecx 0FFFFFFC4h,"rgb(105, 171, 24)"
call sub_401A5F,"rgb(105, 170, 25)"
and [ebp+var_58],"rgb(105, 169, 26)"
eax [esi+30h],"rgb(105, 168, 27)"
call sub_4020F1,"rgb(105, 167, 28)"
[ebp-28h] edi,"rgb(105, 166, 29)"
call sub_4018D8,"rgb(105, 165, 30)"
call sub_4010F4,"rgb(105, 164, 31)"
call sub_402008,"rgb(105, 163, 32)"
eax [edi+0Ch],"rgb(105, 162, 33)"
call sub_401AF8,"rgb(105, 161, 34)"
call sub_401A60,"rgb(105, 160, 35)"
edx [ecx+14h],"rgb(105, 159, 36)"
call sub_401450,"rgb(105, 158, 37)"
edx [eax+18h],"rgb(105, 157, 38)"
call sub_401A8C,"rgb(105, 156, 39)"
ebx 0A0h,"rgb(105, 155, 40)"
call sub_401300,"rgb(105, 154, 41)"
esi 0FFFFFFFDh,"rgb(105, 153, 42)"
call sub_4010BF,"rgb(105, 152, 43)"
call sub_4013C8,"rgb(105, 151, 44)"
call sub_40142C,"rgb(105, 150, 45)"
[eax+14h] edi,"rgb(105, 149, 46)"
call sub_401F84,"rgb(105, 148, 47)"
icebp,"rgb(105, 147, 48)"
short loc_401659,"rgb(105, 146, 49)"
[ebp+var_34] 0,"rgb(104, 179, 17)"
edi [ebx+4],"rgb(104, 178, 18)"
sub [ebp-10h],"rgb(104, 177, 19)"
call sub_401204,"rgb(104, 176, 20)"
short loc_402272,"rgb(104, 175, 21)"
call sub_401378,"rgb(104, 174, 22)"
call sub_401A86,"rgb(104, 173, 23)"
call sub_401644,"rgb(104, 172, 24)"
sub [ebp-38h],"rgb(104, 171, 25)"
call sub_401214,"rgb(104, 170, 26)"
short loc_401744,"rgb(104, 169, 27)"
eax [esi+50h],"rgb(104, 168, 28)"
call sub_402360,"rgb(104, 167, 29)"
eax [edx+54h],"rgb(104, 166, 30)"
eax 0FFFFFFE0h,"rgb(104, 165, 31)"
call sub_401B6C,"rgb(104, 164, 32)"
short loc_401BDB,"rgb(104, 163, 33)"
ptr [ebx-8],"rgb(104, 162, 34)"
sub [ebp-3Ch],"rgb(104, 161, 35)"
ptr [edi-8],"rgb(104, 160, 36)"
call sub_4018C0,"rgb(104, 159, 37)"
or [ebp-20h],"rgb(104, 158, 38)"
ecx [eax+44h],"rgb(104, 157, 39)"
call sub_401E8C,"rgb(104, 156, 40)"
ecx [edi+0Ch],"rgb(104, 155, 41)"
ecx [eax+20h],"rgb(104, 154, 42)"
eax 0FFFFFFB0h,"rgb(104, 153, 43)"
call sub_401799,"rgb(104, 152, 44)"
[ebx] ecx,"rgb(104, 151, 45)"
eax [edx-4],"rgb(104, 150, 46)"
call sub_401922,"rgb(104, 149, 47)"
ebx [ecx+4],"rgb(104, 148, 48)"
call sub_40190A,"rgb(104, 147, 49)"
call sub_401257,"rgb(103, 179, 18)"
call sub_401D3C,"rgb(103, 178, 19)"
call sub_40203D,"rgb(103, 177, 20)"
call sub_4015F6,"rgb(103, 176, 21)"
sub [ebp-40h],"rgb(103, 175, 22)"
edx [eax+3Ch],"rgb(103, 174, 23)"
eax [ecx-30h],"rgb(103, 173, 24)"
edi [ecx+0Ch],"rgb(103, 172, 25)"
call sub_402145,"rgb(103, 171, 26)"
eax 0FFFFFFF1h,"rgb(103, 170, 27)"
edx 0F9h,"rgb(103, 169, 28)"
[ebp+var_8] 2,"rgb(103, 168, 29)"
or [ebp-10h],"rgb(103, 167, 30)"
call sub_401B2E,"rgb(103, 166, 31)"
[eax+4] esi,"rgb(103, 165, 32)"
db 0Ah,"rgb(103, 164, 33)"
short loc_40195B,"rgb(103, 163, 34)"
short loc_401E17,"rgb(103, 162, 35)"
edi esp,"rgb(103, 161, 36)"
add [ebp-10h],"rgb(103, 160, 37)"
call sub_40115C,"rgb(103, 159, 38)"
edx 99h,"rgb(103, 158, 39)"
edi [eax+20h],"rgb(103, 157, 40)"
eax 0FFFFFFC2h,"rgb(103, 156, 41)"
and esp,"rgb(103, 155, 42)"
eax 0FFFFFFCEh,"rgb(103, 154, 43)"
cwde,"rgb(103, 153, 44)"
call sub_409947,"rgb(103, 152, 45)"
call sub_402328,"rgb(103, 151, 46)"
edx 8Bh,"rgb(103, 150, 47)"
call sub_401C6C,"rgb(103, 149, 48)"
call sub_402085,"rgb(103, 148, 49)"
edx 97h,"rgb(102, 179, 19)"
ebx 0D2h,"rgb(102, 178, 20)"
call sub_401324,"rgb(102, 177, 21)"
short loc_401D4F,"rgb(102, 176, 22)"
ecx [ebp-54h],"rgb(102, 175, 23)"
edx 0E5h,"rgb(102, 174, 24)"
call sub_4021E8,"rgb(102, 173, 25)"
call sub_4012D0,"rgb(102, 172, 26)"
eax [edi+8],"rgb(102, 171, 27)"
call sub_401A5C,"rgb(102, 170, 28)"
edi [eax-4],"rgb(102, 169, 29)"
call sub_401980,"rgb(102, 168, 30)"
call sub_401C68,"rgb(102, 167, 31)"
short loc_401F0B,"rgb(102, 166, 32)"
add [ebp-18h],"rgb(102, 165, 33)"
call sub_401F44,"rgb(102, 164, 34)"
or [ebp-4],"rgb(102, 163, 35)"
call sub_402288,"rgb(102, 162, 36)"
call sub_4013E8,"rgb(102, 161, 37)"
edx 0BBh,"rgb(102, 160, 38)"
edx [ebp-48h],"rgb(102, 159, 39)"
ebx 0C0h,"rgb(102, 158, 40)"
edx 0EEh,"rgb(102, 157, 41)"
call sub_401FE0,"rgb(102, 156, 42)"
sub ah,"rgb(102, 155, 43)"
call sub_4019C5,"rgb(102, 154, 44)"
[ebp-38h] edx,"rgb(102, 153, 45)"
call sub_4021D8,"rgb(102, 152, 46)"
[edi] esi,"rgb(102, 151, 47)"
short loc_401F58,"rgb(102, 150, 48)"
call sub_401986,"rgb(102, 149, 49)"
call sub_401858,"rgb(101, 179, 20)"
call ds:GlobalAlloc,"rgb(101, 178, 21)"
adc [eax],"rgb(101, 177, 22)"
eax [ebx+14h],"rgb(101, 176, 23)"
call sub_401F54,"rgb(101, 175, 24)"
call sub_401DC4,"rgb(101, 174, 25)"
call sub_40126C,"rgb(101, 173, 26)"
edx 0F6h,"rgb(101, 172, 27)"
call sub_401B84,"rgb(101, 171, 28)"
eax [ebx+2Ch],"rgb(101, 170, 29)"
eax [edx+38h],"rgb(101, 169, 30)"
sbb [ebp+var_60],"rgb(101, 168, 31)"
call sub_40120C,"rgb(101, 167, 32)"
call sub_40135E,"rgb(101, 166, 33)"
[esp+40h+var_40] eax,"rgb(101, 165, 34)"
call sub_401664,"rgb(101, 164, 35)"
call sub_401B10,"rgb(101, 163, 36)"
call sub_4012CC,"rgb(101, 162, 37)"
esi [eax-4],"rgb(101, 161, 38)"
ecx [edi+8],"rgb(101, 160, 39)"
ecx [eax+6Ch],"rgb(101, 159, 40)"
call sub_40131E,"rgb(101, 158, 41)"
rol dword,"rgb(101, 157, 42)"
call sub_40165D,"rgb(101, 156, 43)"
short loc_401FC3,"rgb(101, 155, 44)"
call sub_40184E,"rgb(101, 154, 45)"
eax 0FFFFFFE1h,"rgb(101, 153, 46)"
ebx 0C5h,"rgb(101, 152, 47)"
[ebp+var_34] 1,"rgb(101, 151, 48)"
call sub_401099,"rgb(101, 150, 49)"
call sub_4021EB,"rgb(100, 179, 21)"
ebx 0BEh,"rgb(100, 178, 22)"
short loc_40160F,"rgb(100, 177, 23)"
call sub_4018A3,"rgb(100, 176, 24)"
[eax+8] edi,"rgb(100, 175, 25)"
call sub_40203A,"rgb(100, 174, 26)"
call sub_402437,"rgb(100, 173, 27)"
call sub_4025D8,"rgb(100, 172, 28)"
eax 21Ch,"rgb(100, 171, 29)"
call sub_401638,"rgb(100, 170, 30)"
[ebp+var_4] 34h,"rgb(100, 169, 31)"
call sub_4017BF,"rgb(100, 168, 32)"
call sub_401723,"rgb(100, 167, 33)"
esi [edx+4],"rgb(100, 166, 34)"
eax 0FFFFFFDBh,"rgb(100, 165, 35)"
call sub_40152C,"rgb(100, 164, 36)"
call sub_4022B8,"rgb(100, 163, 37)"
eax [esi-20h],"rgb(100, 162, 38)"
eax [edx-20h],"rgb(100, 161, 39)"
esi 0FFFFFFB1h,"rgb(100, 160, 40)"
call sub_401C8B,"rgb(100, 159, 41)"
call sub_401C74,"rgb(100, 158, 42)"
[esi+38h] edx,"rgb(100, 157, 43)"
edx 0B8h,"rgb(100, 156, 44)"
eax [esi+0B8h],"rgb(100, 155, 45)"
ebx 0FFFFFFE9h,"rgb(100, 154, 46)"
eax 0FFFFFFD5h,"rgb(100, 153, 47)"
call sub_40131C,"rgb(100, 152, 48)"
call sub_4015AC,"rgb(100, 151, 49)"
call sub_40193C,"rgb(107, 172, 20)"
call sub_4014C4,"rgb(107, 171, 21)"
edi [eax+10h],"rgb(107, 170, 22)"
call sub_4019D8,"rgb(107, 169, 23)"
esi 0FFFFFFE9h,"rgb(107, 168, 24)"
[ebp+var_10] 0FFFFFFFFh,"rgb(107, 167, 25)"
call sub_401990,"rgb(107, 166, 26)"
call sub_401CD8,"rgb(107, 165, 27)"
eax [ebx+3Ch],"rgb(107, 164, 28)"
call sub_4023E0,"rgb(107, 163, 29)"
call sub_401C54,"rgb(107, 162, 30)"
call sub_4012F9,"rgb(107, 161, 31)"
eax 0FFFFFFDEh,"rgb(107, 160, 32)"
call sub_40106E,"rgb(107, 159, 33)"
ecx [eax+0ACh],"rgb(107, 158, 34)"
eax (offset,"rgb(107, 157, 35)"
call sub_4016F0,"rgb(107, 156, 36)"
call sub_401274,"rgb(107, 155, 37)"
call sub_401AA0,"rgb(107, 154, 38)"
[esp-4+arg_0] esi,"rgb(107, 153, 39)"
ecx [esi+3Ch],"rgb(107, 152, 40)"
call sub_401B9A,"rgb(107, 151, 41)"
call sub_401DD8,"rgb(107, 150, 42)"
call sub_401388,"rgb(107, 149, 43)"
call sub_401FC5,"rgb(107, 148, 44)"
call sub_4016C8,"rgb(107, 147, 45)"
call sub_401430,"rgb(107, 146, 46)"
or [ebp-28h],"rgb(107, 145, 47)"
call sub_401EE8,"rgb(107, 144, 48)"
call sub_401DE4,"rgb(107, 143, 49)"
eax [ecx-24h],"rgb(106, 179, 14)"
ror dword,"rgb(106, 178, 15)"
call sub_4010EF,"rgb(106, 177, 16)"
sub [ebp+var_68],"rgb(106, 176, 17)"
call sub_40112F,"rgb(106, 175, 18)"
call sub_401BAC,"rgb(106, 174, 19)"
call sub_402384,"rgb(106, 173, 20)"
call sub_401A4B,"rgb(106, 172, 21)"
call sub_40171B,"rgb(106, 171, 22)"
eax 0FFFFFFFAh,"rgb(106, 170, 23)"
call sub_402480,"rgb(106, 169, 24)"
xor [ebp+var_5C],"rgb(106, 168, 25)"
edx [ecx+40h],"rgb(106, 167, 26)"
mov [edx+0Ch],"rgb(106, 166, 27)"
call sub_4015C7,"rgb(106, 165, 28)"
sub [ebp-24h],"rgb(106, 164, 29)"
call sub_4016DD,"rgb(106, 163, 30)"
cmpsd,"rgb(106, 162, 31)"
ebx 0A2h,"rgb(106, 161, 32)"
edx 0B3h,"rgb(106, 160, 33)"
call sub_401E18,"rgb(106, 159, 34)"
call sub_401690,"rgb(106, 158, 35)"
call sub_401540,"rgb(106, 157, 36)"
call sub_401114,"rgb(106, 156, 37)"
[edi] ebx,"rgb(106, 155, 38)"
[ebp+var_28] 0,"rgb(106, 154, 39)"
[ecx+8] esi,"rgb(106, 153, 40)"
esi [edi+4],"rgb(106, 152, 41)"
edi [ebp+var_48],"rgb(106, 151, 42)"
call sub_401BD5,"rgb(106, 150, 43)"
call sub_401BF4,"rgb(106, 149, 44)"
[ebp-4Ch] edx,"rgb(106, 148, 45)"
call sub_401EF6,"rgb(106, 147, 46)"
eax 0FFFFFFA1h,"rgb(106, 146, 47)"
call sub_402170,"rgb(106, 145, 48)"
call sub_401FD0,"rgb(106, 144, 49)"
call sub_401F83,"rgb(105, 179, 15)"
call sub_4010E6,"rgb(105, 178, 16)"
call sub_4022D1,"rgb(105, 177, 17)"
call sub_40105C,"rgb(105, 176, 18)"
call sub_401C34,"rgb(105, 175, 19)"
call sub_401CDD,"rgb(105, 174, 20)"
eax [edx+14h],"rgb(105, 173, 21)"
eax 0FFFFFFCFh,"rgb(105, 172, 22)"
call sub_401CB4,"rgb(105, 171, 23)"
call sub_401234,"rgb(105, 170, 24)"
call sub_401BE7,"rgb(105, 169, 25)"
short loc_401282,"rgb(105, 168, 26)"
call sub_401D09,"rgb(105, 167, 27)"
[ebp-10h] esi,"rgb(105, 166, 28)"
[ebp-38h] ecx,"rgb(105, 165, 29)"
call sub_401ADF,"rgb(105, 164, 30)"
esi 0FFFFFFC3h,"rgb(105, 163, 31)"
short loc_40171B,"rgb(105, 162, 32)"
ebx 9Dh,"rgb(105, 161, 33)"
call sub_401248,"rgb(105, 160, 34)"
ebx [ebp+var_50],"rgb(105, 159, 35)"
edx 0F8h,"rgb(105, 158, 36)"
or bh,"rgb(105, 157, 37)"
[ebp+var_8] 6,"rgb(105, 156, 38)"
[ebp+var_50] edi,"rgb(105, 155, 39)"
short loc_401CA9,"rgb(105, 154, 40)"
[ebp+var_4] 30h,"rgb(105, 153, 41)"
call sub_402100,"rgb(105, 152, 42)"
call sub_401069,"rgb(105, 151, 43)"
[ebp+var_14] 4,"rgb(105, 150, 44)"
ebx 0CBh,"rgb(105, 149, 45)"
call sub_4012C8,"rgb(105, 148, 46)"
call sub_4021D0,"rgb(105, 147, 47)"
call sub_4016E0,"rgb(105, 146, 48)"
short loc_401F63,"rgb(105, 145, 49)"
[ebp+var_44] esi,"rgb(104, 179, 16)"
call sub_401B7C,"rgb(104, 178, 17)"
ptr [eax-8],"rgb(104, 177, 18)"
ecx [edi-4],"rgb(104, 176, 19)"
[ebp-38h] esi,"rgb(104, 175, 20)"
edi [ebp-10h],"rgb(104, 174, 21)"
call sub_401174,"rgb(104, 173, 22)"
mov [ecx+14h],"rgb(104, 172, 23)"
[eax+18h] ecx,"rgb(104, 171, 24)"
call sub_401BB8,"rgb(104, 170, 25)"
call sub_40181C,"rgb(104, 169, 26)"
[ebp-10h] edi,"rgb(104, 168, 27)"
call sub_4010CC,"rgb(104, 167, 28)"
esi 0FFFFFFF6h,"rgb(104, 166, 29)"
call sub_4011B8,"rgb(104, 165, 30)"
call sub_401258,"rgb(104, 164, 31)"
call sub_401104,"rgb(104, 163, 32)"
or [ebp-18h],"rgb(104, 162, 33)"
call sub_4011E9,"rgb(104, 161, 34)"
call sub_4010D8,"rgb(104, 160, 35)"
sbb [ebp-28h],"rgb(104, 159, 36)"
eax 0FFFFFFADh,"rgb(104, 158, 37)"
ebx 0C1h,"rgb(104, 157, 38)"
eax 0FFFFFFEDh,"rgb(104, 156, 39)"
eax [ecx+38h],"rgb(104, 155, 40)"
edx 0FFFFFFFEh,"rgb(104, 154, 41)"
and [ebp-2Ch],"rgb(104, 153, 42)"
call sub_401E6C,"rgb(104, 152, 43)"
short loc_401112,"rgb(104, 151, 44)"
or [esi],"rgb(104, 150, 45)"
ebx [ebp+var_48],"rgb(104, 149, 46)"
call sub_401F6C,"rgb(104, 148, 47)"
call sub_401548,"rgb(104, 147, 48)"
call sub_401DE7,"rgb(104, 146, 49)"
ebx 0F8h,"rgb(103, 179, 17)"
[ebp+var_10] 4,"rgb(103, 178, 18)"
call sub_401988,"rgb(103, 177, 19)"
call sub_401118,"rgb(103, 176, 20)"
esi [eax+6Ch],"rgb(103, 175, 21)"
edx 83h,"rgb(103, 174, 22)"
call sub_40255E,"rgb(103, 173, 23)"
esi 0FFFFFFD4h,"rgb(103, 172, 24)"
short loc_401637,"rgb(103, 171, 25)"
call sub_401A30,"rgb(103, 170, 26)"
call sub_40173C,"rgb(103, 169, 27)"
call sub_401BC4,"rgb(103, 168, 28)"
call sub_401F38,"rgb(103, 167, 29)"
call sub_401F50,"rgb(103, 166, 30)"
[ebp+var_4] 3Dh,"rgb(103, 165, 31)"
ebx 91h,"rgb(103, 164, 32)"
call sub_401A94,"rgb(103, 163, 33)"
call sub_4017CC,"rgb(103, 162, 34)"
short loc_40144B,"rgb(103, 161, 35)"
short loc_40110B,"rgb(103, 160, 36)"
xor bl,"rgb(103, 159, 37)"
call sub_40176C,"rgb(103, 158, 38)"
call sub_401A56,"rgb(103, 157, 39)"
call sub_4017B4,"rgb(103, 156, 40)"
call sub_401AD8,"rgb(103, 155, 41)"
call sub_401514,"rgb(103, 154, 42)"
call sub_401A3F,"rgb(103, 153, 43)"
call sub_4010B4,"rgb(103, 152, 44)"
call sub_40159C,"rgb(103, 151, 45)"
call sub_401A80,"rgb(103, 150, 46)"
eax [edi+4Ch],"rgb(103, 149, 47)"
call sub_4011B4,"rgb(103, 148, 48)"
[ebp+var_54] esi,"rgb(103, 147, 49)"
call sub_401BE4,"rgb(102, 179, 18)"
ecx ds:SetLastError,"rgb(102, 178, 19)"
call sub_40188C,"rgb(102, 177, 20)"
call sub_401634,"rgb(102, 176, 21)"
call sub_4019A4,"rgb(102, 175, 22)"
call sub_401A34,"rgb(102, 174, 23)"
lodsb,"rgb(102, 173, 24)"
call sub_401BD0,"rgb(102, 172, 25)"
call sub_401F5C,"rgb(102, 171, 26)"
call sub_402572,"rgb(102, 170, 27)"
call sub_40256C,"rgb(102, 169, 28)"
call sub_40124F,"rgb(102, 168, 29)"
eax 0FFFFFF97h,"rgb(102, 167, 30)"
call sub_4020AB,"rgb(102, 166, 31)"
call sub_401143,"rgb(102, 165, 32)"
call sub_401135,"rgb(102, 164, 33)"
call sub_4093C6,"rgb(102, 163, 34)"
sub [ebp-4Ch],"rgb(102, 162, 35)"
edx 0FFFFFFF7h,"rgb(102, 161, 36)"
eax 0FFFFFFC3h,"rgb(102, 160, 37)"
call sub_401854,"rgb(102, 159, 38)"
edi [esi+50h],"rgb(102, 158, 39)"
call sub_4016B0,"rgb(102, 157, 40)"
call sub_4022C0,"rgb(102, 156, 41)"
[ebp+var_8] 13h,"rgb(102, 155, 42)"
esi 0FFFFFFCDh,"rgb(102, 154, 43)"
call sub_40148B,"rgb(102, 153, 44)"
call sub_40119B,"rgb(102, 152, 45)"
call sub_4013BC,"rgb(102, 151, 46)"
[eax+8] eax,"rgb(102, 150, 47)"
ebx 0B8h,"rgb(102, 149, 48)"
call sub_401E74,"rgb(102, 148, 49)"
short loc_4011E7,"rgb(101, 179, 19)"
call sub_401A48,"rgb(101, 178, 20)"
eax [esi+80h],"rgb(101, 177, 21)"
call sub_401592,"rgb(101, 176, 22)"
eax 0FFFFFFC1h,"rgb(101, 175, 23)"
edx 90h,"rgb(101, 174, 24)"
call sub_401084,"rgb(101, 173, 25)"
or [ebp+var_68],"rgb(101, 172, 26)"
ecx [edx+38h],"rgb(101, 171, 27)"
call sub_401D19,"rgb(101, 170, 28)"
call sub_401F2C,"rgb(101, 169, 29)"
esi [ebx+20h],"rgb(101, 168, 30)"
call sub_401814,"rgb(101, 167, 31)"
call sub_401884,"rgb(101, 166, 32)"
sub [ebp+var_58],"rgb(101, 165, 33)"
call sub_402000,"rgb(101, 164, 34)"
short loc_40174B,"rgb(101, 163, 35)"
[ebp+var_18] 4,"rgb(101, 162, 36)"
call sub_40207E,"rgb(101, 161, 37)"
eax [esi+0BCh],"rgb(101, 160, 38)"
or [ebx],"rgb(101, 159, 39)"
call sub_401822,"rgb(101, 158, 40)"
call sub_401914,"rgb(101, 157, 41)"
eax [esi+6Ch],"rgb(101, 156, 42)"
short loc_4018B7,"rgb(101, 155, 43)"
call sub_402175,"rgb(101, 154, 44)"
call sub_4010F6,"rgb(101, 153, 45)"
short loc_401B36,"rgb(101, 152, 46)"
call sub_4013DC,"rgb(101, 151, 47)"
call sub_401860,"rgb(101, 150, 48)"
call sub_401924,"rgb(101, 149, 49)"
call sub_401C4C,"rgb(100, 179, 20)"
edx [ecx+20h],"rgb(100, 178, 21)"
call sub_401D44,"rgb(100, 177, 22)"
esi 0FFFFFF8Ah,"rgb(100, 176, 23)"
ptr [ecx-18h],"rgb(100, 175, 24)"
short loc_402178,"rgb(100, 174, 25)"
short loc_401FA4,"rgb(100, 173, 26)"
ebx 190h,"rgb(100, 172, 27)"
short loc_40233D,"rgb(100, 171, 28)"
ebx 0AEh,"rgb(100, 170, 29)"
call sub_40130C,"rgb(100, 169, 30)"
ecx [eax+9],"rgb(100, 168, 31)"
call sub_402208,"rgb(100, 167, 32)"
call sub_402064,"rgb(100, 166, 33)"
short loc_4018FF,"rgb(100, 165, 34)"
edi [ebx+10h],"rgb(100, 164, 35)"
add [ebp-40h],"rgb(100, 163, 36)"
call sub_402171,"rgb(100, 162, 37)"
call sub_4021BC,"rgb(100, 161, 38)"
call sub_401CA4,"rgb(100, 160, 39)"
call sub_401DAC,"rgb(100, 159, 40)"
call sub_401CC8,"rgb(100, 158, 41)"
[esp+3Ch+var_3C] ecx,"rgb(100, 157, 42)"
ecx [ebx+8],"rgb(100, 156, 43)"
call sub_4015D9,"rgb(100, 155, 44)"
call sub_401C38,"rgb(100, 154, 45)"
call sub_40145D,"rgb(100, 153, 46)"
call sub_401C4E,"rgb(100, 152, 47)"
call sub_401956,"rgb(100, 151, 48)"
or [ebp+var_58],"rgb(100, 150, 49)"
eax 0FFFFFFCBh,"rgb(107, 172, 19)"
call sub_401A38,"rgb(107, 171, 20)"
call sub_401278,"rgb(107, 170, 21)"
call sub_401418,"rgb(107, 169, 22)"
adc [ebp+var_5C],"rgb(107, 168, 23)"
ebx [ebp+var_54],"rgb(107, 167, 24)"
[ebp-20h] edi,"rgb(107, 166, 25)"
call sub_401D7C,"rgb(107, 165, 26)"
eax 0FFFFFFD8h,"rgb(107, 164, 27)"
call sub_40217C,"rgb(107, 163, 28)"
eax [ecx+18h],"rgb(107, 162, 29)"
call sub_4023CB,"rgb(107, 161, 30)"
esi [ebp-1Ch],"rgb(107, 160, 31)"
call sub_4011A9,"rgb(107, 159, 32)"
call sub_401F18,"rgb(107, 158, 33)"
call sub_401D5C,"rgb(107, 157, 34)"
call sub_401B5C,"rgb(107, 156, 35)"
call sub_4017DA,"rgb(107, 155, 36)"
short loc_401361,"rgb(107, 154, 37)"
sbb cl,"rgb(107, 153, 38)"
call sub_4011A4,"rgb(107, 152, 39)"
[ebx] esi,"rgb(107, 151, 40)"
[edx+8] eax,"rgb(107, 150, 41)"
edx [edi+4],"rgb(107, 149, 42)"
call sub_4022CC,"rgb(107, 148, 43)"
edi [esi-80h],"rgb(107, 147, 44)"
edx 0DCh,"rgb(107, 146, 45)"
call sub_401714,"rgb(107, 145, 46)"
call sub_401BD8,"rgb(107, 144, 47)"
or [ecx+4],"rgb(107, 143, 48)"
edx 0C6h,"rgb(107, 142, 49)"
call sub_4019E8,"rgb(106, 179, 13)"
call sub_401D18,"rgb(106, 178, 14)"
call sub_401136,"rgb(106, 177, 15)"
call sub_401428,"rgb(106, 176, 16)"
call sub_401784,"rgb(106, 175, 17)"
call sub_4018AF,"rgb(106, 174, 18)"
call ds:GetModuleHandleW,"rgb(106, 173, 19)"
edi [esi+5Ch],"rgb(106, 172, 20)"
eax 0FFFFFFBBh,"rgb(106, 171, 21)"
esi [eax+18h],"rgb(106, 170, 22)"
call sub_4014E0,"rgb(106, 169, 23)"
call sub_4021C0,"rgb(106, 168, 24)"
call sub_402058,"rgb(106, 167, 25)"
call sub_401C7C,"rgb(106, 166, 26)"
call sub_4019D0,"rgb(106, 165, 27)"
short loc_401F53,"rgb(106, 164, 28)"
call sub_401DC8,"rgb(106, 163, 29)"
eax [esi+0C0h],"rgb(106, 162, 30)"
short loc_4015F6,"rgb(106, 161, 31)"
esi 0FFFFFFDDh,"rgb(106, 160, 32)"
xor ch,"rgb(106, 159, 33)"
call sub_40183C,"rgb(106, 158, 34)"
ebx [esi+4],"rgb(106, 157, 35)"
[esi+4] edi,"rgb(106, 156, 36)"
[esp-4+arg_0] ebx,"rgb(106, 155, 37)"
[ebx+4] ecx,"rgb(106, 154, 38)"
call sub_401974,"rgb(106, 153, 39)"
call sub_4018CC,"rgb(106, 152, 40)"
call sub_40139C,"rgb(106, 151, 41)"
call sub_401CFC,"rgb(106, 150, 42)"
xor [ebp-4],"rgb(106, 149, 43)"
call sub_40149D,"rgb(106, 148, 44)"
[ebp+var_4] 1Eh,"rgb(106, 147, 45)"
esi 0FFFFFFB8h,"rgb(106, 146, 46)"
[ebp+var_4] 37h,"rgb(106, 145, 47)"
edx 0D4h,"rgb(106, 144, 48)"
esi [eax+20h],"rgb(106, 143, 49)"
ecx [eax-28h],"rgb(105, 179, 14)"
short loc_4019A3,"rgb(105, 178, 15)"
call sub_402048,"rgb(105, 177, 16)"
call sub_401470,"rgb(105, 176, 17)"
call sub_4010A0,"rgb(105, 175, 18)"
ecx 1000h,"rgb(105, 174, 19)"
call sub_401A58,"rgb(105, 173, 20)"
ecx [eax+1Ch],"rgb(105, 172, 21)"
ebx 0FFFFFFC9h,"rgb(105, 171, 22)"
call sub_401E64,"rgb(105, 170, 23)"
call sub_4019D4,"rgb(105, 169, 24)"
eax [edx-8],"rgb(105, 168, 25)"
call sub_4013A4,"rgb(105, 167, 26)"
eax [esi-2Ch],"rgb(105, 166, 27)"
ebx 0B2h,"rgb(105, 165, 28)"
