Term,RGB
[ebp+var_1] al,"rgb(169, 76, 61)"
[esp+10h+arg_0] ecx,"rgb(169, 75, 62)"
[ebp+68h+var_24] esi,"rgb(169, 74, 63)"
eax 0C8h,"rgb(169, 73, 64)"
ptr [eax+edi],"rgb(169, 72, 65)"
call sub_401870,"rgb(169, 71, 66)"
mov [ebp+38h],"rgb(169, 70, 67)"
ptr [eax+0A8h],"rgb(169, 69, 68)"
[ecx+8] bl,"rgb(169, 68, 69)"
eax [ebp+var_108],"rgb(169, 67, 70)"
ecx [edx+18h],"rgb(169, 66, 71)"
mov [edi+60h],"rgb(169, 65, 72)"
dw 34h,"rgb(169, 64, 73)"
xadd [eax],"rgb(169, 63, 74)"
ecx [ebp+hMem],"rgb(169, 62, 75)"
[esi+84h] eax,"rgb(169, 61, 76)"
eax [esi+8Ch],"rgb(169, 60, 77)"
edx [esp+18h+arg_0],"rgb(169, 59, 78)"
eax [eax+34h],"rgb(169, 58, 79)"
[ecx+7Ch] edx,"rgb(168, 79, 59)"
eax [edi+28h],"rgb(168, 78, 60)"
[esi+48h] ecx,"rgb(168, 77, 61)"
call ds:RegCreateKeyExA,"rgb(168, 76, 62)"
call memcmp,"rgb(168, 75, 63)"
shr bl,"rgb(168, 74, 64)"
esi [esi+eax+1],"rgb(168, 73, 65)"
ecx [esp+58h+arg_4],"rgb(168, 72, 66)"
[edi+8] esi,"rgb(168, 71, 67)"
div dword,"rgb(168, 70, 68)"
edi ds:WideCharToMultiByte,"rgb(168, 69, 69)"
[ebp+var_10] offset,"rgb(168, 68, 70)"
cmp [esp+4+arg_0],"rgb(168, 67, 71)"
eax 0A0h,"rgb(168, 66, 72)"
[eax+9Ch] ecx,"rgb(168, 65, 73)"
[edi] 3Dh,"rgb(168, 64, 74)"
al [esi+8],"rgb(168, 63, 75)"
mov [esi+ebx],"rgb(168, 62, 76)"
mov [esi+0B0h],"rgb(168, 61, 77)"
[eax+2] dl,"rgb(168, 60, 78)"
short loc_401E30,"rgb(168, 59, 79)"
call InterlockedExchange,"rgb(167, 79, 60)"
[esi+8] al,"rgb(167, 78, 61)"
[esi+44h] ecx,"rgb(167, 77, 62)"
call sub_401FC0,"rgb(167, 76, 63)"
eax [esp+14h+Src],"rgb(167, 75, 64)"
eax 43h,"rgb(167, 74, 65)"
ebx 30h,"rgb(167, 73, 66)"
edx [ebp+arg_1C],"rgb(167, 72, 67)"
al 0C3h,"rgb(167, 71, 68)"
[ebp+68h+var_10] eax,"rgb(167, 70, 69)"
[esi+18h] ecx,"rgb(167, 69, 70)"
[ebp+var_220] eax,"rgb(167, 68, 71)"
div [ebp+var_20],"rgb(167, 67, 72)"
mov [eax+ecx*4],"rgb(167, 66, 73)"
[esp+1Ch+var_4] 0FFFFFFFFh,"rgb(167, 65, 74)"
call _exit,"rgb(167, 64, 75)"
call sub_4017A0,"rgb(167, 63, 76)"
cmp [ebp+lpMultiByteStr],"rgb(167, 62, 77)"
ecx [esp+8+arg_8],"rgb(167, 61, 78)"
[esi+58h] ecx,"rgb(167, 60, 79)"
ebx [esi+1],"rgb(166, 79, 61)"
dl [esi+2],"rgb(166, 78, 62)"
edx [esi+0B0h],"rgb(166, 77, 63)"
ebx [esi+18h],"rgb(166, 76, 64)"
cl 0Ah,"rgb(166, 75, 65)"
ecx [ebp+arg_28],"rgb(166, 74, 66)"
eax [eax+30h],"rgb(166, 73, 67)"
eax 84h,"rgb(166, 72, 68)"
esi [esp+28h+arg_0],"rgb(166, 71, 69)"
call ds:GetExitCodeThread,"rgb(166, 70, 70)"
call sub_402090,"rgb(166, 69, 71)"
dw 97h,"rgb(166, 68, 72)"
edx [esp+58h+var_3C],"rgb(166, 67, 73)"
call sub_4011C0,"rgb(166, 66, 74)"
[edx] ebp,"rgb(166, 65, 75)"
call sub_401380,"rgb(166, 64, 76)"
edi [edi+4],"rgb(166, 63, 77)"
eax 6Ch,"rgb(166, 62, 78)"
call sub_402240,"rgb(166, 61, 79)"
edx [esp+18h+arg_8],"rgb(165, 79, 62)"
[esi+40h] 0,"rgb(165, 78, 63)"
ptr [eax+0B0h],"rgb(165, 77, 64)"
esi [ecx+2Ch],"rgb(165, 76, 65)"
ebp 6,"rgb(165, 75, 66)"
call sub_4043C0,"rgb(165, 74, 67)"
mov [esp+8Ch+var_50],"rgb(165, 73, 68)"
dl 3,"rgb(165, 72, 69)"
[esi+24h] edi,"rgb(165, 71, 70)"
edi [esi+24h],"rgb(165, 70, 71)"
esi 80h,"rgb(165, 69, 72)"
dh [edi],"rgb(165, 68, 73)"
[eax+48h] esi,"rgb(165, 67, 74)"
mov [esp+10h+arg_8],"rgb(165, 66, 75)"
ebp [eax+0Ch],"rgb(165, 65, 76)"
call sub_4015E0,"rgb(165, 64, 77)"
eax [esp+18h+arg_C],"rgb(165, 63, 78)"
eax 7Bh,"rgb(165, 62, 79)"
call ds:SetFilePointer,"rgb(164, 79, 63)"
call sub_401AE0,"rgb(164, 78, 64)"
[eax+68h] esi,"rgb(164, 77, 65)"
mov [eax+0CCh],"rgb(164, 76, 66)"
ptr [edx+44h],"rgb(164, 75, 67)"
eax 404h,"rgb(164, 74, 68)"
ecx 34h,"rgb(164, 73, 69)"
fldpi,"rgb(164, 72, 70)"
call sub_401C70,"rgb(164, 71, 71)"
ptr [edx+48h],"rgb(164, 70, 72)"
[esi+48h] edx,"rgb(164, 69, 73)"
eax [edx+ecx*4],"rgb(164, 68, 74)"
fnstsw word,"rgb(164, 67, 75)"
eax [edx+2Ch],"rgb(164, 66, 76)"
[ebp+var_324] eax,"rgb(164, 65, 77)"
edx [ecx+esi],"rgb(164, 64, 78)"
ecx [esp+10h+arg_8],"rgb(164, 63, 79)"
[ebp+var_2C] esi,"rgb(163, 79, 64)"
ptr [ebx+60h],"rgb(163, 78, 65)"
[ebx+40h] edx,"rgb(163, 77, 66)"
ptr [eax+0F4h],"rgb(163, 76, 67)"
[eax+28h] esi,"rgb(163, 75, 68)"
call sub_401120,"rgb(163, 74, 69)"
call ds:BringWindowToTop,"rgb(163, 73, 70)"
edi [esi+64h],"rgb(163, 72, 71)"
offset riid,"rgb(163, 71, 72)"
[ebp+var_4] 10h,"rgb(163, 70, 73)"
[eax+44h] esi,"rgb(163, 69, 74)"
push 6Bh,"rgb(163, 68, 75)"
eax 44h,"rgb(163, 67, 76)"
[ecx+10h] ebx,"rgb(163, 66, 77)"
[ebx+10h] edx,"rgb(163, 65, 78)"
[edx+ecx*4] eax,"rgb(163, 64, 79)"
[edi+1] 3Ah,"rgb(162, 79, 65)"
cmp [ebp+arg_24],"rgb(162, 78, 66)"
ptr [esp+3Ch+var_24],"rgb(162, 77, 67)"
cl [ebp+0],"rgb(162, 76, 68)"
call ds:GetCurrentThread,"rgb(162, 75, 69)"
mov [esi+edx],"rgb(162, 74, 70)"
al [ecx+2],"rgb(162, 73, 71)"
call sub_4018C0,"rgb(162, 72, 72)"
[eax+2Ch] esi,"rgb(162, 71, 73)"
mov [eax+36h],"rgb(162, 70, 74)"
call ds:IsWindowVisible,"rgb(162, 69, 75)"
[ebp+var_34] ebx,"rgb(162, 68, 76)"
eax 4Eh,"rgb(162, 67, 77)"
mov [esp+4+var_4],"rgb(162, 66, 78)"
eax [esi+17Ch],"rgb(162, 65, 79)"
mov [ebp+var_11C],"rgb(161, 79, 66)"
call sub_401490,"rgb(161, 78, 67)"
call sub_4016F0,"rgb(161, 77, 68)"
esi [esp+10h+arg_4],"rgb(161, 76, 69)"
call sub_401A30,"rgb(161, 75, 70)"
eax [edx+20h],"rgb(161, 74, 71)"
[ebx+0Ch] edi,"rgb(161, 73, 72)"
edx [esp+arg_10],"rgb(161, 72, 73)"
dup(8),"rgb(161, 71, 74)"
call sub_402470,"rgb(161, 70, 75)"
eax [esi+0A0h],"rgb(161, 69, 76)"
al [esi+0Ah],"rgb(161, 68, 77)"
push 46h,"rgb(161, 67, 78)"
eax [eax+40h],"rgb(161, 66, 79)"
[edi+3Ch] eax,"rgb(160, 79, 67)"
eax 53h,"rgb(160, 78, 68)"
eax [ecx+94h],"rgb(160, 77, 69)"
edi 1Ch,"rgb(160, 76, 70)"
edx [esp+18h+var_8],"rgb(160, 75, 71)"
call ds:GetWindow,"rgb(160, 74, 72)"
call ds:GetExitCodeProcess,"rgb(160, 73, 73)"
eax [esp+2Ch+var_14],"rgb(160, 72, 74)"
[esi+30h] 0,"rgb(160, 71, 75)"
push 2Fh,"rgb(160, 70, 76)"
ecx [esp+24h+var_14],"rgb(160, 69, 77)"
mov [ebx+6Ch],"rgb(160, 68, 78)"
edx [ecx+88h],"rgb(160, 67, 79)"
mov [esp+38h+var_28],"rgb(159, 79, 68)"
or si,"rgb(159, 78, 69)"
ebp [eax+4],"rgb(159, 77, 70)"
eax [edi+edx],"rgb(159, 76, 71)"
xadd [ecx],"rgb(159, 75, 72)"
retn 38h,"rgb(159, 74, 73)"
mov [edx+ebp],"rgb(159, 73, 74)"
mov [ecx+edx*4],"rgb(159, 72, 75)"
[esp+18h+var_8] edx,"rgb(159, 71, 76)"
mov [ebp+var_114],"rgb(159, 70, 77)"
eax [eax+ecx+18h],"rgb(159, 69, 78)"
[eax+38h] 0,"rgb(159, 68, 79)"
ptr [eax+3Ah],"rgb(158, 79, 69)"
ebp 40h,"rgb(158, 78, 70)"
ptr [edi+64h],"rgb(158, 77, 71)"
ecx [esp+10h+var_8],"rgb(158, 76, 72)"
call ds:GetACP,"rgb(158, 75, 73)"
esi [eax+20h],"rgb(158, 74, 74)"
[eax+6Ch] esi,"rgb(158, 73, 75)"
call _strcpy,"rgb(158, 72, 76)"
[esi+4Ch] edx,"rgb(158, 71, 77)"
eax 0A4h,"rgb(158, 70, 78)"
eax 72h,"rgb(158, 69, 79)"
and si,"rgb(157, 79, 70)"
eax [esp+24h],"rgb(157, 78, 71)"
ecx [esp+1Ch+var_8],"rgb(157, 77, 72)"
[ecx+esi] 0,"rgb(157, 76, 73)"
eax [esp+28h+var_C],"rgb(157, 75, 74)"
[ebp+var_10C] eax,"rgb(157, 74, 75)"
shl dl,"rgb(157, 73, 76)"
[ebx] offset,"rgb(157, 72, 77)"
edx [ecx+ecx*4],"rgb(157, 71, 78)"
eax [esp+18h+arg_10],"rgb(157, 70, 79)"
[ebx+40h] ecx,"rgb(156, 79, 71)"
ptr [ebx+24h],"rgb(156, 78, 72)"
[ebx+0Ch] esi,"rgb(156, 77, 73)"
eax 0DFh,"rgb(156, 76, 74)"
ah 10h,"rgb(156, 75, 75)"
dl [eax+3],"rgb(156, 74, 76)"
push 8Ch,"rgb(156, 73, 77)"
[eax+0A0h] ecx,"rgb(156, 72, 78)"
ecx 68h,"rgb(156, 71, 79)"
ptr [eax+0A4h],"rgb(155, 79, 72)"
[esi+68h] al,"rgb(155, 78, 73)"
[esp+3Ch+var_14] ebx,"rgb(155, 77, 74)"
[esi+28h] edi,"rgb(155, 76, 75)"
eax [ebp+var_74],"rgb(155, 75, 76)"
call ds:GetShortPathNameA,"rgb(155, 74, 77)"
eax [ecx+edx],"rgb(155, 73, 78)"
mov [esp+24h+arg_0],"rgb(155, 72, 79)"
eax [ebp-80h],"rgb(154, 79, 73)"
eax [ebp-3Ch],"rgb(154, 78, 74)"
mov [esp+40h+var_2C],"rgb(154, 77, 75)"
call sub_401230,"rgb(154, 76, 76)"
ptr [esi+134h],"rgb(154, 75, 77)"
ecx [esi+0B0h],"rgb(154, 74, 78)"
ecx [ebx+2Ch],"rgb(154, 73, 79)"
call sub_401B70,"rgb(153, 79, 74)"
edx [esp+arg_20],"rgb(153, 78, 75)"
call sub_401700,"rgb(153, 77, 76)"
[eax+94h] edx,"rgb(153, 76, 77)"
call sub_401970,"rgb(153, 75, 78)"
eax [esp+18h+Src],"rgb(153, 74, 79)"
eax 0BCh,"rgb(152, 79, 75)"
ptr [edi+24h],"rgb(152, 78, 76)"
[ebp-4] 5,"rgb(152, 77, 77)"
[ecx+10h] al,"rgb(152, 76, 78)"
ecx [esp+28h+var_18],"rgb(152, 75, 79)"
eax 36h,"rgb(151, 79, 76)"
esi [ecx+28h],"rgb(151, 78, 77)"
call sub_401740,"rgb(151, 77, 78)"
eax 104h,"rgb(151, 76, 79)"
esi [eax+40h],"rgb(150, 79, 77)"
ecx [esp+4Ch+var_14],"rgb(150, 78, 78)"
[ebx] dh,"rgb(150, 77, 79)"
call sub_401210,"rgb(179, 76, 50)"
offset name,"rgb(179, 75, 51)"
bl [ecx-1],"rgb(179, 74, 52)"
ptr [edx+28h],"rgb(179, 73, 53)"
push 2Bh,"rgb(179, 72, 54)"
eax 0F8h,"rgb(179, 71, 55)"
[ecx+15h] 0,"rgb(179, 70, 56)"
esi [esp+18h],"rgb(179, 69, 57)"
edx [esp+4Ch+var_30],"rgb(179, 68, 58)"
eax 86h,"rgb(179, 67, 59)"
eax 3FFFFFFFh,"rgb(179, 66, 60)"
mov [esp+8Ch+var_58],"rgb(179, 65, 61)"
call ds:SetHandleCount,"rgb(179, 64, 62)"
mov [eax+0D0h],"rgb(179, 63, 63)"
ecx 10000h,"rgb(179, 62, 64)"
fstp [esp+10h+var_4],"rgb(179, 61, 65)"
ptr [ebp+0Bh],"rgb(179, 60, 66)"
ecx [ebp+var_68],"rgb(179, 59, 67)"
[eax+10h] cl,"rgb(179, 58, 68)"
eax [eax+68h],"rgb(179, 57, 69)"
ebp 1Fh,"rgb(179, 56, 70)"
idiv ebx,"rgb(179, 55, 71)"
[eax+64h] esi,"rgb(179, 54, 72)"
push 27h,"rgb(179, 53, 73)"
eax [esi+eax*4],"rgb(179, 52, 74)"
eax [ebp+var_20C],"rgb(179, 51, 75)"
al 66h,"rgb(179, 50, 76)"
ebp [esi+8],"rgb(178, 77, 50)"
[eax] ch,"rgb(178, 76, 51)"
call sub_402410,"rgb(178, 75, 52)"
eax di,"rgb(178, 74, 53)"
eax 6Eh,"rgb(178, 73, 54)"
[ecx+1] al,"rgb(178, 72, 55)"
call sub_4022E0,"rgb(178, 71, 56)"
eax [esp+4Ch+var_1C],"rgb(178, 70, 57)"
eax 9Eh,"rgb(178, 69, 58)"
[ebx] ebp,"rgb(178, 68, 59)"
eax [esp+58h+arg_4],"rgb(178, 67, 60)"
ptr [edi+eax*4],"rgb(178, 66, 61)"
ax 7Fh,"rgb(178, 65, 62)"
call sub_401C40,"rgb(178, 64, 63)"
eax [edx-3],"rgb(178, 63, 64)"
ecx [ebx+5Ch],"rgb(178, 62, 65)"
eax 47h,"rgb(178, 61, 66)"
push 3Bh,"rgb(178, 60, 67)"
edx [ebp+NumberOfBytesWritten],"rgb(178, 59, 68)"
mov [ecx+3],"rgb(178, 58, 69)"
[eax+3] cl,"rgb(178, 57, 70)"
call ds:lstrcpynA,"rgb(178, 56, 71)"
mov [edi+24h],"rgb(178, 55, 72)"
dw 84h,"rgb(178, 54, 73)"
[esp+8] ebx,"rgb(178, 53, 74)"
ptr [eax-0Ch],"rgb(178, 52, 75)"
ecx [ebp-60h],"rgb(178, 51, 76)"
bh bl,"rgb(178, 50, 77)"
eax [ebx+54h],"rgb(177, 78, 50)"
[eax+50h] esi,"rgb(177, 77, 51)"
ecx [esp+54h+arg_0],"rgb(177, 76, 52)"
mov [esp+30h+var_20],"rgb(177, 75, 53)"
8Bh 0FFh,"rgb(177, 74, 54)"
mov [esi+2],"rgb(177, 73, 55)"
[edx+8] 0,"rgb(177, 72, 56)"
al 0BFh,"rgb(177, 71, 57)"
[esp+38h+var_10] 0Fh,"rgb(177, 70, 58)"
bh al,"rgb(177, 69, 59)"
esi [esp+58h+arg_0],"rgb(177, 68, 60)"
ecx [esp+34h],"rgb(177, 67, 61)"
mov [esp+44h+var_4],"rgb(177, 66, 62)"
eax [esp+3Ch+var_20],"rgb(177, 65, 63)"
call sub_403F20,"rgb(177, 64, 64)"
dw 80h,"rgb(177, 63, 65)"
call ds:LocalAlloc,"rgb(177, 62, 66)"
eax [ecx+98h],"rgb(177, 61, 67)"
call sub_402040,"rgb(177, 60, 68)"
edi [ecx+ecx*2],"rgb(177, 59, 69)"
ecx [esp+40h+var_28],"rgb(177, 58, 70)"
ecx [esp+38h+var_8],"rgb(177, 57, 71)"
[ebp+VersionInformation.dwMajorVersion] 5,"rgb(177, 56, 72)"
call sub_401C30,"rgb(177, 55, 73)"
mov [ebp+var_16],"rgb(177, 54, 74)"
al 5Dh,"rgb(177, 53, 75)"
[eax+54h] esi,"rgb(177, 52, 76)"
dec [ebp+var_8],"rgb(177, 51, 77)"
mov [edx+eax*4],"rgb(177, 50, 78)"
frndint,"rgb(176, 79, 50)"
eax 7Eh,"rgb(176, 78, 51)"
call sub_402320,"rgb(176, 77, 52)"
ecx ds:0[eax*8],"rgb(176, 76, 53)"
call sub_401A20,"rgb(176, 75, 54)"
mov [ecx+9],"rgb(176, 74, 55)"
ptr [ebp+var_16],"rgb(176, 73, 56)"
[edx] 23h,"rgb(176, 72, 57)"
or [edx],"rgb(176, 71, 58)"
esi [eax+30h],"rgb(176, 70, 59)"
ptr [ebx+38h],"rgb(176, 69, 60)"
mov [ecx+32h],"rgb(176, 68, 61)"
[ecx+78h] edx,"rgb(176, 67, 62)"
mov [ebx+74h],"rgb(176, 66, 63)"
ecx [edi-1],"rgb(176, 65, 64)"
eax [esp+34h+var_24],"rgb(176, 64, 65)"
ptr [edx+3Ch],"rgb(176, 63, 66)"
ebx [ebp+var_28],"rgb(176, 62, 67)"
call ds:ReadFile,"rgb(176, 61, 68)"
mov [ecx+5],"rgb(176, 60, 69)"
ptr [edi+0Ah],"rgb(176, 59, 70)"
[esi+30h] edi,"rgb(176, 58, 71)"
eax [ebp+var_104],"rgb(176, 57, 72)"
eax [esp+30h],"rgb(176, 56, 73)"
call ds:GlobalAlloc,"rgb(176, 55, 74)"
edi [ecx+2Ch],"rgb(176, 54, 75)"
ebx [ebp+arg_14],"rgb(176, 53, 76)"
eax [ecx-2],"rgb(176, 52, 77)"
eax 63h,"rgb(176, 51, 78)"
eax 31h,"rgb(176, 50, 79)"
call sub_401880,"rgb(175, 79, 51)"
[eax+4] ebp,"rgb(175, 78, 52)"
eax 23h,"rgb(175, 77, 53)"
[ecx+10h] ax,"rgb(175, 76, 54)"
ecx [esp+8Ch+var_44],"rgb(175, 75, 55)"
al [edx+1],"rgb(175, 74, 56)"
eax [edx-2],"rgb(175, 73, 57)"
mov [ebp+var_19],"rgb(175, 72, 58)"
eax 0F1h,"rgb(175, 71, 59)"
call sub_402130,"rgb(175, 70, 60)"
[eax+98h] edx,"rgb(175, 69, 61)"
call sub_4020A0,"rgb(175, 68, 62)"
[esi+64h] al,"rgb(175, 67, 63)"
mov [ebx+34h],"rgb(175, 66, 64)"
ecx [esp+8+arg_C],"rgb(175, 65, 65)"
ecx [ecx+eax*4],"rgb(175, 64, 66)"
eax 804h,"rgb(175, 63, 67)"
si [eax],"rgb(175, 62, 68)"
eax [ecx+edx*4],"rgb(175, 61, 69)"
eax 411h,"rgb(175, 60, 70)"
ptr [ebx+eax*4],"rgb(175, 59, 71)"
eax [ebx+5Ch],"rgb(175, 58, 72)"
call sub_401620,"rgb(175, 57, 73)"
ecx [eax+0B8h],"rgb(175, 56, 74)"
[esp+48h+var_4] ebx,"rgb(175, 55, 75)"
esi 1Eh,"rgb(175, 54, 76)"
inc bl,"rgb(175, 53, 77)"
call sub_401FF0,"rgb(175, 52, 78)"
mov [esp+20h+arg_8],"rgb(175, 51, 79)"
movzx di,"rgb(174, 79, 52)"
eax [ebp+NumberOfBytesRead],"rgb(174, 78, 53)"
call sub_4010D0,"rgb(174, 77, 54)"
push 5Ah,"rgb(174, 76, 55)"
eax [esp+34h+var_20],"rgb(174, 75, 56)"
ecx [edx-28h],"rgb(174, 74, 57)"
[ebx+30h] 0,"rgb(174, 73, 58)"
call sub_401430,"rgb(174, 72, 59)"
eax 100000h,"rgb(174, 71, 60)"
eax 98h,"rgb(174, 70, 61)"
mov [ebp+var_328],"rgb(174, 69, 62)"
[ecx+90h] eax,"rgb(174, 68, 63)"
mov [ecx+0C8h],"rgb(174, 67, 64)"
call ds:HeapSize,"rgb(174, 66, 65)"
eax 99h,"rgb(174, 65, 66)"
[eax+1Ch] cx,"rgb(174, 64, 67)"
call sub_402560,"rgb(174, 63, 68)"
[esi] 8,"rgb(174, 62, 69)"
call sub_402270,"rgb(174, 61, 70)"
eax [ecx+84h],"rgb(174, 60, 71)"
ecx [eax+0B0h],"rgb(174, 59, 72)"
esi 0FFFFFFFDh,"rgb(174, 58, 73)"
eax [ebp+hMem],"rgb(174, 57, 74)"
call sub_402280,"rgb(174, 56, 75)"
movzx bp,"rgb(174, 55, 76)"
eax 77h,"rgb(174, 54, 77)"
edx [ebp+var_58],"rgb(174, 53, 78)"
[edi+60h] eax,"rgb(174, 52, 79)"
edi [esp+14h+arg_8],"rgb(173, 79, 53)"
[eax+10h] ebx,"rgb(173, 78, 54)"
call sub_4022D0,"rgb(173, 77, 55)"
eax [ebp+var_70],"rgb(173, 76, 56)"
mov [ebp+var_104],"rgb(173, 75, 57)"
ptr [ebx+esi*4+4],"rgb(173, 74, 58)"
[ebx+esi*4+4] 0,"rgb(173, 73, 59)"
eax [edx+edx*2],"rgb(173, 72, 60)"
ecx [esp+54h+arg_4],"rgb(173, 71, 61)"
ebx ds:DispatchMessageA,"rgb(173, 70, 62)"
ebp [esp+18h+var_8],"rgb(173, 69, 63)"
eax [esp+4Ch+var_18],"rgb(173, 68, 64)"
edx [ecx+7Ch],"rgb(173, 67, 65)"
call sub_4012F0,"rgb(173, 66, 66)"
[ebp+arg_10] eax,"rgb(173, 65, 67)"
cmp [ebp+var_40],"rgb(173, 64, 68)"
neg ebp,"rgb(173, 63, 69)"
call sub_401AA0,"rgb(173, 62, 70)"
al 0FEh,"rgb(173, 61, 71)"
eax [ecx+9Ch],"rgb(173, 60, 72)"
di byte,"rgb(173, 59, 73)"
edi [eax+edx],"rgb(173, 58, 74)"
offset phkResult,"rgb(173, 57, 75)"
eax [ebp+70h],"rgb(173, 56, 76)"
[ebp-10h] edi,"rgb(173, 55, 77)"
eax [esi+eax],"rgb(173, 54, 78)"
call ds:DeleteObject,"rgb(173, 53, 79)"
eax 412h,"rgb(172, 79, 54)"
faddp st(3),"rgb(172, 78, 55)"
ecx [eax-0Ch],"rgb(172, 77, 56)"
setalc,"rgb(172, 76, 57)"
esi bl,"rgb(172, 75, 58)"
mov [ecx+6],"rgb(172, 74, 59)"
call sub_4017F0,"rgb(172, 73, 60)"
call sub_4025C0,"rgb(172, 72, 61)"
aas,"rgb(172, 71, 62)"
[esp+18h+arg_0] eax,"rgb(172, 70, 63)"
call sub_4024C0,"rgb(172, 69, 64)"
[eax+0Ch] edi,"rgb(172, 68, 65)"
edx 200h,"rgb(172, 67, 66)"
mov [esp+6Ch+var_4C],"rgb(172, 66, 67)"
edx [esp+14h+arg_0],"rgb(172, 65, 68)"
[ebp+var_3C] edi,"rgb(172, 64, 69)"
call _strncpy,"rgb(172, 63, 70)"
ebx 40h,"rgb(172, 62, 71)"
mov [esp+44h+var_10],"rgb(172, 61, 72)"
ah [edx],"rgb(172, 60, 73)"
[esp+14h+arg_8] eax,"rgb(172, 59, 74)"
or [eax+4],"rgb(172, 58, 75)"
ptr [esp+4+arg_4],"rgb(172, 57, 76)"
push 60h,"rgb(172, 56, 77)"
ecx [esp+8Ch+var_6C],"rgb(172, 55, 78)"
edi 28h,"rgb(172, 54, 79)"
edx [eax+94h],"rgb(171, 79, 55)"
retn 58h,"rgb(171, 78, 56)"
call ds:MoveWindow,"rgb(171, 77, 57)"
ebp 0Ah,"rgb(171, 76, 58)"
ebx [eax+10h],"rgb(171, 75, 59)"
ecx [ebp-64h],"rgb(171, 74, 60)"
ptr [ebx+44h],"rgb(171, 73, 61)"
call sub_402020,"rgb(171, 72, 62)"
push 3Ah,"rgb(171, 71, 63)"
[esi+6Ch] 0,"rgb(171, 70, 64)"
mov [ebp+Str],"rgb(171, 69, 65)"
eax [ebx+60h],"rgb(171, 68, 66)"
call sub_402400,"rgb(171, 67, 67)"
ecx [ebp+0Eh],"rgb(171, 66, 68)"
edx [eax+98h],"rgb(171, 65, 69)"
dw 0FEh,"rgb(171, 64, 70)"
edi 0FFFFFFFCh,"rgb(171, 63, 71)"
[esp+38h+var_14] eax,"rgb(171, 62, 72)"
ecx 5Ch,"rgb(171, 61, 73)"
call sub_402260,"rgb(171, 60, 74)"
call ds:GlobalFree,"rgb(171, 59, 75)"
[esp+20h+var_4] 0,"rgb(171, 58, 76)"
[ebx+68h] edx,"rgb(171, 57, 77)"
call sub_4026D0,"rgb(171, 56, 78)"
call sub_401B90,"rgb(171, 55, 79)"
call sub_402330,"rgb(170, 79, 56)"
eax 46h,"rgb(170, 78, 57)"
[ebp+arg_14] esi,"rgb(170, 77, 58)"
esi [ecx+1Ch],"rgb(170, 76, 59)"
[esp+24h+var_4] ecx,"rgb(170, 75, 60)"
ptr [edx+34h],"rgb(170, 74, 61)"
edx [esi+50h],"rgb(170, 73, 62)"
ecx 88h,"rgb(170, 72, 63)"
call sub_401A80,"rgb(170, 71, 64)"
al [esi+9],"rgb(170, 70, 65)"
call ds:IsIconic,"rgb(170, 69, 66)"
eax 0E2h,"rgb(170, 68, 67)"
eax [esp+4+arg_C],"rgb(170, 67, 68)"
[ebp+var_38] ecx,"rgb(170, 66, 69)"
[ebp+0] ebx,"rgb(170, 65, 70)"
call sub_402180,"rgb(170, 64, 71)"
[eax+94h] 0,"rgb(170, 63, 72)"
call sub_4011B0,"rgb(170, 62, 73)"
[esi+4Ch] ebx,"rgb(170, 61, 74)"
call sub_401FE0,"rgb(170, 60, 75)"
[ecx+10h] dl,"rgb(170, 59, 76)"
dl 30h,"rgb(170, 58, 77)"
edi [edx+eax],"rgb(170, 57, 78)"
call sub_401820,"rgb(170, 56, 79)"
[ebx+0Ch] 0,"rgb(169, 79, 57)"
[eax+10h] dx,"rgb(169, 78, 58)"
ptr [esp+28h],"rgb(169, 77, 59)"
mov [ebp+var_128],"rgb(169, 76, 60)"
ah 20h,"rgb(169, 75, 61)"
esi ds:VirtualFree,"rgb(169, 74, 62)"
call sub_401710,"rgb(169, 73, 63)"
eax [esp+10h+var_4],"rgb(169, 72, 64)"
mov [ebp+lpAddress],"rgb(169, 71, 65)"
call sub_4023D0,"rgb(169, 70, 66)"
[ebx+4Ch] eax,"rgb(169, 69, 67)"
[esi] ebp,"rgb(169, 68, 68)"
call sub_401AF0,"rgb(169, 67, 69)"
eax [ebx+ebx*2],"rgb(169, 66, 70)"
esp 110h,"rgb(169, 65, 71)"
[esp+18h+var_4] esi,"rgb(169, 64, 72)"
ecx [ebp+var_78],"rgb(169, 63, 73)"
eax [ebp-38h],"rgb(169, 62, 74)"
[ebp+hWnd] eax,"rgb(169, 61, 75)"
eax [ebp+arg_28],"rgb(169, 60, 76)"
esp 60h,"rgb(169, 59, 77)"
[esp+1Ch+var_4] eax,"rgb(169, 58, 78)"
eax [eax+ecx*2],"rgb(169, 57, 79)"
[eax+34h] esi,"rgb(168, 79, 58)"
[esp+4Ch+var_14] eax,"rgb(168, 78, 59)"
dw 0C0h,"rgb(168, 77, 60)"
[ebx+8] 1,"rgb(168, 76, 61)"
[ebp+18h] eax,"rgb(168, 75, 62)"
ptr [esi+0B0h],"rgb(168, 74, 63)"
eax [edi+eax*4],"rgb(168, 73, 64)"
call HeapFree,"rgb(168, 72, 65)"
call sub_4018A0,"rgb(168, 71, 66)"
call sub_402200,"rgb(168, 70, 67)"
esi [ecx+30h],"rgb(168, 69, 68)"
call sub_402700,"rgb(168, 68, 69)"
edx 30h,"rgb(168, 67, 70)"
ptr [ebx+68h],"rgb(168, 66, 71)"
eax [ebp+var_7C],"rgb(168, 65, 72)"
