Term,RGB
cl [ebp+var_29],"rgb(167, 98, 21)"
[esp+4Ch+var_10] 0,"rgb(167, 97, 22)"
mov [ebx-1],"rgb(167, 96, 23)"
eax [eax+38h],"rgb(167, 95, 24)"
ebp 0FFFFFFCFh,"rgb(167, 94, 25)"
edi 0B6h,"rgb(167, 93, 26)"
edx 1C0h,"rgb(167, 92, 27)"
call sub_404440,"rgb(167, 91, 28)"
[ebp+var_180] ecx,"rgb(167, 90, 29)"
call sub_406E90,"rgb(167, 89, 30)"
ptr [ebp+var_54],"rgb(167, 88, 31)"
bp word,"rgb(167, 87, 32)"
ecx 0F0h,"rgb(167, 86, 33)"
al 7Ch,"rgb(167, 85, 34)"
movapd xmm0,"rgb(167, 84, 35)"
ecx [esi+37h],"rgb(167, 83, 36)"
[ebp+var_16C] edx,"rgb(167, 82, 37)"
cmp [ebp-18h],"rgb(167, 81, 38)"
or [edx],"rgb(167, 80, 39)"
al 0AAh,"rgb(167, 79, 40)"
ecx [ebp+var_1D8],"rgb(167, 78, 41)"
[edi+0Ch] esi,"rgb(167, 77, 42)"
eax [esp+48h+var_34],"rgb(167, 76, 43)"
call sub_403CE0,"rgb(167, 75, 44)"
call sub_403A30,"rgb(167, 74, 45)"
ecx [eax-10h],"rgb(167, 73, 46)"
jecxz short,"rgb(167, 72, 47)"
movdqa xmm0,"rgb(167, 71, 48)"
ecx [edi-1],"rgb(167, 70, 49)"
[esp+6Ch+var_20] ecx,"rgb(166, 99, 21)"
ptr [ebp-158h],"rgb(166, 98, 22)"
esi 0EAh,"rgb(166, 97, 23)"
cmp [esp+4Ch+var_20],"rgb(166, 96, 24)"
bl [edx+esi],"rgb(166, 95, 25)"
eax [ebp+FindFileData],"rgb(166, 94, 26)"
edi 1000h,"rgb(166, 93, 27)"
ecx [ebp-228h],"rgb(166, 92, 28)"
mov [ebp+1Ch],"rgb(166, 91, 29)"
eax 108h,"rgb(166, 90, 30)"
mov [ebp-58h],"rgb(166, 89, 31)"
offset MultiByteStr,"rgb(166, 88, 32)"
mov [ebp+var_458],"rgb(166, 87, 33)"
edx [esp+30h+var_C],"rgb(166, 86, 34)"
mov [edx+ecx],"rgb(166, 85, 35)"
mov [esp+10h+var_10],"rgb(166, 84, 36)"
ptr [edx+ecx],"rgb(166, 83, 37)"
edx 53h,"rgb(166, 82, 38)"
cmp [ebp+var_1AC],"rgb(166, 81, 39)"
[eax+2] cx,"rgb(166, 80, 40)"
edi [esp+4+arg_4],"rgb(166, 79, 41)"
eax 19930520h,"rgb(166, 78, 42)"
[ecx] 0FFFFFFFFh,"rgb(166, 77, 43)"
[ebp+var_174] eax,"rgb(166, 76, 44)"
ecx [ebp+var_208],"rgb(166, 75, 45)"
edx [ebp+var_20C],"rgb(166, 74, 46)"
[esp+38h+var_34] eax,"rgb(166, 73, 47)"
ptr [esp+10h+arg_0],"rgb(166, 72, 48)"
call sub_403AE0,"rgb(166, 71, 49)"
call sub_406A30,"rgb(165, 99, 22)"
[esi+0Ch] 108h,"rgb(165, 98, 23)"
edi [ecx-4],"rgb(165, 97, 24)"
edx [edx-1],"rgb(165, 96, 25)"
[ebp+var_5C] esi,"rgb(165, 95, 26)"
ecx [ecx+eax*4],"rgb(165, 94, 27)"
cmp [ebp+var_214],"rgb(165, 93, 28)"
eax [esp+3Ch+var_14],"rgb(165, 92, 29)"
al [esp+14h+var_1],"rgb(165, 91, 30)"
call ds:GetForegroundWindow,"rgb(165, 90, 31)"
call sub_403EA0,"rgb(165, 89, 32)"
al 19h,"rgb(165, 88, 33)"
db 4,"rgb(165, 87, 34)"
[esp+0BCh+var_64] 0,"rgb(165, 86, 35)"
ecx [ebp-0A0h],"rgb(165, 85, 36)"
[esp+20h+var_14] edx,"rgb(165, 84, 37)"
call sub_4035EE,"rgb(165, 83, 38)"
eax [edi+2],"rgb(165, 82, 39)"
mov [esp+10h+arg_8],"rgb(165, 81, 40)"
dl [ebp+arg_C],"rgb(165, 80, 41)"
esi 0CDh,"rgb(165, 79, 42)"
[ebp+var_21C] ecx,"rgb(165, 78, 43)"
ecx 0FDh,"rgb(165, 77, 44)"
call sub_4082B0,"rgb(165, 76, 45)"
al 55h,"rgb(165, 75, 46)"
[esp+24h+var_4] 0FFFFFFFFh,"rgb(165, 74, 47)"
call sub_402FB0,"rgb(165, 73, 48)"
jmp ds:CharNextA,"rgb(165, 72, 49)"
ebx 52h,"rgb(164, 99, 23)"
call sub_4022E0,"rgb(164, 98, 24)"
call sub_406BD0,"rgb(164, 97, 25)"
esi [esp+8Ch+var_74],"rgb(164, 96, 26)"
ecx 13Ch,"rgb(164, 95, 27)"
[ebp-1Ch] edx,"rgb(164, 94, 28)"
call sub_4054F0,"rgb(164, 93, 29)"
[ebp+ms_exc.registration.TryLevel] edx,"rgb(164, 92, 30)"
cx [esi],"rgb(164, 91, 31)"
eax [ebp+var_274],"rgb(164, 90, 32)"
edx [ebp+var_1BC],"rgb(164, 89, 33)"
[ebp+var_414] edi,"rgb(164, 88, 34)"
mov [esp+0Ch+var_8],"rgb(164, 87, 35)"
ecx [ebp+var_1DC],"rgb(164, 86, 36)"
ecx [eax+50h],"rgb(164, 85, 37)"
dx [ebp+var_1A],"rgb(164, 84, 38)"
[ebp-68h] eax,"rgb(164, 83, 39)"
push 180h,"rgb(164, 82, 40)"
esi [eax+18h],"rgb(164, 81, 41)"
ebp 21h,"rgb(164, 80, 42)"
[esp+2Ch+var_4] al,"rgb(164, 79, 43)"
[esp+8Ch+var_6C] ebx,"rgb(164, 78, 44)"
[edi] 0CCCCh,"rgb(164, 77, 45)"
ebx [esp+1Ch+var_4],"rgb(164, 76, 46)"
call nullsub_2,"rgb(164, 75, 47)"
ecx [ebp-220h],"rgb(164, 74, 48)"
[esp+4Ch+var_10] 1,"rgb(164, 73, 49)"
div [ebp+arg_8],"rgb(163, 99, 24)"
eax [ebp+SystemInfo],"rgb(163, 98, 25)"
ebx [ebx+esi*4+10h],"rgb(163, 97, 26)"
ecx [edx+14h],"rgb(163, 96, 27)"
[esp+20h+var_1C] ebx,"rgb(163, 95, 28)"
esp 140h,"rgb(163, 94, 29)"
ecx 4000h,"rgb(163, 93, 30)"
eax [ebp+cchName],"rgb(163, 92, 31)"
jmp ds:SetUnhandledExceptionFilter,"rgb(163, 91, 32)"
ecx [esp+24h+arg_8],"rgb(163, 90, 33)"
mov [esp+4Ch+var_C],"rgb(163, 89, 34)"
eax [eax+3Ch],"rgb(163, 88, 35)"
call sub_401FC0,"rgb(163, 87, 36)"
[ebp+var_CC] ecx,"rgb(163, 86, 37)"
call sub_406100,"rgb(163, 85, 38)"
edx [ebp+var_1E0],"rgb(163, 84, 39)"
call ds:_errno,"rgb(163, 83, 40)"
esp 15Ch,"rgb(163, 82, 41)"
[eax+4] offset,"rgb(163, 81, 42)"
[esp+2Ch+var_C] offset,"rgb(163, 80, 43)"
[ebp+var_F8] ecx,"rgb(163, 79, 44)"
mov [ebp+var_474],"rgb(163, 78, 45)"
ptr [ebp+var_130],"rgb(163, 77, 46)"
al 54h,"rgb(163, 76, 47)"
cmc,"rgb(163, 75, 48)"
[ebp+var_C] 2,"rgb(163, 74, 49)"
jmp ds:SetFilePointer,"rgb(162, 99, 25)"
edi 83h,"rgb(162, 98, 26)"
edx [ebp+var_28C],"rgb(162, 97, 27)"
[esp+1Ch+var_18] eax,"rgb(162, 96, 28)"
[esp+10h] esi,"rgb(162, 95, 29)"
call sub_405080,"rgb(162, 94, 30)"
cmp [ebp+var_194],"rgb(162, 93, 31)"
ebx [esp+5Ch+var_44],"rgb(162, 92, 32)"
retn 0,"rgb(162, 91, 33)"
mov [esp+50h+var_40],"rgb(162, 90, 34)"
ebx 7Ch,"rgb(162, 89, 35)"
edx 81h,"rgb(162, 88, 36)"
ebx 432h,"rgb(162, 87, 37)"
ecx [esp+48h+var_34],"rgb(162, 86, 38)"
ptr [eax+88h],"rgb(162, 85, 39)"
ptr [ebp-0D8h],"rgb(162, 84, 40)"
[esp+38h+var_10] eax,"rgb(162, 83, 41)"
dl 36h,"rgb(162, 82, 42)"
al 60h,"rgb(162, 81, 43)"
edx 0C0h,"rgb(162, 80, 44)"
[esi+70h] 2,"rgb(162, 79, 45)"
[ebp+arg_C] edx,"rgb(162, 78, 46)"
call sub_405A00,"rgb(162, 77, 47)"
ebp 60h,"rgb(162, 76, 48)"
mov [ebp+var_438],"rgb(162, 75, 49)"
edx [eax-4],"rgb(161, 99, 26)"
[ebp+var_144] ecx,"rgb(161, 98, 27)"
ecx 0D8h,"rgb(161, 97, 28)"
[esp+40h+var_20] eax,"rgb(161, 96, 29)"
mov [ebp+lpLibFileName],"rgb(161, 95, 30)"
[ebp+var_184] eax,"rgb(161, 94, 31)"
ebp 1C0h,"rgb(161, 93, 32)"
edx [esp+14h+arg_8],"rgb(161, 92, 33)"
eax [esp+44h+var_34],"rgb(161, 91, 34)"
call sub_40B670,"rgb(161, 90, 35)"
edx [esp+3Ch+var_14],"rgb(161, 89, 36)"
esp 368h,"rgb(161, 88, 37)"
edx 6Bh,"rgb(161, 87, 38)"
ptr [ebp+var_228],"rgb(161, 86, 39)"
[ebp+hObject] eax,"rgb(161, 85, 40)"
call sub_4011A0,"rgb(161, 84, 41)"
ptr [ebp+var_94],"rgb(161, 83, 42)"
al 34h,"rgb(161, 82, 43)"
[ebp-4] 8,"rgb(161, 81, 44)"
call ds:FlushFileBuffers,"rgb(161, 80, 45)"
[ebp+var_4] 80000000h,"rgb(161, 79, 46)"
[ebp+var_1AC] edx,"rgb(161, 78, 47)"
call sub_40C070,"rgb(161, 77, 48)"
[ebp+var_158] ecx,"rgb(161, 76, 49)"
cmp [esp+24h+arg_4],"rgb(160, 99, 27)"
[esi] ebp,"rgb(160, 98, 28)"
eax [eax+6Ch],"rgb(160, 97, 29)"
eax [ebp+var_28C],"rgb(160, 96, 30)"
call sub_409D50,"rgb(160, 95, 31)"
0 1,"rgb(160, 94, 32)"
jmp ds:GetSysColor,"rgb(160, 93, 33)"
[ebp+var_1B8] eax,"rgb(160, 92, 34)"
[ebp-30h] ecx,"rgb(160, 91, 35)"
esi [esp+14h+arg_8],"rgb(160, 90, 36)"
eax [ebp+Point],"rgb(160, 89, 37)"
offset a1,"rgb(160, 88, 38)"
mov [esp+20h+arg_4],"rgb(160, 87, 39)"
edi 0FCh,"rgb(160, 86, 40)"
call sub_405310,"rgb(160, 85, 41)"
edx [esp+20h+arg_0],"rgb(160, 84, 42)"
jmp ds:GetShortPathNameA,"rgb(160, 83, 43)"
push [ebp+var_4C],"rgb(160, 82, 44)"
ecx [esp+3Ch+var_C],"rgb(160, 81, 45)"
edx [esi+54h],"rgb(160, 80, 46)"
edx 52h,"rgb(160, 79, 47)"
[ebp+var_154] edx,"rgb(160, 78, 48)"
[ebp+var_2E0] eax,"rgb(160, 77, 49)"
al 7Dh,"rgb(159, 99, 28)"
ptr [ebp-138h],"rgb(159, 98, 29)"
eax [ebp+var_2BC],"rgb(159, 97, 30)"
ecx [esp+48h+var_1C],"rgb(159, 96, 31)"
call sub_405AA0,"rgb(159, 95, 32)"
ebp 7FFh,"rgb(159, 94, 33)"
sar [ebp+var_8],"rgb(159, 93, 34)"
al 0Bh,"rgb(159, 92, 35)"
call sub_4040F0,"rgb(159, 91, 36)"
eax [ebp-74h],"rgb(159, 90, 37)"
jmp ds:InitializeCriticalSection,"rgb(159, 89, 38)"
esi [ebp+var_34],"rgb(159, 88, 39)"
[ebp+var_E0] edx,"rgb(159, 87, 40)"
[ebp+var_24C] eax,"rgb(159, 86, 41)"
ecx [ebp-0BCh],"rgb(159, 85, 42)"
[ebp+var_4] 0Fh,"rgb(159, 84, 43)"
call sub_4078F0,"rgb(159, 83, 44)"
call sub_401CB8,"rgb(159, 82, 45)"
call sub_4089B0,"rgb(159, 81, 46)"
call sub_402400,"rgb(159, 80, 47)"
al 0CCh,"rgb(159, 79, 48)"
jmp ds:SetDlgItemTextA,"rgb(159, 78, 49)"
cmp [ebp+cchMultiByte],"rgb(158, 99, 29)"
al 49h,"rgb(158, 98, 30)"
esi ds:0[eax*8],"rgb(158, 97, 31)"
call sub_401E90,"rgb(158, 96, 32)"
db 5,"rgb(158, 95, 33)"
ax 78h,"rgb(158, 94, 34)"
ptr [ecx+78h],"rgb(158, 93, 35)"
jmp ds:Sleep,"rgb(158, 92, 36)"
call sub_40A8D0,"rgb(158, 91, 37)"
call sub_4082F0,"rgb(158, 90, 38)"
cx dx,"rgb(158, 89, 39)"
[ebp+var_28] al,"rgb(158, 88, 40)"
[ebp-40h] eax,"rgb(158, 87, 41)"
esi [ebp-10h],"rgb(158, 86, 42)"
mov lpLibFileName,"rgb(158, 85, 43)"
cmp [ebp+var_24C],"rgb(158, 84, 44)"
ecx [esi+ecx],"rgb(158, 83, 45)"
call sub_401F10,"rgb(158, 82, 46)"
eax [esp+44h+var_30],"rgb(158, 81, 47)"
esi [edi+18h],"rgb(158, 80, 48)"
jmp ds:LeaveCriticalSection,"rgb(158, 79, 49)"
eax [ebp-64h],"rgb(157, 99, 30)"
call sub_401D10,"rgb(157, 98, 31)"
ebx [esp+20h+var_C],"rgb(157, 97, 32)"
mov [ebp+var_A8],"rgb(157, 96, 33)"
[ebp+var_4] 0Bh,"rgb(157, 95, 34)"
ptr [ebp+DestStr+1],"rgb(157, 94, 35)"
call sub_403DC0,"rgb(157, 93, 36)"
call sub_40D5C0,"rgb(157, 92, 37)"
esp 128h,"rgb(157, 91, 38)"
eax 110h,"rgb(157, 90, 39)"
eax [esp+44h+var_2C],"rgb(157, 89, 40)"
call sub_404DD0,"rgb(157, 88, 41)"
call sub_407430,"rgb(157, 87, 42)"
dl 0Ah,"rgb(157, 86, 43)"
edi 7FFFFFFFh,"rgb(157, 85, 44)"
al 4Eh,"rgb(157, 84, 45)"
eax [edi+eax],"rgb(157, 83, 46)"
cmp [ebp+var_258],"rgb(157, 82, 47)"
call sub_403BE0,"rgb(157, 81, 48)"
[ebp+var_44] ebx,"rgb(157, 80, 49)"
ecx [esp+2Ch+arg_0],"rgb(156, 99, 31)"
call sub_402DB0,"rgb(156, 98, 32)"
esp 1A0h,"rgb(156, 97, 33)"
[ecx+10h] edx,"rgb(156, 96, 34)"
[ebp+var_174] edx,"rgb(156, 95, 35)"
esp 374h,"rgb(156, 94, 36)"
ebp 7Bh,"rgb(156, 93, 37)"
[ebp+arg_18] eax,"rgb(156, 92, 38)"
[ebp+dwBytes] eax,"rgb(156, 91, 39)"
edx [esp+8+arg_8],"rgb(156, 90, 40)"
edx [esp+48h+var_34],"rgb(156, 89, 41)"
eax [ebx+48h],"rgb(156, 88, 42)"
al 0AEh,"rgb(156, 87, 43)"
al 4Fh,"rgb(156, 86, 44)"
mov [ebp+lpFileName],"rgb(156, 85, 45)"
call sub_401BE0,"rgb(156, 84, 46)"
[ebp+var_14C] ecx,"rgb(156, 83, 47)"
[ebp+var_4] 40h,"rgb(156, 82, 48)"
[ebp+var_F0] ecx,"rgb(156, 81, 49)"
esi bl,"rgb(155, 99, 32)"
call sub_40CE90,"rgb(155, 98, 33)"
ecx [ecx+esi*4],"rgb(155, 97, 34)"
jmp ds:SetWindowPos,"rgb(155, 96, 35)"
neg cl,"rgb(155, 95, 36)"
call sub_405540,"rgb(155, 94, 37)"
ptr [ebp-214h],"rgb(155, 93, 38)"
call sub_402AC0,"rgb(155, 92, 39)"
edx [esp+30h+var_4],"rgb(155, 91, 40)"
[esp+0Ch] 0,"rgb(155, 90, 41)"
mov [ebp+var_B0],"rgb(155, 89, 42)"
call sub_404080,"rgb(155, 88, 43)"
test [ebp+var_18],"rgb(155, 87, 44)"
call sub_403440,"rgb(155, 86, 45)"
neg [ebp+var_4],"rgb(155, 85, 46)"
[ebp+var_BC] ecx,"rgb(155, 84, 47)"
[ebp+var_4] 4000000h,"rgb(155, 83, 48)"
[esp+18h+var_8] 0,"rgb(155, 82, 49)"
[ebp+8] 1,"rgb(154, 99, 33)"
esi [ebp+CPInfo.LeadByte+1],"rgb(154, 98, 34)"
rol eax,"rgb(154, 97, 35)"
[esp+24h+var_18] ecx,"rgb(154, 96, 36)"
edx [ebp+var_25C],"rgb(154, 95, 37)"
movss xmm0,"rgb(154, 94, 38)"
eax [esp+3Ch+var_1C],"rgb(154, 93, 39)"
eax [esp+10h+var_C],"rgb(154, 92, 40)"
push [ebp+var_A8],"rgb(154, 91, 41)"
ecx [esp+18h+var_10],"rgb(154, 90, 42)"
cmp [ebp+var_164],"rgb(154, 89, 43)"
call ds:realloc,"rgb(154, 88, 44)"
push 404h,"rgb(154, 87, 45)"
push [ebp+var_220],"rgb(154, 86, 46)"
call sub_4040C0,"rgb(154, 85, 47)"
edx 76h,"rgb(154, 84, 48)"
call sub_401BB0,"rgb(154, 83, 49)"
[esp+0Ch+arg_0] edx,"rgb(153, 99, 34)"
ecx 0D9h,"rgb(153, 98, 35)"
mov [esi+0B8h],"rgb(153, 97, 36)"
mov [esi+0ACh],"rgb(153, 96, 37)"
al 6Ch,"rgb(153, 95, 38)"
al 0F8h,"rgb(153, 94, 39)"
[ebp+var_20C] ecx,"rgb(153, 93, 40)"
[esp+18h+var_8] edx,"rgb(153, 92, 41)"
ch dh,"rgb(153, 91, 42)"
[ecx+0Ch] 8,"rgb(153, 90, 43)"
esi 300h,"rgb(153, 89, 44)"
ebx ds:WideCharToMultiByte,"rgb(153, 88, 45)"
ecx 0C8h,"rgb(153, 87, 46)"
cl 1Fh,"rgb(153, 86, 47)"
call sub_403297,"rgb(153, 85, 48)"
ecx 1001h,"rgb(153, 84, 49)"
eax [ebp+var_27C],"rgb(152, 99, 35)"
jmp ds:GetTickCount,"rgb(152, 98, 36)"
edi 0B4h,"rgb(152, 97, 37)"
call sub_40AE60,"rgb(152, 96, 38)"
edx [ebp+var_260],"rgb(152, 95, 39)"
call sub_403160,"rgb(152, 94, 40)"
edx [ebp+var_22C],"rgb(152, 93, 41)"
[edi+0Ch] 40h,"rgb(152, 92, 42)"
call sub_406E10,"rgb(152, 91, 43)"
dw 13Eh,"rgb(152, 90, 44)"
al 0F9h,"rgb(152, 89, 45)"
edi [esp+1Ch+arg_4],"rgb(152, 88, 46)"
[edx+4] esi,"rgb(152, 87, 47)"
esi [esi+80h],"rgb(152, 86, 48)"
offset aC,"rgb(152, 85, 49)"
call sub_403360,"rgb(151, 99, 36)"
eax [ebp+var_318],"rgb(151, 98, 37)"
mov [esi+eax+11Dh],"rgb(151, 97, 38)"
ebx [edx+20h],"rgb(151, 96, 39)"
xmm1 xmmword,"rgb(151, 95, 40)"
al 90h,"rgb(151, 94, 41)"
[ebp+var_140] ecx,"rgb(151, 93, 42)"
esp 228h,"rgb(151, 92, 43)"
al 6Ah,"rgb(151, 91, 44)"
ecx [esp+1Ch+var_10],"rgb(151, 90, 45)"
[ebp+lpBuffer] eax,"rgb(151, 89, 46)"
edx 43h,"rgb(151, 88, 47)"
push lpLibFileName,"rgb(151, 87, 48)"
ecx 0C1h,"rgb(151, 86, 49)"
ecx 0FFFFFFF8h,"rgb(150, 99, 37)"
[ebp-28h] ebx,"rgb(150, 98, 38)"
edx [ebp-4Ch],"rgb(150, 97, 39)"
dw 13Ch,"rgb(150, 96, 40)"
[ebp+var_134] ecx,"rgb(150, 95, 41)"
[ebp+arg_10] ecx,"rgb(150, 94, 42)"
dw 1D4h,"rgb(150, 93, 43)"
xmm2 xmmword,"rgb(150, 92, 44)"
[esi] di,"rgb(150, 91, 45)"
esi [esp+20h],"rgb(150, 90, 46)"
call sub_403200,"rgb(150, 89, 47)"
call sub_4065C0,"rgb(150, 88, 48)"
[ebp+var_3] al,"rgb(150, 87, 49)"
[edi+64h] eax,"rgb(173, 99, 13)"
[ebp+var_C4] edx,"rgb(173, 98, 14)"
esp 154h,"rgb(173, 97, 15)"
jmp ds:GetFileAttributesA,"rgb(173, 96, 16)"
edx [eax+eax],"rgb(173, 95, 17)"
call ds:GetVersion,"rgb(173, 94, 18)"
ecx [ebp+var_234],"rgb(173, 93, 19)"
esp 234h,"rgb(173, 92, 20)"
al 4Ah,"rgb(173, 91, 21)"
cmp [ebp+var_138],"rgb(173, 90, 22)"
ptr [ebp+var_134],"rgb(173, 89, 23)"
esp 388h,"rgb(173, 88, 24)"
call sub_407F60,"rgb(173, 87, 25)"
[ebp+var_F4] edx,"rgb(173, 86, 26)"
ecx [ebp-0B4h],"rgb(173, 85, 27)"
mov [ebp+var_AC],"rgb(173, 84, 28)"
ptr [ebp-134h],"rgb(173, 83, 29)"
ebx [ebp+var_40],"rgb(173, 82, 30)"
mov [esp+54h+var_28],"rgb(173, 81, 31)"
push [ebp+var_80],"rgb(173, 80, 32)"
ecx 2000h,"rgb(173, 79, 33)"
mov dword_40D070,"rgb(173, 78, 34)"
ebp 2Ah,"rgb(173, 77, 35)"
idiv dword,"rgb(173, 76, 36)"
edi 0F1h,"rgb(173, 75, 37)"
eax [ecx+edx],"rgb(173, 74, 38)"
ebx [esp+28h+var_18],"rgb(173, 73, 39)"
ebx [esi+1],"rgb(173, 72, 40)"
push [ebp+var_48],"rgb(173, 71, 41)"
jmp ds:SetWindowTextA,"rgb(173, 70, 42)"
call sub_4055E0,"rgb(173, 69, 43)"
[ebp+var_17C] edx,"rgb(173, 68, 44)"
call sub_403EB0,"rgb(173, 67, 45)"
jmp ds:FlushFileBuffers,"rgb(173, 66, 46)"
mov [ebp+var_11],"rgb(173, 65, 47)"
jmp ds:GetEnvironmentVariableA,"rgb(173, 64, 48)"
[ebp+var_13C] edx,"rgb(173, 63, 49)"
call sub_406D30,"rgb(172, 99, 14)"
call ds:GetMessagePos,"rgb(172, 98, 15)"
jmp ds:TlsSetValue,"rgb(172, 97, 16)"
eax [ebp+var_288],"rgb(172, 96, 17)"
cmp [ebp+var_150],"rgb(172, 95, 18)"
edx [esp+40h+var_24],"rgb(172, 94, 19)"
ecx [ebp+var_188],"rgb(172, 93, 20)"
call sub_4093E0,"rgb(172, 92, 21)"
mov [esp+4Ch+var_8],"rgb(172, 91, 22)"
ecx 89h,"rgb(172, 90, 23)"
[esp+3Ch+var_18] eax,"rgb(172, 89, 24)"
eax [ebp+dwSize],"rgb(172, 88, 25)"
edi [eax+ecx*4],"rgb(172, 87, 26)"
[edx+1Ch] eax,"rgb(172, 86, 27)"
esp 1DCh,"rgb(172, 85, 28)"
jmp ds:IsValidCodePage,"rgb(172, 84, 29)"
mov [ebp+var_194],"rgb(172, 83, 30)"
call sub_401250,"rgb(172, 82, 31)"
esp 70h,"rgb(172, 81, 32)"
mov [ebp+var_278],"rgb(172, 80, 33)"
call sub_403DB0,"rgb(172, 79, 34)"
eax [edi+0D4h],"rgb(172, 78, 35)"
call sub_4061B0,"rgb(172, 77, 36)"
al 67h,"rgb(172, 76, 37)"
al 5Ah,"rgb(172, 75, 38)"
ecx [esp+30h+var_8],"rgb(172, 74, 39)"
[ecx+0Ch] 4,"rgb(172, 73, 40)"
push lpModuleName,"rgb(172, 72, 41)"
mov [eax+edx*4],"rgb(172, 71, 42)"
call sub_40D070,"rgb(172, 70, 43)"
esp 30Ch,"rgb(172, 69, 44)"
ptr [esp+40h+var_1C],"rgb(172, 68, 45)"
al 1Eh,"rgb(172, 67, 46)"
al 2Ch,"rgb(172, 66, 47)"
mov [esp+58h+var_34],"rgb(172, 65, 48)"
cmp [ebp+var_1B4],"rgb(172, 64, 49)"
eax [ebp-114h],"rgb(171, 99, 15)"
al 14h,"rgb(171, 98, 16)"
call sub_404460,"rgb(171, 97, 17)"
mov [esp+50h+var_20],"rgb(171, 96, 18)"
al 7Eh,"rgb(171, 95, 19)"
call sub_4019F0,"rgb(171, 94, 20)"
esi [edx+edx*2],"rgb(171, 93, 21)"
call sub_402CF0,"rgb(171, 92, 22)"
call sub_403C40,"rgb(171, 91, 23)"
call sub_4029B0,"rgb(171, 90, 24)"
[esp+28h+var_18] ecx,"rgb(171, 89, 25)"
cmp dword_40F050,"rgb(171, 88, 26)"
call sub_402080,"rgb(171, 87, 27)"
[esp+24h+var_14] ecx,"rgb(171, 86, 28)"
[ebp+var_1A0] ecx,"rgb(171, 85, 29)"
ebx 0BFh,"rgb(171, 84, 30)"
al 0FAh,"rgb(171, 83, 31)"
esp 1ACh,"rgb(171, 82, 32)"
eax [edi+0B8h],"rgb(171, 81, 33)"
cmp [ebp+var_1CC],"rgb(171, 80, 34)"
ax [ebp+arg_0],"rgb(171, 79, 35)"
eax [esi+88h],"rgb(171, 78, 36)"
jmp ds:GetTimeZoneInformation,"rgb(171, 77, 37)"
[ebp+var_11C] ecx,"rgb(171, 76, 38)"
cmp ch,"rgb(171, 75, 39)"
call sub_403776,"rgb(171, 74, 40)"
mov [edx+20h],"rgb(171, 73, 41)"
dl 0FFh,"rgb(171, 72, 42)"
[esp+1Ch+var_C] edx,"rgb(171, 71, 43)"
eax [edx-14h],"rgb(171, 70, 44)"
al 21h,"rgb(171, 69, 45)"
xmm3 xmmword,"rgb(171, 68, 46)"
esi 0F8h,"rgb(171, 67, 47)"
mov [ebp+lpBuffer],"rgb(171, 66, 48)"
eax [esp+40h+var_1C],"rgb(171, 65, 49)"
add [ebp+var_20],"rgb(170, 99, 16)"
esp 1FCh,"rgb(170, 98, 17)"
eax dword_40F030,"rgb(170, 97, 18)"
edx 0CBh,"rgb(170, 96, 19)"
[ebp+var_144] eax,"rgb(170, 95, 20)"
call sub_4073F7,"rgb(170, 94, 21)"
push [ebp+var_128],"rgb(170, 93, 22)"
jmp ds:SetFocus,"rgb(170, 92, 23)"
[esp+3Ch+var_10] eax,"rgb(170, 91, 24)"
[ebp+var_104] ecx,"rgb(170, 90, 25)"
[edi+6Ch] 0,"rgb(170, 89, 26)"
ah [edi],"rgb(170, 88, 27)"
eax 0FFFFFFF4h,"rgb(170, 87, 28)"
[esp+8] 0Ah,"rgb(170, 86, 29)"
call sub_4029E9,"rgb(170, 85, 30)"
call ds:memmove,"rgb(170, 84, 31)"
al 5Bh,"rgb(170, 83, 32)"
xmm6 xmmword,"rgb(170, 82, 33)"
eax [edi+0C0h],"rgb(170, 81, 34)"
cmp [ebp+var_1A4],"rgb(170, 80, 35)"
[ebp+var_21C] edi,"rgb(170, 79, 36)"
eax [esp+48h+var_20],"rgb(170, 78, 37)"
[ebp+var_D4] ecx,"rgb(170, 77, 38)"
edi [edi+edi*4],"rgb(170, 76, 39)"
edx [edi+10h],"rgb(170, 75, 40)"
and cx,"rgb(170, 74, 41)"
ecx 0F1h,"rgb(170, 73, 42)"
jmp ds:GetStringTypeW,"rgb(170, 72, 43)"
jmp ds:GetEnvironmentStringsW,"rgb(170, 71, 44)"
jmp ds:GetEnvironmentStrings,"rgb(170, 70, 45)"
al 71h,"rgb(170, 69, 46)"
call sub_4036A0,"rgb(170, 68, 47)"
xmm4 xmmword,"rgb(170, 67, 48)"
xmm5 xmmword,"rgb(170, 66, 49)"
ecx [eax+60h],"rgb(169, 99, 17)"
al 4Ch,"rgb(169, 98, 18)"
call sub_403F31,"rgb(169, 97, 19)"
call sub_403BA0,"rgb(169, 96, 20)"
[ebp+var_19C] eax,"rgb(169, 95, 21)"
ecx [esp+3Ch+var_1C],"rgb(169, 94, 22)"
call ds:EndDialog,"rgb(169, 93, 23)"
ecx [ebp-120h],"rgb(169, 92, 24)"
ptr [ebp+var_B8],"rgb(169, 91, 25)"
xmm7 xmmword,"rgb(169, 90, 26)"
eax [esp+34h+arg_0],"rgb(169, 89, 27)"
call sub_406F90,"rgb(169, 88, 28)"
call sub_401740,"rgb(169, 87, 29)"
push [ebp+FilePart],"rgb(169, 86, 30)"
eax [esp+24h+var_20],"rgb(169, 85, 31)"
jmp ds:GlobalLock,"rgb(169, 84, 32)"
