Term,RGB
[ebx+5Ch] esi,"rgb(12, 141, 150)"
edx 3Ch,"rgb(12, 140, 151)"
ecx 48h,"rgb(12, 139, 152)"
ecx 63h,"rgb(12, 138, 153)"
edi [ecx+38h],"rgb(12, 137, 154)"
ecx [ebx+30h],"rgb(12, 136, 155)"
push 0FFFFFFE0h,"rgb(12, 135, 156)"
eax [ebp+var_60],"rgb(12, 134, 157)"
mov [edx+90h],"rgb(12, 133, 158)"
[ebp+var_1C] 6Eh,"rgb(12, 132, 159)"
[esi+38h] ecx,"rgb(11, 159, 133)"
edx 0B8h,"rgb(11, 158, 134)"
edx 0C2h,"rgb(11, 157, 135)"
push 0FFFFFFD8h,"rgb(11, 156, 136)"
mov [edx+78h],"rgb(11, 155, 137)"
push 0FFFFFFD9h,"rgb(11, 154, 138)"
edx 0E6h,"rgb(11, 153, 139)"
edx 51h,"rgb(11, 152, 140)"
esi [eax+8Ch],"rgb(11, 151, 141)"
edx 0E1h,"rgb(11, 150, 142)"
edx 88h,"rgb(11, 149, 143)"
ecx [esi+40h],"rgb(11, 148, 144)"
rcl dword,"rgb(11, 147, 145)"
ptr [edx+ecx],"rgb(11, 146, 146)"
ptr [ebx+eax],"rgb(11, 145, 147)"
edx 0D6h,"rgb(11, 144, 148)"
edi [ecx+34h],"rgb(11, 143, 149)"
ecx 8Eh,"rgb(11, 142, 150)"
push 0FFFFFFDFh,"rgb(11, 141, 151)"
[ecx+0B8h] edx,"rgb(11, 140, 152)"
[ebp+var_4C] ecx,"rgb(11, 139, 153)"
dl [edx+4],"rgb(11, 138, 154)"
edx 4Ah,"rgb(11, 137, 155)"
edx 6Ah,"rgb(11, 136, 156)"
push 0FFFFFF8Bh,"rgb(11, 135, 157)"
mov [edx+74h],"rgb(11, 134, 158)"
add [esi+60h],"rgb(11, 133, 159)"
eax [ebx+58h],"rgb(10, 159, 134)"
ecx 17h,"rgb(10, 158, 135)"
short loc_40190B,"rgb(10, 157, 136)"
edx 0B7h,"rgb(10, 156, 137)"
[eax+0] dl,"rgb(10, 155, 138)"
short loc_40126F,"rgb(10, 154, 139)"
esi [edx+18h],"rgb(10, 153, 140)"
al 0FDh,"rgb(10, 152, 141)"
edi [eax+68h],"rgb(10, 151, 142)"
[edi+10h] edx,"rgb(10, 150, 143)"
push 0CFh,"rgb(10, 149, 144)"
ebx [ecx+3Ch],"rgb(10, 148, 145)"
ecx 57h,"rgb(10, 147, 146)"
edx [esi+178h],"rgb(10, 146, 147)"
[eax+0C4h] edx,"rgb(10, 145, 148)"
[ebp+var_3C] edx,"rgb(10, 144, 149)"
short loc_401DF7,"rgb(10, 143, 150)"
eax [esi+120h],"rgb(10, 142, 151)"
[ecx+20h] edi,"rgb(10, 141, 152)"
edx 92h,"rgb(10, 140, 153)"
edx 29h,"rgb(10, 139, 154)"
[esi+7Ch] edx,"rgb(10, 138, 155)"
push 0FFFFFFA7h,"rgb(10, 137, 156)"
short loc_4017A3,"rgb(10, 136, 157)"
edi [eax+70h],"rgb(10, 135, 158)"
esi [ecx+70h],"rgb(10, 134, 159)"
edx 0CCh,"rgb(9, 159, 135)"
ebx 9,"rgb(9, 158, 136)"
ecx 2Ch,"rgb(9, 157, 137)"
edx 0A2h,"rgb(9, 156, 138)"
ecx [esi+0ACh],"rgb(9, 155, 139)"
push 0FFFFFF9Ch,"rgb(9, 154, 140)"
[eax+84h] esi,"rgb(9, 153, 141)"
ebx [eax+3Ch],"rgb(9, 152, 142)"
short loc_401676,"rgb(9, 151, 143)"
short loc_40120F,"rgb(9, 150, 144)"
ebx [eax+24h],"rgb(9, 149, 145)"
edx 0C8h,"rgb(9, 148, 146)"
short loc_4015E3,"rgb(9, 147, 147)"
ecx 2Dh,"rgb(9, 146, 148)"
ecx 28h,"rgb(9, 145, 149)"
short loc_4016E3,"rgb(9, 144, 150)"
edx 9Dh,"rgb(9, 143, 151)"
esi [ecx+78h],"rgb(9, 142, 152)"
edx [ecx+0C4h],"rgb(9, 141, 153)"
ebx [eax+0Ch],"rgb(9, 140, 154)"
ecx 21h,"rgb(9, 139, 155)"
edx 0DBh,"rgb(9, 138, 156)"
push 0FFFFFF93h,"rgb(9, 137, 157)"
[ebx+5Ch] ecx,"rgb(9, 136, 158)"
mov [edx+80h],"rgb(9, 135, 159)"
edx 0CFh,"rgb(8, 159, 136)"
edx 0CDh,"rgb(8, 158, 137)"
ptr [eax+edi*2],"rgb(8, 157, 138)"
edx 0B9h,"rgb(8, 156, 139)"
[eax+8Ch] esi,"rgb(8, 155, 140)"
adc [edx],"rgb(8, 154, 141)"
edx 0ABh,"rgb(8, 153, 142)"
edx [ebx+2Ch],"rgb(8, 152, 143)"
[eax+94h] esi,"rgb(8, 151, 144)"
eax [esi+0E0h],"rgb(8, 150, 145)"
[esi+38h] ebx,"rgb(8, 149, 146)"
ecx [esi+178h],"rgb(8, 148, 147)"
edx 0C6h,"rgb(8, 147, 148)"
[edx+60h] eax,"rgb(8, 146, 149)"
ebx [ecx+40h],"rgb(8, 145, 150)"
edx 99h,"rgb(8, 144, 151)"
esi [eax+78h],"rgb(8, 143, 152)"
[ebx+34h] eax,"rgb(8, 142, 153)"
edx [esi+0D4h],"rgb(8, 141, 154)"
[ecx+28h] edi,"rgb(8, 140, 155)"
edx 6Dh,"rgb(8, 139, 156)"
[eax+80h] esi,"rgb(8, 138, 157)"
eax [ebx-14h],"rgb(8, 137, 158)"
short loc_401602,"rgb(8, 136, 159)"
ecx 43h,"rgb(7, 159, 137)"
ebx [eax+50h],"rgb(7, 158, 138)"
[esi+7Ch] ecx,"rgb(7, 157, 139)"
[ebp+var_4C] esi,"rgb(7, 156, 140)"
dup(4),"rgb(7, 155, 141)"
edx 39h,"rgb(7, 154, 142)"
push 0FFFFFFB0h,"rgb(7, 153, 143)"
edx 36h,"rgb(7, 152, 144)"
edx [eax+0CCh],"rgb(7, 151, 145)"
mov [ebx+7Ch],"rgb(7, 150, 146)"
mov [ebx+64h],"rgb(7, 149, 147)"
short loc_401C02,"rgb(7, 148, 148)"
ecx 4Ch,"rgb(7, 147, 149)"
edx 72h,"rgb(7, 146, 150)"
edx 0B0h,"rgb(7, 145, 151)"
edx 0AFh,"rgb(7, 144, 152)"
ebx 0Ah,"rgb(7, 143, 153)"
ebx [eax+28h],"rgb(7, 142, 154)"
rcr dword,"rgb(7, 141, 155)"
ebx [ecx+28h],"rgb(7, 140, 156)"
edx 9Bh,"rgb(7, 139, 157)"
push 0FFFFFF99h,"rgb(7, 138, 158)"
edx [ecx+0C0h],"rgb(7, 137, 159)"
edi [eax+5Ch],"rgb(6, 159, 138)"
edx 3Eh,"rgb(6, 158, 139)"
edx 0F6h,"rgb(6, 157, 140)"
[edi+1Ch] esi,"rgb(6, 156, 141)"
ptr [ecx+edi*2],"rgb(6, 155, 142)"
esi 1Ah,"rgb(6, 154, 143)"
edx 0D4h,"rgb(6, 153, 144)"
edx 0E9h,"rgb(6, 152, 145)"
edx 0BDh,"rgb(6, 151, 146)"
edx 52h,"rgb(6, 150, 147)"
ebx [ecx+20h],"rgb(6, 149, 148)"
eax [ebp+var_54],"rgb(6, 148, 149)"
ecx 73h,"rgb(6, 147, 150)"
ebx 0Ch,"rgb(6, 146, 151)"
call sub_4326BA,"rgb(6, 145, 152)"
[ecx+0Ch] edi,"rgb(6, 144, 153)"
ecx 77h,"rgb(6, 143, 154)"
edx 84h,"rgb(6, 142, 155)"
edx 67h,"rgb(6, 141, 156)"
eax [ecx+0D0h],"rgb(6, 140, 157)"
edx 33h,"rgb(6, 139, 158)"
ptr [edi+edx*2],"rgb(6, 138, 159)"
ecx [ebp-44h],"rgb(5, 159, 139)"
esi [eax+94h],"rgb(5, 158, 140)"
edx 8Bh,"rgb(5, 157, 141)"
eax [edi+10h],"rgb(5, 156, 142)"
push 0FFFFFF90h,"rgb(5, 155, 143)"
mov [ebx+28h],"rgb(5, 154, 144)"
edx 7Eh,"rgb(5, 153, 145)"
eax [esi+194h],"rgb(5, 152, 146)"
[esi+1Ch] edx,"rgb(5, 151, 147)"
short loc_401786,"rgb(5, 150, 148)"
ecx 59h,"rgb(5, 149, 149)"
db 24h,"rgb(5, 148, 150)"
edi [ebx+30h],"rgb(5, 147, 151)"
edx 0CEh,"rgb(5, 146, 152)"
[eax+3Ch] edi,"rgb(5, 145, 153)"
[ebx+34h] esi,"rgb(5, 144, 154)"
edi 1Ch,"rgb(5, 143, 155)"
edx 73h,"rgb(5, 142, 156)"
esi [ebx+40h],"rgb(5, 141, 157)"
ecx 3Ch,"rgb(5, 140, 158)"
edx 62h,"rgb(5, 139, 159)"
edx 27h,"rgb(4, 159, 140)"
short loc_40161B,"rgb(4, 158, 141)"
ecx 5Bh,"rgb(4, 157, 142)"
ecx [esi+184h],"rgb(4, 156, 143)"
[eax+eax] cl,"rgb(4, 155, 144)"
edx 97h,"rgb(4, 154, 145)"
ecx 0E8h,"rgb(4, 153, 146)"
call ds:GetCurrentProcessId,"rgb(4, 152, 147)"
edx [ebx+28h],"rgb(4, 151, 148)"
ecx 0A0h,"rgb(4, 150, 149)"
eax [ebp+StartupInfo],"rgb(4, 149, 150)"
esi [ecx+80h],"rgb(4, 148, 151)"
ecx [esi+34h],"rgb(4, 147, 152)"
al 13h,"rgb(4, 146, 153)"
esi [eax+84h],"rgb(4, 145, 154)"
[ecx+74h] esi,"rgb(4, 144, 155)"
edx 2Bh,"rgb(4, 143, 156)"
[edi+24h] esi,"rgb(4, 142, 157)"
edx 59h,"rgb(4, 141, 158)"
ecx [eax+0D8h],"rgb(4, 140, 159)"
ecx 82h,"rgb(3, 159, 141)"
ecx 0EBh,"rgb(3, 158, 142)"
[eax+30h] edi,"rgb(3, 157, 143)"
edx 98h,"rgb(3, 156, 144)"
edx 60h,"rgb(3, 155, 145)"
[ebx+64h] eax,"rgb(3, 154, 146)"
edi [ecx+48h],"rgb(3, 153, 147)"
edx 94h,"rgb(3, 152, 148)"
ecx 22h,"rgb(3, 151, 149)"
xor [ecx],"rgb(3, 150, 150)"
edi [ecx+70h],"rgb(3, 149, 151)"
esi [ecx+7Ch],"rgb(3, 148, 152)"
edx [ebx+0B0h],"rgb(3, 147, 153)"
eax [ecx+0C4h],"rgb(3, 146, 154)"
edx 45h,"rgb(3, 145, 155)"
push 0FFFFFFB4h,"rgb(3, 144, 156)"
ebx [eax+40h],"rgb(3, 143, 157)"
mov [ebx+88h],"rgb(3, 142, 158)"
[ebp-4] edi,"rgb(3, 141, 159)"
ecx [eax+0DCh],"rgb(2, 159, 142)"
edx 5Bh,"rgb(2, 158, 143)"
add [esi+68h],"rgb(2, 157, 144)"
short loc_401763,"rgb(2, 156, 145)"
[eax+0C8h] ecx,"rgb(2, 155, 146)"
xor [ebx],"rgb(2, 154, 147)"
short loc_4013E3,"rgb(2, 153, 148)"
ecx [edi+74h],"rgb(2, 152, 149)"
push 0FFFFFF9Eh,"rgb(2, 151, 150)"
cl ch,"rgb(2, 150, 151)"
short loc_4015F3,"rgb(2, 149, 152)"
mov [esi+158h],"rgb(2, 148, 153)"
ecx 4Fh,"rgb(2, 147, 154)"
edx [esi+78h],"rgb(2, 146, 155)"
al 31h,"rgb(2, 145, 156)"
ecx 58h,"rgb(2, 144, 157)"
edx 43h,"rgb(2, 143, 158)"
edx 53h,"rgb(2, 142, 159)"
edx 0D5h,"rgb(1, 159, 143)"
edx 0A5h,"rgb(1, 158, 144)"
edx 0C9h,"rgb(1, 157, 145)"
ecx 25h,"rgb(1, 156, 146)"
ecx 0FFFFFFB9h,"rgb(1, 155, 147)"
edx [eax+0D4h],"rgb(1, 154, 148)"
edi [ecx+60h],"rgb(1, 153, 149)"
[ebx+7Ch] esi,"rgb(1, 152, 150)"
ptr [ebx+edi*2],"rgb(1, 151, 151)"
ecx 7Ah,"rgb(1, 150, 152)"
[ecx+2Ch] edi,"rgb(1, 149, 153)"
edx 0E8h,"rgb(1, 148, 154)"
ebx [ecx+24h],"rgb(1, 147, 155)"
ecx 94h,"rgb(1, 146, 156)"
[eax+6Ch] edi,"rgb(1, 145, 157)"
edx [ebx+60h],"rgb(1, 144, 158)"
short loc_40128B,"rgb(1, 143, 159)"
test [ecx],"rgb(0, 159, 144)"
[ecx+10h] edi,"rgb(0, 158, 145)"
[eax+eax] ah,"rgb(0, 157, 146)"
ecx 0F0h,"rgb(0, 156, 147)"
[esi+40h] ecx,"rgb(0, 155, 148)"
ecx 0BFh,"rgb(0, 154, 149)"
ecx 0ABh,"rgb(0, 153, 150)"
edx 0D0h,"rgb(0, 152, 151)"
short loc_401DE6,"rgb(0, 151, 152)"
esi [ebp+var_3C],"rgb(0, 150, 153)"
short loc_4014F7,"rgb(0, 149, 154)"
edi [eax+74h],"rgb(0, 148, 155)"
edx [ebx+4Ch],"rgb(0, 147, 156)"
ah 25h,"rgb(0, 146, 157)"
call sub_635AF4,"rgb(0, 145, 158)"
offset String,"rgb(0, 144, 159)"
mov es,"rgb(15, 133, 154)"
edx [edi+0Ch],"rgb(15, 132, 155)"
esi [edi+1Ch],"rgb(15, 131, 156)"
[esi+2Ch] edx,"rgb(15, 130, 157)"
short loc_40166B,"rgb(15, 129, 158)"
edx 4Fh,"rgb(15, 128, 159)"
short loc_401343,"rgb(14, 159, 129)"
edx 0F5h,"rgb(14, 158, 130)"
al 70h,"rgb(14, 157, 131)"
ecx [esi+0B4h],"rgb(14, 156, 132)"
[esi+2Ch] edi,"rgb(14, 155, 133)"
offset unk_6391F8,"rgb(14, 154, 134)"
edx 0E3h,"rgb(14, 153, 135)"
dl 0Fh,"rgb(14, 152, 136)"
short loc_401B9B,"rgb(14, 151, 137)"
ecx 26h,"rgb(14, 150, 138)"
short loc_4017D3,"rgb(14, 149, 139)"
edi [eax+6Ch],"rgb(14, 148, 140)"
eax [ebx+4Ch],"rgb(14, 147, 141)"
xor [ebx+30h],"rgb(14, 146, 142)"
edi 2Ah,"rgb(14, 145, 143)"
ecx 34h,"rgb(14, 144, 144)"
edx 2Fh,"rgb(14, 143, 145)"
edx 96h,"rgb(14, 142, 146)"
edx 0C1h,"rgb(14, 141, 147)"
edx 0C4h,"rgb(14, 140, 148)"
short loc_4015A6,"rgb(14, 139, 149)"
dw 0E3h,"rgb(14, 138, 150)"
ecx 75h,"rgb(14, 137, 151)"
short loc_40137B,"rgb(14, 136, 152)"
edx 0E4h,"rgb(14, 135, 153)"
edi [ecx+4Ch],"rgb(14, 134, 154)"
edi [ecx+44h],"rgb(14, 133, 155)"
edx 9Ah,"rgb(14, 132, 156)"
ecx 2Eh,"rgb(14, 131, 157)"
edi [ecx+54h],"rgb(14, 130, 158)"
edx 77h,"rgb(14, 129, 159)"
short loc_4017A6,"rgb(13, 159, 130)"
esi 3Ch,"rgb(13, 158, 131)"
ecx 0CEh,"rgb(13, 157, 132)"
eax [ebp+var_44],"rgb(13, 156, 133)"
edx 56h,"rgb(13, 155, 134)"
ecx 0CAh,"rgb(13, 154, 135)"
edx 0B5h,"rgb(13, 153, 136)"
[ebp+var_48] ebx,"rgb(13, 152, 137)"
ecx 7Dh,"rgb(13, 151, 138)"
edi [ebp+var_48],"rgb(13, 150, 139)"
ecx 9Fh,"rgb(13, 149, 140)"
push 0FFFFFFCFh,"rgb(13, 148, 141)"
ecx 52h,"rgb(13, 147, 142)"
ecx 0B9h,"rgb(13, 146, 143)"
edx 35h,"rgb(13, 145, 144)"
short loc_401BE6,"rgb(13, 144, 145)"
edx 0B3h,"rgb(13, 143, 146)"
call ds:LoadLibraryW,"rgb(13, 142, 147)"
ecx 0AEh,"rgb(13, 141, 148)"
edx [esi+3Ch],"rgb(13, 140, 149)"
ecx 0A4h,"rgb(13, 139, 150)"
edx 58h,"rgb(13, 138, 151)"
ah [eax],"rgb(13, 137, 152)"
ecx 98h,"rgb(13, 136, 153)"
add [eax+3Ch],"rgb(13, 135, 154)"
[eax+0Ch] edi,"rgb(13, 134, 155)"
edx 6Bh,"rgb(13, 133, 156)"
edx 0F8h,"rgb(13, 132, 157)"
edx 8Eh,"rgb(13, 131, 158)"
edx [eax+0C8h],"rgb(13, 130, 159)"
[esi+30h] ecx,"rgb(12, 159, 131)"
short loc_4011BD,"rgb(12, 158, 132)"
edx [ecx+0CCh],"rgb(12, 157, 133)"
edx [edi+14h],"rgb(12, 156, 134)"
[eax+28h] ebx,"rgb(12, 155, 135)"
edx 0D3h,"rgb(12, 154, 136)"
ebx [ecx+2Ch],"rgb(12, 153, 137)"
edx 0FAh,"rgb(12, 152, 138)"
edx 46h,"rgb(12, 151, 139)"
ecx [edi+44h],"rgb(12, 150, 140)"
ecx [eax+0E0h],"rgb(12, 149, 141)"
edx [esi+7Ch],"rgb(12, 148, 142)"
cl 2Ch,"rgb(12, 147, 143)"
db 29h,"rgb(12, 146, 144)"
edx 8Ch,"rgb(12, 145, 145)"
ecx 6A8h,"rgb(12, 144, 146)"
ebx [ecx+0Ch],"rgb(12, 143, 147)"
[eax+68h] edi,"rgb(12, 142, 148)"
add [esi+6Ch],"rgb(12, 141, 149)"
[ecx+8] ebx,"rgb(12, 140, 150)"
[esi+18h] edx,"rgb(12, 139, 151)"
ptr [eax+32h],"rgb(12, 138, 152)"
edx 0F1h,"rgb(12, 137, 153)"
edi [esi+6Ch],"rgb(12, 136, 154)"
edx 0BCh,"rgb(12, 135, 155)"
edx 2Dh,"rgb(12, 134, 156)"
short loc_401313,"rgb(12, 133, 157)"
short loc_4017B3,"rgb(12, 132, 158)"
push [ebp+var_C],"rgb(12, 131, 159)"
edx 6Ch,"rgb(11, 159, 132)"
mov [edi+58h],"rgb(11, 158, 133)"
edx [ebp+var_54],"rgb(11, 157, 134)"
eax [ebp-24h],"rgb(11, 156, 135)"
edx 0EAh,"rgb(11, 155, 136)"
adc [ecx],"rgb(11, 154, 137)"
ecx 4Ah,"rgb(11, 153, 138)"
edx 25h,"rgb(11, 152, 139)"
ecx 0FFFFFFD5h,"rgb(11, 151, 140)"
[ebx+28h] edx,"rgb(11, 150, 141)"
short loc_4017F3,"rgb(11, 149, 142)"
esi 1Bh,"rgb(11, 148, 143)"
esi [ebx+0B0h],"rgb(11, 147, 144)"
ecx 42h,"rgb(11, 146, 145)"
[esi+20h] ebx,"rgb(11, 145, 146)"
mov [eax+0F0h],"rgb(11, 144, 147)"
mov [edx+20h],"rgb(11, 143, 148)"
ecx 0C3h,"rgb(11, 142, 149)"
ebx [ecx+18h],"rgb(11, 141, 150)"
short loc_4016F1,"rgb(11, 140, 151)"
[ebp+var_48] esi,"rgb(11, 139, 152)"
edx 83h,"rgb(11, 138, 153)"
eax [edx+44h],"rgb(11, 137, 154)"
ecx 101h,"rgb(11, 136, 155)"
edx 0ECh,"rgb(11, 135, 156)"
edi [eax+7Ch],"rgb(11, 134, 157)"
edx 55h,"rgb(11, 133, 158)"
[ebp+var_60] eax,"rgb(11, 132, 159)"
ptr [edi+ecx],"rgb(10, 159, 133)"
edx 23h,"rgb(10, 158, 134)"
short loc_4010BF,"rgb(10, 157, 135)"
ecx 53h,"rgb(10, 156, 136)"
al 28h,"rgb(10, 155, 137)"
edx 93h,"rgb(10, 154, 138)"
ptr [ebx+270h],"rgb(10, 153, 139)"
edx 85h,"rgb(10, 152, 140)"
3 dup(0),"rgb(10, 151, 141)"
[ebx+2Ch] ecx,"rgb(10, 150, 142)"
edx 37h,"rgb(10, 149, 143)"
[ecx+40h] dl,"rgb(10, 148, 144)"
edx 4Bh,"rgb(10, 147, 145)"
edx 5Dh,"rgb(10, 146, 146)"
edx 0BAh,"rgb(10, 145, 147)"
[eax] 4,"rgb(10, 144, 148)"
ecx 5Dh,"rgb(10, 143, 149)"
mov [edx+58h],"rgb(10, 142, 150)"
eax [edx+20h],"rgb(10, 141, 151)"
edx 89h,"rgb(10, 140, 152)"
edx 0BBh,"rgb(10, 139, 153)"
eax [ecx+0D4h],"rgb(10, 138, 154)"
ebx [eax+38h],"rgb(10, 137, 155)"
ecx 0DCh,"rgb(10, 136, 156)"
short loc_40161F,"rgb(10, 135, 157)"
ecx 0DEh,"rgb(10, 134, 158)"
ecx 36h,"rgb(10, 133, 159)"
ecx [esi+1A4h],"rgb(9, 159, 134)"
ecx 0BCh,"rgb(9, 158, 135)"
edx 0C7h,"rgb(9, 157, 136)"
edx 78h,"rgb(9, 156, 137)"
[eax+0D0h] ecx,"rgb(9, 155, 138)"
edx [ebp+var_44],"rgb(9, 154, 139)"
ecx 0ECh,"rgb(9, 153, 140)"
ecx [ebp-20h],"rgb(9, 152, 141)"
ecx 0FAh,"rgb(9, 151, 142)"
[ebp+var_48] ecx,"rgb(9, 150, 143)"
ecx [esi+188h],"rgb(9, 149, 144)"
edi [esi+60h],"rgb(9, 148, 145)"
edx 3Dh,"rgb(9, 147, 146)"
short loc_401B03,"rgb(9, 146, 147)"
ptr [edx+ebx],"rgb(9, 145, 148)"
edi [esi+68h],"rgb(9, 144, 149)"
edx 3Ah,"rgb(9, 143, 150)"
edx 86h,"rgb(9, 142, 151)"
edx 34h,"rgb(9, 141, 152)"
esi [ebp+var_4C],"rgb(9, 140, 153)"
call LoadLibraryA,"rgb(9, 139, 154)"
[esi+0D8h] ebx,"rgb(9, 138, 155)"
eax [esi+0E4h],"rgb(9, 137, 156)"
[ebx+30h] esi,"rgb(9, 136, 157)"
offset unk_6391DC,"rgb(9, 135, 158)"
ecx 2Bh,"rgb(9, 134, 159)"
eax 0FFFFFFA5h,"rgb(8, 159, 135)"
edx 0D2h,"rgb(8, 158, 136)"
ecx 0B4h,"rgb(8, 157, 137)"
and [ebp+var_48],"rgb(8, 156, 138)"
ecx 0E6h,"rgb(8, 155, 139)"
[esi+0ECh] eax,"rgb(8, 154, 140)"
ecx 3Eh,"rgb(8, 153, 141)"
edx 7Bh,"rgb(8, 152, 142)"
edx 0A9h,"rgb(8, 151, 143)"
short loc_401BBD,"rgb(8, 150, 144)"
[ecx+44h] edi,"rgb(8, 149, 145)"
add [esi+64h],"rgb(8, 148, 146)"
edx 47h,"rgb(8, 147, 147)"
ecx 69h,"rgb(8, 146, 148)"
eax [ebx+0C0h],"rgb(8, 145, 149)"
short loc_401639,"rgb(8, 144, 150)"
eax [esp+4+var_4],"rgb(8, 143, 151)"
edi 14h,"rgb(8, 142, 152)"
short loc_401757,"rgb(8, 141, 153)"
ecx 76h,"rgb(8, 140, 154)"
edx 0D9h,"rgb(8, 139, 155)"
[esi+0D4h] ebx,"rgb(8, 138, 156)"
ecx 32h,"rgb(8, 137, 157)"
short loc_401403,"rgb(8, 136, 158)"
short loc_40136B,"rgb(8, 135, 159)"
[ebp+var_48] edi,"rgb(7, 159, 136)"
[esi+0C0h] ebx,"rgb(7, 158, 137)"
[ebx+24h] ecx,"rgb(7, 157, 138)"
ecx 90h,"rgb(7, 156, 139)"
ptr [esi+258h],"rgb(7, 155, 140)"
offset unk_639088,"rgb(7, 154, 141)"
ecx 31h,"rgb(7, 153, 142)"
ecx 0B2h,"rgb(7, 152, 143)"
ptr [edi+2A8h],"rgb(7, 151, 144)"
edx 7Ch,"rgb(7, 150, 145)"
[ecx+48h] edi,"rgb(7, 149, 146)"
[ecx+30h] edi,"rgb(7, 148, 147)"
short loc_40127B,"rgb(7, 147, 148)"
short loc_40180B,"rgb(7, 146, 149)"
[ebx+30h] edi,"rgb(7, 145, 150)"
edx 0A6h,"rgb(7, 144, 151)"
ecx [ebx+3Ch],"rgb(7, 143, 152)"
[ecx+7Ch] esi,"rgb(7, 142, 153)"
[esi+0C4h] ebx,"rgb(7, 141, 154)"
[eax+74h] edi,"rgb(7, 140, 155)"
[esi+0A0h] ebx,"rgb(7, 139, 156)"
edx 7Dh,"rgb(7, 138, 157)"
ecx 0F8h,"rgb(7, 137, 158)"
ecx [eax+0E4h],"rgb(7, 136, 159)"
ptr [ecx+esi*2],"rgb(6, 159, 137)"
mov [edx+28h],"rgb(6, 158, 138)"
[ebp-28h] ecx,"rgb(6, 157, 139)"
offset unk_6391D8,"rgb(6, 156, 140)"
[eax+58h] edi,"rgb(6, 155, 141)"
mov [ecx+0ECh],"rgb(6, 154, 142)"
[ebx+28h] esi,"rgb(6, 153, 143)"
[ebx+2Ch] eax,"rgb(6, 152, 144)"
offset unk_6391FC,"rgb(6, 151, 145)"
adc [ebx+10h],"rgb(6, 150, 146)"
ecx 70h,"rgb(6, 149, 147)"
ptr [esi+ecx],"rgb(6, 148, 148)"
edi 13h,"rgb(6, 147, 149)"
[esi+0C8h] ebx,"rgb(6, 146, 150)"
ecx 45h,"rgb(6, 145, 151)"
edx 0B4h,"rgb(6, 144, 152)"
edx 0AAh,"rgb(6, 143, 153)"
[edi+14h] edx,"rgb(6, 142, 154)"
[ebx+60h] ecx,"rgb(6, 141, 155)"
short loc_401353,"rgb(6, 140, 156)"
eax [edi+48h],"rgb(6, 139, 157)"
edi [ecx+58h],"rgb(6, 138, 158)"
edx [eax+0D8h],"rgb(6, 137, 159)"
[esi+24h] edx,"rgb(5, 159, 138)"
ecx 0B3h,"rgb(5, 158, 139)"
short loc_40167B,"rgb(5, 157, 140)"
edx 5Ch,"rgb(5, 156, 141)"
rcr byte,"rgb(5, 155, 142)"
short loc_4019E7,"rgb(5, 154, 143)"
ecx 0ADh,"rgb(5, 153, 144)"
edx [ecx+0C8h],"rgb(5, 152, 145)"
ecx 23h,"rgb(5, 151, 146)"
dw 8Eh,"rgb(5, 150, 147)"
[ecx+0C8h] eax,"rgb(5, 149, 148)"
short loc_4013DA,"rgb(5, 148, 149)"
short loc_401573,"rgb(5, 147, 150)"
[eax+0D4h] edx,"rgb(5, 146, 151)"
mov [edi+2Ch],"rgb(5, 145, 152)"
edx 0B2h,"rgb(5, 144, 153)"
mov [edx+64h],"rgb(5, 143, 154)"
ecx 0EEh,"rgb(5, 142, 155)"
ecx 0B6h,"rgb(5, 141, 156)"
edx 9Ch,"rgb(5, 140, 157)"
ecx 0BBh,"rgb(5, 139, 158)"
edi [edx+44h],"rgb(5, 138, 159)"
[esi+28h] edx,"rgb(4, 159, 139)"
ecx [ebp-30h],"rgb(4, 158, 140)"
edx [eax+0D0h],"rgb(4, 157, 141)"
ebx 0Eh,"rgb(4, 156, 142)"
mov [edi+5Ch],"rgb(4, 155, 143)"
ebx [eax+34h],"rgb(4, 154, 144)"
edx 0DAh,"rgb(4, 153, 145)"
[eax+4Ch] ebx,"rgb(4, 152, 146)"
short loc_401636,"rgb(4, 151, 147)"
[ecx+80h] esi,"rgb(4, 150, 148)"
call LoadLibraryW,"rgb(4, 149, 149)"
[eax+0D0h] edx,"rgb(4, 148, 150)"
[esi+54h] edi,"rgb(4, 147, 151)"
edx 0B1h,"rgb(4, 146, 152)"
edx 32h,"rgb(4, 145, 153)"
esi [ecx+88h],"rgb(4, 144, 154)"
short loc_401CE7,"rgb(4, 143, 155)"
ecx 0B5h,"rgb(4, 142, 156)"
[ecx+0C0h] edx,"rgb(4, 141, 157)"
ecx 0DAh,"rgb(4, 140, 158)"
ecx [edx+30h],"rgb(4, 139, 159)"
short loc_401CD6,"rgb(3, 159, 140)"
ecx 6Bh,"rgb(3, 158, 141)"
edx 0DCh,"rgb(3, 157, 142)"
ecx 0A6h,"rgb(3, 156, 143)"
call sub_401080,"rgb(3, 155, 144)"
edx 87h,"rgb(3, 154, 145)"
[eax+9Ch] esi,"rgb(3, 153, 146)"
cl 50h,"rgb(3, 152, 147)"
ebx [eax+48h],"rgb(3, 151, 148)"
eax [edi+28h],"rgb(3, 150, 149)"
[eax+18h] ebx,"rgb(3, 149, 150)"
esi 0F8h,"rgb(3, 148, 151)"
[eax+0D4h] ecx,"rgb(3, 147, 152)"
sbb bh,"rgb(3, 146, 153)"
[edi+2Ch] edx,"rgb(3, 145, 154)"
