Term,RGB
xmm4 xmm7,"rgb(240, 142, 122)"
or dh,"rgb(240, 141, 123)"
[ebx] 0,"rgb(240, 140, 124)"
setb dl,"rgb(241, 147, 115)"
[ecx] 1,"rgb(241, 146, 116)"
0 eax,"rgb(241, 145, 117)"
edi word,"rgb(241, 144, 118)"
dx eax,"rgb(241, 143, 119)"
shl cl,"rgb(241, 142, 120)"
dh al,"rgb(241, 141, 121)"
and ch,"rgb(241, 140, 122)"
sahf,"rgb(240, 163, 100)"
[ecx] ax,"rgb(240, 162, 101)"
dl 8,"rgb(240, 161, 102)"
bound ebp,"rgb(240, 160, 103)"
1 0,"rgb(240, 159, 104)"
edi [edi],"rgb(240, 158, 105)"
xor ah,"rgb(240, 157, 106)"
dh ah,"rgb(240, 156, 107)"
[ebx] dl,"rgb(240, 155, 108)"
bl 0,"rgb(240, 154, 109)"
cmovge eax,"rgb(240, 153, 110)"
shr byte,"rgb(240, 152, 111)"
xchg edi,"rgb(240, 151, 112)"
[edi] ecx,"rgb(240, 150, 113)"
dh cl,"rgb(240, 149, 114)"
ax bx,"rgb(240, 148, 115)"
cl 8,"rgb(240, 147, 116)"
ecx ah,"rgb(240, 146, 117)"
[edi] esi,"rgb(240, 145, 118)"
and dx,"rgb(240, 144, 119)"
cl 7,"rgb(240, 143, 120)"
and ah,"rgb(240, 142, 121)"
fistp qword,"rgb(240, 141, 122)"
edx dx,"rgb(240, 140, 123)"
dh dl,"rgb(241, 147, 114)"
movss xmm0,"rgb(241, 146, 115)"
dl dh,"rgb(241, 145, 116)"
sub dx,"rgb(241, 144, 117)"
[eax] bx,"rgb(241, 143, 118)"
[esp] edi,"rgb(241, 142, 119)"
or esp,"rgb(241, 141, 120)"
bl bh,"rgb(241, 140, 121)"
sbb cl,"rgb(240, 162, 100)"
fdivp st(1),"rgb(240, 161, 101)"
push ds,"rgb(240, 160, 102)"
sar dword,"rgb(240, 159, 103)"
[edi] ebx,"rgb(240, 158, 104)"
dh ch,"rgb(240, 157, 105)"
edi dx,"rgb(240, 156, 106)"
eax bx,"rgb(240, 155, 107)"
neg ebp,"rgb(240, 154, 108)"
ax 2,"rgb(240, 153, 109)"
mm5 mm4,"rgb(240, 152, 110)"
ax si,"rgb(240, 151, 111)"
div ebx,"rgb(240, 150, 112)"
edi 0,"rgb(240, 149, 113)"
faddp st(1),"rgb(240, 148, 114)"
ch ch,"rgb(240, 147, 115)"
ah 1,"rgb(240, 146, 116)"
si di,"rgb(240, 145, 117)"
[edx] ah,"rgb(240, 144, 118)"
bx ax,"rgb(240, 143, 119)"
[edx] dl,"rgb(240, 142, 120)"
[ebx] bl,"rgb(240, 141, 121)"
and bl,"rgb(240, 140, 122)"
not edi,"rgb(241, 147, 113)"
fmul qword,"rgb(241, 146, 114)"
[ecx] bh,"rgb(241, 145, 115)"
[edi] ax,"rgb(241, 144, 116)"
mm0 mm1,"rgb(241, 143, 117)"
xchg ebp,"rgb(241, 142, 118)"
[edi] bl,"rgb(241, 141, 119)"
mm3 mm5,"rgb(241, 140, 120)"
pop ds,"rgb(240, 161, 100)"
[ebx] esi,"rgb(240, 160, 101)"
[ecx] dh,"rgb(240, 159, 102)"
cl 3,"rgb(240, 158, 103)"
and cx,"rgb(240, 157, 104)"
pop dword,"rgb(240, 156, 105)"
di word,"rgb(240, 155, 106)"
edx cx,"rgb(240, 154, 107)"
eax di,"rgb(240, 153, 108)"
ebx esp,"rgb(240, 152, 109)"
ebx [ebx],"rgb(240, 151, 110)"
bl 8,"rgb(240, 150, 111)"
[esi] edx,"rgb(240, 149, 112)"
bh cl,"rgb(240, 148, 113)"
or bh,"rgb(240, 147, 114)"
sbb bl,"rgb(240, 146, 115)"
les eax,"rgb(240, 145, 116)"
[edi] edx,"rgb(240, 144, 117)"
[esi] ah,"rgb(240, 143, 118)"
dh bl,"rgb(240, 142, 119)"
ch bh,"rgb(240, 141, 120)"
and bh,"rgb(240, 140, 121)"
xor bh,"rgb(241, 147, 112)"
movsx esi,"rgb(241, 146, 113)"
ah 0,"rgb(241, 145, 114)"
gs:[eax] al,"rgb(241, 144, 115)"
ax byte,"rgb(241, 143, 116)"
lock or,"rgb(241, 142, 117)"
[edi] 1,"rgb(241, 141, 118)"
di ax,"rgb(241, 140, 119)"
dl ch,"rgb(240, 160, 100)"
[edx] bl,"rgb(240, 159, 101)"
dl ah,"rgb(240, 158, 102)"
mm6 mm3,"rgb(240, 157, 103)"
dl bh,"rgb(240, 156, 104)"
esi al,"rgb(240, 155, 105)"
ax di,"rgb(240, 154, 106)"
sub cx,"rgb(240, 153, 107)"
ebp cl,"rgb(240, 152, 108)"
or ch,"rgb(240, 151, 109)"
sldt word,"rgb(240, 150, 110)"
ch ah,"rgb(240, 149, 111)"
xor esp,"rgb(240, 148, 112)"
edx esp,"rgb(240, 147, 113)"
edi esp,"rgb(240, 146, 114)"
cl 5,"rgb(240, 145, 115)"
cl 0,"rgb(240, 144, 116)"
cvttsd2si ecx,"rgb(240, 143, 117)"
mov es,"rgb(240, 142, 118)"
shr dword,"rgb(240, 141, 119)"
bh dl,"rgb(240, 140, 120)"
[eax] ebp,"rgb(241, 147, 111)"
ebx 0,"rgb(241, 146, 112)"
shl al,"rgb(241, 145, 113)"
[eax] dx,"rgb(241, 144, 114)"
mm7 mm7,"rgb(241, 143, 115)"
sal byte,"rgb(241, 142, 116)"
ch 0,"rgb(241, 141, 117)"
sub ah,"rgb(241, 140, 118)"
neg dword,"rgb(240, 159, 100)"
ecx xmm0,"rgb(240, 158, 101)"
dh bh,"rgb(240, 157, 102)"
sbb dh,"rgb(240, 156, 103)"
[ebx] edi,"rgb(240, 155, 104)"
ror dword,"rgb(240, 154, 105)"
[edi] dh,"rgb(240, 153, 106)"
rcr byte,"rgb(240, 152, 107)"
bx cx,"rgb(240, 151, 108)"
mov bp,"rgb(240, 150, 109)"
bh ah,"rgb(240, 149, 110)"
[eax] 8,"rgb(240, 148, 111)"
setle cl,"rgb(240, 147, 112)"
bl 9,"rgb(240, 146, 113)"
shr cx,"rgb(240, 145, 114)"
edx bx,"rgb(240, 144, 115)"
dx cx,"rgb(240, 143, 116)"
str word,"rgb(240, 142, 117)"
si dx,"rgb(240, 141, 118)"
[ebx] ch,"rgb(240, 140, 119)"
div esi,"rgb(241, 147, 110)"
fst qword,"rgb(241, 146, 111)"
les ecx,"rgb(241, 145, 112)"
[esi] cx,"rgb(241, 144, 113)"
ch al,"rgb(241, 143, 114)"
fdiv qword,"rgb(241, 142, 115)"
[esi] dh,"rgb(241, 141, 116)"
dh 1,"rgb(241, 140, 117)"
mm7 mm6,"rgb(240, 158, 100)"
lock dec,"rgb(240, 157, 101)"
fcom dword,"rgb(240, 156, 102)"
dx si,"rgb(240, 155, 103)"
setl cl,"rgb(240, 154, 104)"
bh bl,"rgb(240, 153, 105)"
div edi,"rgb(240, 152, 106)"
idiv esi,"rgb(240, 151, 107)"
[edi] bx,"rgb(240, 150, 108)"
and si,"rgb(240, 149, 109)"
ebp word,"rgb(240, 148, 110)"
eax -3,"rgb(240, 147, 111)"
fnstsw word,"rgb(240, 146, 112)"
cl bh,"rgb(240, 145, 113)"
[edx] ch,"rgb(240, 144, 114)"
ch bl,"rgb(240, 143, 115)"
[edx] ax,"rgb(240, 142, 116)"
fsubrp st(1),"rgb(240, 141, 117)"
fiadd word,"rgb(240, 140, 118)"
bp word,"rgb(241, 147, 109)"
ecx bx,"rgb(241, 146, 110)"
esi esp,"rgb(241, 145, 111)"
shl dl,"rgb(241, 144, 112)"
cl ch,"rgb(241, 143, 113)"
si word,"rgb(241, 142, 114)"
[eax] di,"rgb(241, 141, 115)"
bh 0,"rgb(241, 140, 116)"
or ax,"rgb(240, 157, 100)"
[esi] 1,"rgb(240, 156, 101)"
into,"rgb(240, 155, 102)"
[eax] 4,"rgb(240, 154, 103)"
cx 5,"rgb(240, 153, 104)"
cl ah,"rgb(240, 152, 105)"
cx 1,"rgb(240, 151, 106)"
bound eax,"rgb(240, 150, 107)"
[eax] es,"rgb(240, 149, 108)"
or cx,"rgb(240, 148, 109)"
cl dh,"rgb(240, 147, 110)"
ch 8,"rgb(240, 146, 111)"
fcomp qword,"rgb(240, 145, 112)"
[esi] ebp,"rgb(240, 144, 113)"
ch 1,"rgb(240, 143, 114)"
fsubr dword,"rgb(240, 142, 115)"
esp ecx,"rgb(240, 141, 116)"
fild word,"rgb(240, 140, 117)"
ch dh,"rgb(241, 148, 107)"
esi -3,"rgb(241, 147, 108)"
bh 1,"rgb(241, 146, 109)"
sub bh,"rgb(241, 145, 110)"
or dx,"rgb(241, 144, 111)"
setl al,"rgb(241, 143, 112)"
[edx] esi,"rgb(241, 142, 113)"
rcl dword,"rgb(241, 141, 114)"
cmp dh,"rgb(241, 140, 115)"
[ebx] 1,"rgb(240, 156, 100)"
[esi] bh,"rgb(240, 155, 101)"
cx byte,"rgb(240, 154, 102)"
bh dh,"rgb(240, 153, 103)"
ah 5,"rgb(240, 152, 104)"
ax bp,"rgb(240, 151, 105)"
sub bl,"rgb(240, 150, 106)"
xchg ah,"rgb(240, 149, 107)"
cx si,"rgb(240, 148, 108)"
edi dl,"rgb(240, 147, 109)"
inc byte,"rgb(240, 146, 110)"
4 0,"rgb(240, 145, 111)"
di cx,"rgb(240, 144, 112)"
repe cmpsw,"rgb(240, 143, 113)"
cvtss2sd xmm1,"rgb(240, 142, 114)"
ch dl,"rgb(240, 141, 115)"
mul esi,"rgb(240, 140, 116)"
fs:[eax] al,"rgb(241, 148, 106)"
or si,"rgb(241, 147, 107)"
les edx,"rgb(241, 146, 108)"
sar byte,"rgb(241, 145, 109)"
fdiv dword,"rgb(241, 144, 110)"
[ecx] dx,"rgb(241, 143, 111)"
dh 8,"rgb(241, 142, 112)"
ecx di,"rgb(241, 141, 113)"
[ebx] bh,"rgb(241, 140, 114)"
bl ah,"rgb(240, 155, 100)"
cmp ch,"rgb(240, 154, 101)"
[ecx] 3,"rgb(240, 153, 102)"
[esi] di,"rgb(240, 152, 103)"
ch cl,"rgb(240, 151, 104)"
[ecx] esp,"rgb(240, 150, 105)"
bound esi,"rgb(240, 149, 106)"
[edx] edi,"rgb(240, 148, 107)"
jmp esi,"rgb(240, 147, 108)"
sbb ch,"rgb(240, 146, 109)"
di bx,"rgb(240, 145, 110)"
sub si,"rgb(240, 144, 111)"
dx bx,"rgb(240, 143, 112)"
ch 6,"rgb(240, 142, 113)"
shrd edi,"rgb(240, 141, 114)"
[eax] si,"rgb(240, 140, 115)"
rcr eax,"rgb(241, 148, 105)"
idiv dword,"rgb(241, 147, 106)"
[edi] edi,"rgb(241, 146, 107)"
bl ch,"rgb(241, 145, 108)"
[esi] 2,"rgb(241, 144, 109)"
[ebx] ax,"rgb(241, 143, 110)"
bl 3,"rgb(241, 142, 111)"
dl 6,"rgb(241, 141, 112)"
xor si,"rgb(241, 140, 113)"
ecx bh,"rgb(240, 154, 100)"
neg bl,"rgb(240, 153, 101)"
ax 3,"rgb(240, 152, 102)"
lds eax,"rgb(240, 151, 103)"
[eax] xmm0,"rgb(240, 150, 104)"
cx bx,"rgb(240, 149, 105)"
esp ebx,"rgb(240, 148, 106)"
xmm0 esi,"rgb(240, 147, 107)"
cmovge ecx,"rgb(240, 146, 108)"
ebx bx,"rgb(240, 145, 109)"
rcr ebx,"rgb(240, 144, 110)"
sub di,"rgb(240, 143, 111)"
esp 0,"rgb(240, 142, 112)"
eax -6,"rgb(240, 141, 113)"
esp esi,"rgb(240, 140, 114)"
ecx si,"rgb(241, 148, 104)"
[edx] cx,"rgb(241, 147, 105)"
cx di,"rgb(241, 146, 106)"
bh 2,"rgb(241, 145, 107)"
fsubr qword,"rgb(241, 144, 108)"
esi bl,"rgb(241, 143, 109)"
bh ch,"rgb(241, 142, 110)"
esi bx,"rgb(241, 141, 111)"
fdivrp st(1),"rgb(241, 140, 112)"
test bh,"rgb(240, 153, 100)"
[ecx] ebp,"rgb(240, 152, 101)"
ecx ch,"rgb(240, 151, 102)"
cmovbe ecx,"rgb(240, 150, 103)"
or bx,"rgb(240, 149, 104)"
setle dl,"rgb(240, 148, 105)"
syscall,"rgb(240, 147, 106)"
sbb bh,"rgb(240, 146, 107)"
and di,"rgb(240, 145, 108)"
si cx,"rgb(240, 144, 109)"
esi [ecx],"rgb(240, 143, 110)"
neg cl,"rgb(240, 142, 111)"
fcom qword,"rgb(240, 141, 112)"
paddq mm2,"rgb(240, 140, 113)"
xchg dh,"rgb(241, 148, 103)"
sbb ebp,"rgb(241, 147, 104)"
fiadd dword,"rgb(241, 146, 105)"
fist dword,"rgb(241, 145, 106)"
bx dx,"rgb(241, 144, 107)"
[edx] ebp,"rgb(241, 143, 108)"
rcr dword,"rgb(241, 142, 109)"
di si,"rgb(241, 141, 110)"
edx bh,"rgb(241, 140, 111)"
inc dx,"rgb(240, 152, 100)"
esp edi,"rgb(240, 151, 101)"
idiv byte,"rgb(240, 150, 102)"
sal dword,"rgb(240, 149, 103)"
inc al,"rgb(240, 148, 104)"
eax [esp],"rgb(240, 147, 105)"
bl 7,"rgb(240, 146, 106)"
and bx,"rgb(240, 145, 107)"
edx di,"rgb(240, 144, 108)"
sbb ah,"rgb(240, 143, 109)"
ah 8,"rgb(240, 142, 110)"
[ecx] di,"rgb(240, 141, 111)"
eax bh,"rgb(240, 140, 112)"
sar cl,"rgb(241, 148, 102)"
xmm0 ecx,"rgb(241, 147, 103)"
imul dword,"rgb(241, 146, 104)"
sar dl,"rgb(241, 145, 105)"
[edi] cx,"rgb(241, 144, 106)"
shl ah,"rgb(241, 143, 107)"
esp esp,"rgb(241, 142, 108)"
cmp esp,"rgb(241, 141, 109)"
eax ah,"rgb(241, 140, 110)"
bp bp,"rgb(240, 151, 100)"
fdivr qword,"rgb(240, 150, 101)"
test bp,"rgb(240, 149, 102)"
es:[eax] al,"rgb(240, 148, 103)"
[edx] ebx,"rgb(240, 147, 104)"
xor di,"rgb(240, 146, 105)"
edx ah,"rgb(240, 145, 106)"
edx si,"rgb(240, 144, 107)"
ficomp dword,"rgb(240, 143, 108)"
mov ss,"rgb(240, 142, 109)"
xor cx,"rgb(240, 141, 110)"
xor ax,"rgb(240, 140, 111)"
xchg al,"rgb(241, 148, 101)"
fimul dword,"rgb(241, 147, 102)"
esi cx,"rgb(241, 146, 103)"
bl 6,"rgb(241, 145, 104)"
pxor mm7,"rgb(241, 144, 105)"
tbyte ptr,"rgb(241, 143, 106)"
shl ch,"rgb(241, 142, 107)"
ecx dh,"rgb(241, 141, 108)"
ficom dword,"rgb(241, 140, 109)"
psllq mm6,"rgb(240, 150, 100)"
neg dl,"rgb(240, 149, 101)"
eax -7,"rgb(240, 148, 102)"
bp ax,"rgb(240, 147, 103)"
clts,"rgb(240, 146, 104)"
eax -9,"rgb(240, 145, 105)"
punpckhdq mm5,"rgb(240, 144, 106)"
[ebx] di,"rgb(240, 143, 107)"
fist word,"rgb(240, 142, 108)"
jmp ecx,"rgb(240, 141, 109)"
mov gs,"rgb(240, 140, 110)"
fcomp dword,"rgb(241, 148, 100)"
xor bp,"rgb(241, 147, 101)"
mul byte,"rgb(241, 146, 102)"
not dword,"rgb(241, 145, 103)"
mov fs,"rgb(241, 144, 104)"
les ebx,"rgb(241, 143, 105)"
les ebp,"rgb(241, 142, 106)"
fisttp word,"rgb(241, 141, 107)"
femms,"rgb(241, 140, 108)"
bx di,"rgb(240, 149, 100)"
les esi,"rgb(240, 148, 101)"
edx -3,"rgb(240, 147, 102)"
ymm3 ymm7,"rgb(240, 146, 103)"
[ecx] ecx,"rgb(240, 145, 104)"
shl bl,"rgb(240, 144, 105)"
bp dx,"rgb(240, 143, 106)"
fdiv st(5),"rgb(240, 142, 107)"
fistp word,"rgb(240, 141, 108)"
[esi] dx,"rgb(240, 140, 109)"
dx di,"rgb(241, 147, 100)"
punpckhdq mm0,"rgb(241, 146, 101)"
psubw mm7,"rgb(241, 145, 102)"
out 1,"rgb(241, 144, 103)"
esi dl,"rgb(241, 143, 104)"
sub bx,"rgb(241, 142, 105)"
sbb esp,"rgb(241, 141, 106)"
sar al,"rgb(241, 140, 107)"
movzx dx,"rgb(240, 148, 100)"
esp 1,"rgb(240, 147, 101)"
[edx] si,"rgb(240, 146, 102)"
fbstp tbyte,"rgb(240, 145, 103)"
movzx ax,"rgb(240, 144, 104)"
movups xmm4,"rgb(240, 143, 105)"
lds esp,"rgb(240, 142, 106)"
di bp,"rgb(240, 141, 107)"
setl bl,"rgb(240, 140, 108)"
fdivr dword,"rgb(241, 146, 100)"
fisubr dword,"rgb(241, 145, 101)"
edx [esp],"rgb(241, 144, 102)"
ecx [esp],"rgb(241, 143, 103)"
si bx,"rgb(241, 142, 104)"
ecx -7,"rgb(241, 141, 105)"
[esi] esp,"rgb(241, 140, 106)"
div ebp,"rgb(240, 147, 100)"
bx si,"rgb(240, 146, 101)"
sal dl,"rgb(240, 145, 102)"
sal bh,"rgb(240, 144, 103)"
xchg ch,"rgb(240, 143, 104)"
ptr ss:[esi],"rgb(240, 142, 105)"
[ebx] ebx,"rgb(240, 141, 106)"
not byte,"rgb(240, 140, 107)"
sar bh,"rgb(241, 145, 100)"
esp edx,"rgb(241, 144, 101)"
di dx,"rgb(241, 143, 102)"
[edx] xmm0,"rgb(241, 142, 103)"
rcl al,"rgb(241, 141, 104)"
bound edi,"rgb(241, 140, 105)"
retf 2,"rgb(240, 146, 100)"
bound ebx,"rgb(240, 145, 101)"
fidiv dword,"rgb(240, 144, 102)"
fs:[edi] ch,"rgb(240, 143, 103)"
imul byte,"rgb(240, 142, 104)"
neg cx,"rgb(240, 141, 105)"
fidivr word,"rgb(240, 140, 106)"
fimul word,"rgb(241, 144, 100)"
setle bl,"rgb(241, 143, 101)"
div byte,"rgb(241, 142, 102)"
eax ch,"rgb(241, 141, 103)"
ror ah,"rgb(241, 140, 104)"
fbld tbyte,"rgb(240, 145, 100)"
neg byte,"rgb(240, 144, 101)"
[edi] ebp,"rgb(240, 143, 102)"
sal ah,"rgb(240, 142, 103)"
lock sbb,"rgb(240, 141, 104)"
les edi,"rgb(240, 140, 105)"
xchg bl,"rgb(241, 143, 100)"
cvtps2pi mm0,"rgb(241, 142, 101)"
fdivr st(4),"rgb(241, 141, 102)"
fptan,"rgb(241, 140, 103)"
dx cl,"rgb(240, 144, 100)"
fisubr word,"rgb(240, 143, 101)"
1 eax,"rgb(240, 142, 102)"
fisttp qword,"rgb(240, 141, 103)"
bound edx,"rgb(240, 140, 104)"
fcos,"rgb(241, 142, 100)"
[eax] cs,"rgb(241, 141, 101)"
ptr [bx],"rgb(241, 140, 102)"
[ecx] xmm0,"rgb(240, 143, 100)"
ch 5,"rgb(240, 142, 101)"
aam 7,"rgb(240, 141, 102)"
[esp] dl,"rgb(240, 140, 103)"
div dh,"rgb(241, 141, 100)"
6 0,"rgb(241, 140, 101)"
rsqrtps xmm0,"rgb(240, 142, 100)"
push bp,"rgb(240, 141, 101)"
edx dh,"rgb(240, 140, 102)"
esp cs,"rgb(241, 140, 100)"
esp 2,"rgb(240, 141, 100)"
edx es,"rgb(240, 140, 101)"
si bp,"rgb(240, 140, 100)"
