Term,RGB
[eax+2Ch] ecx,"rgb(51, 176, 41)"
call sub_401CB8,"rgb(51, 175, 42)"
push [ebp+var_30],"rgb(51, 174, 43)"
rva aAdvapi32_dll,"rgb(51, 173, 44)"
ecx [eax-10h],"rgb(51, 172, 45)"
ebx [eax+10h],"rgb(51, 171, 46)"
add [ebp+var_48],"rgb(51, 170, 47)"
ecx [ebx+24h],"rgb(51, 169, 48)"
[esi+40h] edi,"rgb(51, 168, 49)"
ecx [eax-8],"rgb(50, 199, 19)"
ecx [eax+6Ch],"rgb(50, 198, 20)"
edx [esi+30h],"rgb(50, 197, 21)"
dw 0FFFFh,"rgb(50, 196, 22)"
[ebp+var_54] edx,"rgb(50, 195, 23)"
rva aUser32_dll,"rgb(50, 194, 24)"
mov [ebx+30h],"rgb(50, 193, 25)"
ecx 88h,"rgb(50, 192, 26)"
ebx [esi+50h],"rgb(50, 191, 27)"
ecx [edi+20h],"rgb(50, 190, 28)"
ecx 58h,"rgb(50, 189, 29)"
mov [edi+68h],"rgb(50, 188, 30)"
ecx [ebx+28h],"rgb(50, 187, 31)"
[eax] 20h,"rgb(50, 186, 32)"
eax [edi+40h],"rgb(50, 185, 33)"
ptr [esi+eax*2],"rgb(50, 184, 34)"
[esi+3Ch] ebx,"rgb(50, 183, 35)"
push 4Ah,"rgb(50, 182, 36)"
mov [ebx+38h],"rgb(50, 181, 37)"
push [ebp+var_38],"rgb(50, 180, 38)"
[ebp+var_44] ebx,"rgb(50, 179, 39)"
[eax+28h] ecx,"rgb(50, 178, 40)"
mov [ecx+30h],"rgb(50, 177, 41)"
[ebp+var_4] 0Ah,"rgb(50, 176, 42)"
edi [edx+edi],"rgb(50, 175, 43)"
mov [esi+90h],"rgb(50, 174, 44)"
[ebp+var_50] ebx,"rgb(50, 173, 45)"
[esi+34h] ebx,"rgb(50, 172, 46)"
ebx 0FFFFFFFAh,"rgb(50, 171, 47)"
ebx [ebp-14h],"rgb(50, 170, 48)"
eax [ebp-60h],"rgb(50, 169, 49)"
call ds:OutputDebugStringA,"rgb(55, 168, 44)"
eax 67h,"rgb(55, 167, 45)"
edx 30h,"rgb(55, 166, 46)"
[ebp+var_5C] esi,"rgb(55, 165, 47)"
ecx 48h,"rgb(55, 164, 48)"
ebx 0FFFFFFDFh,"rgb(55, 163, 49)"
edx 35h,"rgb(54, 199, 14)"
[esp+20h+var_20] eax,"rgb(54, 198, 15)"
mov [edi-4],"rgb(54, 197, 16)"
push [ebp+var_3C],"rgb(54, 196, 17)"
mov [ebp-3Ch],"rgb(54, 195, 18)"
[ebp+var_4C] edi,"rgb(54, 194, 19)"
call sub_40185E,"rgb(54, 193, 20)"
ecx [edi+64h],"rgb(54, 192, 21)"
esi [edi+14h],"rgb(54, 191, 22)"
ptr [eax+2A4h],"rgb(54, 190, 23)"
eax 0FFFFFFF9h,"rgb(54, 189, 24)"
add [ebp+var_4C],"rgb(54, 188, 25)"
[eax+0Ch] esi,"rgb(54, 187, 26)"
call sub_401C18,"rgb(54, 186, 27)"
mov [esi+98h],"rgb(54, 185, 28)"
mov [esi+84h],"rgb(54, 184, 29)"
dup(1),"rgb(54, 183, 30)"
mov [ebx+48h],"rgb(54, 182, 31)"
[esi+14h] edx,"rgb(54, 181, 32)"
edi 15h,"rgb(54, 180, 33)"
edi 3000h,"rgb(54, 179, 34)"
eax [ebx+44h],"rgb(54, 178, 35)"
push 69h,"rgb(54, 177, 36)"
al 7,"rgb(54, 176, 37)"
push 6Ah,"rgb(54, 175, 38)"
[esi+38h] ebx,"rgb(54, 174, 39)"
mov [edi+28h],"rgb(54, 173, 40)"
ecx [eax+4Ch],"rgb(54, 172, 41)"
[esi+74h] ebx,"rgb(54, 171, 42)"
ptr [eax+2ACh],"rgb(54, 170, 43)"
esi [eax+18h],"rgb(54, 169, 44)"
ecx [eax+50h],"rgb(54, 168, 45)"
ptr [ecx-10h],"rgb(54, 167, 46)"
eax [eax-8],"rgb(54, 166, 47)"
[ebp+var_50] ecx,"rgb(54, 165, 48)"
0 0,"rgb(54, 164, 49)"
eax [esi+98h],"rgb(53, 199, 15)"
push 7Ah,"rgb(53, 198, 16)"
edi [ecx-4],"rgb(53, 197, 17)"
eax 0FFFFFFF8h,"rgb(53, 196, 18)"
ptr [eax-14h],"rgb(53, 195, 19)"
ptr [edi+eax*2],"rgb(53, 194, 20)"
push 4Eh,"rgb(53, 193, 21)"
ptr [edi+esi*2],"rgb(53, 192, 22)"
[esi+78h] ebx,"rgb(53, 191, 23)"
esi [eax+24h],"rgb(53, 190, 24)"
eax 0FFFFFFEFh,"rgb(53, 189, 25)"
edi 0Ah,"rgb(53, 188, 26)"
eax 19h,"rgb(53, 187, 27)"
[edx+1Ch] ebx,"rgb(53, 186, 28)"
eax 69h,"rgb(53, 185, 29)"
edx [eax-4],"rgb(53, 184, 30)"
edx [esi+54h],"rgb(53, 183, 31)"
ecx [edx+14h],"rgb(53, 182, 32)"
[ecx+1Ch] eax,"rgb(53, 181, 33)"
mov [ebp-38h],"rgb(53, 180, 34)"
eax 57h,"rgb(53, 179, 35)"
ecx [esi+0BCh],"rgb(53, 178, 36)"
push 43h,"rgb(53, 177, 37)"
edx [ebp-24h],"rgb(53, 176, 38)"
[esi+44h] ebx,"rgb(53, 175, 39)"
add [ebx],"rgb(53, 174, 40)"
[ebp+var_5C] ecx,"rgb(53, 173, 41)"
esi [ebp+var_44],"rgb(53, 172, 42)"
esi [edi+18h],"rgb(53, 171, 43)"
or [edx],"rgb(53, 170, 44)"
edx [edi+10h],"rgb(53, 169, 45)"
push 37h,"rgb(53, 168, 46)"
eax [edx+28h],"rgb(53, 167, 47)"
eax [ecx+38h],"rgb(53, 166, 48)"
[esi+1Ch] ecx,"rgb(53, 165, 49)"
push 33h,"rgb(52, 199, 16)"
aMsvcrt_dll db,"rgb(52, 198, 17)"
rva aMsvcrt_dll,"rgb(52, 197, 18)"
add [esi+8],"rgb(52, 196, 19)"
ptr [ebp-40h],"rgb(52, 195, 20)"
esp 84h,"rgb(52, 194, 21)"
mov [eax+44h],"rgb(52, 193, 22)"
ecx [eax+0Eh],"rgb(52, 192, 23)"
ecx [edi+60h],"rgb(52, 191, 24)"
[ecx+14h] edi,"rgb(52, 190, 25)"
[esi+74h] eax,"rgb(52, 189, 26)"
eax [esp-8+arg_4],"rgb(52, 188, 27)"
[esi+44h] edi,"rgb(52, 187, 28)"
[esi+50h] ebx,"rgb(52, 186, 29)"
ecx [esi+88h],"rgb(52, 185, 30)"
[ebp+var_48] esi,"rgb(52, 184, 31)"
edi [ebp+var_48],"rgb(52, 183, 32)"
ecx [edx-30h],"rgb(52, 182, 33)"
edi [esi+6Ch],"rgb(52, 181, 34)"
push 47h,"rgb(52, 180, 35)"
ecx [eax+60h],"rgb(52, 179, 36)"
mov [eax+98h],"rgb(52, 178, 37)"
esi [ebp-10h],"rgb(52, 177, 38)"
edx [eax+2Ch],"rgb(52, 176, 39)"
ecx 50h,"rgb(52, 175, 40)"
[edi+0Ch] esi,"rgb(52, 174, 41)"
esi [eax+6Ch],"rgb(52, 173, 42)"
[esi+60h] ecx,"rgb(52, 172, 43)"
ptr [eax+2A8h],"rgb(52, 171, 44)"
ptr [eax+edi*2],"rgb(52, 170, 45)"
ecx 38h,"rgb(52, 169, 46)"
[edx+18h] eax,"rgb(52, 168, 47)"
edx [edi+14h],"rgb(52, 167, 48)"
[esi+54h] ebx,"rgb(52, 166, 49)"
ptr [edx+esi],"rgb(51, 199, 17)"
[ecx] 39h,"rgb(51, 198, 18)"
[ebx+0Ch] ecx,"rgb(51, 197, 19)"
[esi+20h] ecx,"rgb(51, 196, 20)"
ecx 2Ch,"rgb(51, 195, 21)"
edx 0Dh,"rgb(51, 194, 22)"
sub [ebp+var_48],"rgb(51, 193, 23)"
ebx [esi+20h],"rgb(51, 192, 24)"
ecx [ebx+4Ch],"rgb(51, 191, 25)"
mov [ebx+64h],"rgb(51, 190, 26)"
edx [esi+48h],"rgb(51, 189, 27)"
mov [ebx+60h],"rgb(51, 188, 28)"
eax [edx-14h],"rgb(51, 187, 29)"
[ebx+8] edi,"rgb(51, 186, 30)"
ptr [ebx+ecx],"rgb(51, 185, 31)"
ecx [esi+7Ch],"rgb(51, 184, 32)"
esi 11h,"rgb(51, 183, 33)"
push 72h,"rgb(51, 182, 34)"
[ebp+var_8] 2,"rgb(51, 181, 35)"
[ebp+var_4C] edx,"rgb(51, 180, 36)"
edi [ebp-14h],"rgb(51, 179, 37)"
ecx 44h,"rgb(51, 178, 38)"
eax [ecx-8],"rgb(51, 177, 39)"
eax [ebx+60h],"rgb(51, 176, 40)"
ecx [ebp+var_84],"rgb(51, 175, 41)"
ecx [edi+24h],"rgb(51, 174, 42)"
ecx [eax+7],"rgb(51, 173, 43)"
ptr [esi+edx*2],"rgb(51, 172, 44)"
ptr [ecx+edi],"rgb(51, 171, 45)"
ecx 15h,"rgb(51, 170, 46)"
ecx [esi+84h],"rgb(51, 169, 47)"
eax [edx+2Ch],"rgb(51, 168, 48)"
esi 34h,"rgb(51, 167, 49)"
ebx 19h,"rgb(50, 199, 18)"
ecx [edi+48h],"rgb(50, 198, 19)"
mov [eax+40h],"rgb(50, 197, 20)"
[ebx+14h] 0,"rgb(50, 196, 21)"
eax [ebp-50h],"rgb(50, 195, 22)"
ptr [esi+ebx],"rgb(50, 194, 23)"
[ebp-20h] edi,"rgb(50, 193, 24)"
eax 60h,"rgb(50, 192, 25)"
ptr [eax+20Ch],"rgb(50, 191, 26)"
call sub_401FC0,"rgb(50, 190, 27)"
[ebp-0Ch] ebx,"rgb(50, 189, 28)"
[esp+3Ch+var_3C] esi,"rgb(50, 188, 29)"
push 7Eh,"rgb(50, 187, 30)"
eax 0FFFFFFF7h,"rgb(50, 186, 31)"
eax [edi+34h],"rgb(50, 185, 32)"
[ecx+14h] edx,"rgb(50, 184, 33)"
push 36h,"rgb(50, 183, 34)"
esi [eax+1Ch],"rgb(50, 182, 35)"
edx [esi+34h],"rgb(50, 181, 36)"
edi [eax+18h],"rgb(50, 180, 37)"
ptr [edi+ecx*2],"rgb(50, 179, 38)"
[esi+58h] edi,"rgb(50, 178, 39)"
[edi+0Ch] ecx,"rgb(50, 177, 40)"
push 0FFFFFFFAh,"rgb(50, 176, 41)"
ptr [ecx+398h],"rgb(50, 175, 42)"
edx [edi-4],"rgb(50, 174, 43)"
and [ebp+var_44],"rgb(50, 173, 44)"
[ebp-34h] eax,"rgb(50, 172, 45)"
or [ebp+var_3C],"rgb(50, 171, 46)"
edi [esi+40h],"rgb(50, 170, 47)"
edx [ecx+2Ch],"rgb(50, 169, 48)"
[ecx+10h] edx,"rgb(50, 168, 49)"
edx [ecx+44h],"rgb(55, 168, 43)"
eax [ecx+44h],"rgb(55, 167, 44)"
ecx 81h,"rgb(55, 166, 45)"
edi [ebp-18h],"rgb(55, 165, 46)"
[ebp-4] 8,"rgb(55, 164, 47)"
mov [edx+1Ch],"rgb(55, 163, 48)"
esp 0FFFFFFECh,"rgb(55, 162, 49)"
ebx [edx+20h],"rgb(54, 199, 13)"
[ebx+20h] eax,"rgb(54, 198, 14)"
ptr [ecx+edx*2],"rgb(54, 197, 15)"
[ebp+var_48] edx,"rgb(54, 196, 16)"
ptr [esi+328h],"rgb(54, 195, 17)"
ebx 80h,"rgb(54, 194, 18)"
or [ebp+var_38],"rgb(54, 193, 19)"
and [ebp+var_40],"rgb(54, 192, 20)"
[ebp+var_58] 0,"rgb(54, 191, 21)"
esi 30h,"rgb(54, 190, 22)"
[esi+18h] edx,"rgb(54, 189, 23)"
[ebp+var_C] 4,"rgb(54, 188, 24)"
ecx 98h,"rgb(54, 187, 25)"
[ebp+var_60] ebx,"rgb(54, 186, 26)"
ptr [edi+ecx],"rgb(54, 185, 27)"
[ecx+20h] eax,"rgb(54, 184, 28)"
[edi+8] ecx,"rgb(54, 183, 29)"
mov [ebx+4Ch],"rgb(54, 182, 30)"
[esp+24h+var_24] eax,"rgb(54, 181, 31)"
ecx [ebp+var_70],"rgb(54, 180, 32)"
esi [ebx-4],"rgb(54, 179, 33)"
eax 54h,"rgb(54, 178, 34)"
push 4Dh,"rgb(54, 177, 35)"
edx [ebp+var_60],"rgb(54, 176, 36)"
[edx+14h] eax,"rgb(54, 175, 37)"
edi [esi+34h],"rgb(54, 174, 38)"
[edi+64h] eax,"rgb(54, 173, 39)"
ah 60h,"rgb(54, 172, 40)"
ebx [eax+0Ch],"rgb(54, 171, 41)"
ecx 12h,"rgb(54, 170, 42)"
ptr [edx+ebx*2],"rgb(54, 169, 43)"
[ecx+2Ch] eax,"rgb(54, 168, 44)"
edx [eax+3Ch],"rgb(54, 167, 45)"
esi [ebx+2Ch],"rgb(54, 166, 46)"
edi [ebx+14h],"rgb(54, 165, 47)"
eax [esi+0A4h],"rgb(54, 164, 48)"
call ds:IsBadStringPtrW,"rgb(54, 163, 49)"
[ebp+var_10] 4,"rgb(53, 199, 14)"
ptr [edi+ebx*2],"rgb(53, 198, 15)"
ebx 24h,"rgb(53, 197, 16)"
dw 1C0h,"rgb(53, 196, 17)"
eax [edi+0B0h],"rgb(53, 195, 18)"
[ebp+var_44] 1,"rgb(53, 194, 19)"
call ds:DeleteFileA,"rgb(53, 193, 20)"
[ebp+var_8] 4,"rgb(53, 192, 21)"
mov [esi+0B8h],"rgb(53, 191, 22)"
eax [ebx+48h],"rgb(53, 190, 23)"
push 6Bh,"rgb(53, 189, 24)"
esi [edi-4],"rgb(53, 188, 25)"
eax [ebp-44h],"rgb(53, 187, 26)"
push 46h,"rgb(53, 186, 27)"
[ecx+14h] ebx,"rgb(53, 185, 28)"
[ebp-28h] ecx,"rgb(53, 184, 29)"
ecx [edx-24h],"rgb(53, 183, 30)"
ebx [ebp+var_44],"rgb(53, 182, 31)"
mov [esi+0ACh],"rgb(53, 181, 32)"
eax [edi+38h],"rgb(53, 180, 33)"
[esi+58h] ebx,"rgb(53, 179, 34)"
esi [edx+esi],"rgb(53, 178, 35)"
[ebp+var_10] 0FFFFFFFFh,"rgb(53, 177, 36)"
retf,"rgb(53, 176, 37)"
eax [edi+3Ch],"rgb(53, 175, 38)"
edx [ebx+1Ch],"rgb(53, 174, 39)"
[edi+10h] ebx,"rgb(53, 173, 40)"
[edi+70h] eax,"rgb(53, 172, 41)"
[ebp-30h] eax,"rgb(53, 171, 42)"
eax [esi+88h],"rgb(53, 170, 43)"
ebx [edi+18h],"rgb(53, 169, 44)"
edx [ebx+20h],"rgb(53, 168, 45)"
push 59h,"rgb(53, 167, 46)"
call sub_402452,"rgb(53, 166, 47)"
ptr [edx+ecx*2],"rgb(53, 165, 48)"
[ebp+var_14] 42h,"rgb(53, 164, 49)"
[ebp+var_14] 4,"rgb(52, 199, 15)"
and [ebp+var_48],"rgb(52, 198, 16)"
ecx [esi+6Ch],"rgb(52, 197, 17)"
edi [esi+30h],"rgb(52, 196, 18)"
call sub_401E82,"rgb(52, 195, 19)"
ptr [eax+esi*2],"rgb(52, 194, 20)"
ecx 68h,"rgb(52, 193, 21)"
ecx 78h,"rgb(52, 192, 22)"
edx [ebp-8],"rgb(52, 191, 23)"
ptr [eax+29Ch],"rgb(52, 190, 24)"
push 6Dh,"rgb(52, 189, 25)"
[ebp+var_50] edx,"rgb(52, 188, 26)"
[ebp+var_60] esi,"rgb(52, 187, 27)"
[ebp+var_48] edi,"rgb(52, 186, 28)"
mov [esi+0BCh],"rgb(52, 185, 29)"
esp 68h,"rgb(52, 184, 30)"
edx [esi+3Ch],"rgb(52, 183, 31)"
mov [eax+70h],"rgb(52, 182, 32)"
ptr [esi+edi*2],"rgb(52, 181, 33)"
[ebp+var_C] 2,"rgb(52, 180, 34)"
edx [ebx+24h],"rgb(52, 179, 35)"
[ebp-2Ch] ecx,"rgb(52, 178, 36)"
[edi+1Ch] eax,"rgb(52, 177, 37)"
dw 31h,"rgb(52, 176, 38)"
ebx [edi+68h],"rgb(52, 175, 39)"
ecx [eax+0Ah],"rgb(52, 174, 40)"
[ebp+var_30] 1,"rgb(52, 173, 41)"
ptr [ebx+edi*2],"rgb(52, 172, 42)"
[ebx+24h] eax,"rgb(52, 171, 43)"
edx [eax+30h],"rgb(52, 170, 44)"
[ebx+2Ch] eax,"rgb(52, 169, 45)"
edi [ebp-1Ch],"rgb(52, 168, 46)"
ebx 0Ah,"rgb(52, 167, 47)"
eax [ebp-4Ch],"rgb(52, 166, 48)"
ptr [esi+ebx*2],"rgb(52, 165, 49)"
[ebx] dl,"rgb(51, 199, 16)"
edx [ecx+30h],"rgb(51, 198, 17)"
ecx 0FEh,"rgb(51, 197, 18)"
ecx [esi+ecx],"rgb(51, 196, 19)"
eax [ebx+50h],"rgb(51, 195, 20)"
edi 0FFFFFFF0h,"rgb(51, 194, 21)"
esi [eax+2Ch],"rgb(51, 193, 22)"
[ebp-18h] ecx,"rgb(51, 192, 23)"
eax [edx-24h],"rgb(51, 191, 24)"
ptr [eax-18h],"rgb(51, 190, 25)"
ptr [ebx+ecx*2],"rgb(51, 189, 26)"
mov [ecx+34h],"rgb(51, 188, 27)"
sub [esi+4],"rgb(51, 187, 28)"
[esi+48h] ebx,"rgb(51, 186, 29)"
ecx [esi-8],"rgb(51, 185, 30)"
call sub_401F90,"rgb(51, 184, 31)"
[esp] ecx,"rgb(51, 183, 32)"
eax [ebx+4Ch],"rgb(51, 182, 33)"
[esi+48h] edi,"rgb(51, 181, 34)"
eax [esi+0D8h],"rgb(51, 180, 35)"
eax [esi+19Ch],"rgb(51, 179, 36)"
ecx 0FFFFFFF8h,"rgb(51, 178, 37)"
edi [esi+0D4h],"rgb(51, 177, 38)"
add [ebp-28h],"rgb(51, 176, 39)"
edx [ecx+0C8h],"rgb(51, 175, 40)"
[ecx+24h] eax,"rgb(51, 174, 41)"
ecx [edx-40h],"rgb(51, 173, 42)"
ebx [ebp+var_50],"rgb(51, 172, 43)"
ecx [edi+44h],"rgb(51, 171, 44)"
eax [edi+0B8h],"rgb(51, 170, 45)"
mov [edx+28h],"rgb(51, 169, 46)"
ebx [esi+28h],"rgb(51, 168, 47)"
ptr [ecx+ebx],"rgb(51, 167, 48)"
dw 101h,"rgb(51, 166, 49)"
[ebp-18h] 0,"rgb(50, 199, 17)"
esi 12h,"rgb(50, 198, 18)"
ptr [edx+edi*2],"rgb(50, 197, 19)"
ecx [esi+0A0h],"rgb(50, 196, 20)"
ptr [ecx-18h],"rgb(50, 195, 21)"
edi [ebp+var_4C],"rgb(50, 194, 22)"
[ebp+var_58] edx,"rgb(50, 193, 23)"
ecx [esi-10h],"rgb(50, 192, 24)"
eax [ecx+50h],"rgb(50, 191, 25)"
edx [edi+1Ch],"rgb(50, 190, 26)"
edi [esi+4Ch],"rgb(50, 189, 27)"
ecx [edi+4Ch],"rgb(50, 188, 28)"
esi [ebp-20h],"rgb(50, 187, 29)"
ptr [ebx+esi*2],"rgb(50, 186, 30)"
ptr [ecx+ebx*2],"rgb(50, 185, 31)"
mov [eax+80h],"rgb(50, 184, 32)"
eax [esi+100h],"rgb(50, 183, 33)"
esi [ecx+0C8h],"rgb(50, 182, 34)"
mov [edx+20h],"rgb(50, 181, 35)"
mov [eax+48h],"rgb(50, 180, 36)"
ecx [edi+28h],"rgb(50, 179, 37)"
esi 3Bh,"rgb(50, 178, 38)"
clc,"rgb(50, 177, 39)"
ebx [edi+50h],"rgb(50, 176, 40)"
edx [ebp+var_68],"rgb(50, 175, 41)"
eax [edi+0D4h],"rgb(50, 174, 42)"
edx 28h,"rgb(50, 173, 43)"
[esp+3Ch+var_3C] eax,"rgb(50, 172, 44)"
eax [ebx+5Ch],"rgb(50, 171, 45)"
eax [esp],"rgb(50, 170, 46)"
ecx 0C0h,"rgb(50, 169, 47)"
and [eax],"rgb(50, 168, 48)"
ecx [ebx+2Ch],"rgb(50, 167, 49)"
ptr [edi+edx*2],"rgb(55, 168, 42)"
ptr [ebp-44h],"rgb(55, 167, 43)"
edx [ecx+34h],"rgb(55, 166, 44)"
eax 48h,"rgb(55, 165, 45)"
ptr [ebp-50h],"rgb(55, 164, 46)"
[eax+88h] esi,"rgb(55, 163, 47)"
ptr [edx+378h],"rgb(55, 162, 48)"
[ebx-4] edx,"rgb(55, 161, 49)"
ptr [eax+340h],"rgb(54, 199, 12)"
ecx [eax+100h],"rgb(54, 198, 13)"
mov [esi+0F4h],"rgb(54, 197, 14)"
mov [ebp-40h],"rgb(54, 196, 15)"
esi [ebx+18h],"rgb(54, 195, 16)"
ebx [ebp+var_4C],"rgb(54, 194, 17)"
mov [eax+4Ch],"rgb(54, 193, 18)"
call sub_40207E,"rgb(54, 192, 19)"
eax [ebp-48h],"rgb(54, 191, 20)"
edx [ebx+2Ch],"rgb(54, 190, 21)"
[esi+4Ch] edi,"rgb(54, 189, 22)"
push 56h,"rgb(54, 188, 23)"
edx [esi+38h],"rgb(54, 187, 24)"
[edi+1Ch] ebx,"rgb(54, 186, 25)"
eax 73h,"rgb(54, 185, 26)"
ecx [edx-2Ch],"rgb(54, 184, 27)"
[eax] 1Ah,"rgb(54, 183, 28)"
shl cl,"rgb(54, 182, 29)"
[esi+4Ch] ebx,"rgb(54, 181, 30)"
esi [eax+44h],"rgb(54, 180, 31)"
eax 21h,"rgb(54, 179, 32)"
[ecx+30h] eax,"rgb(54, 178, 33)"
ecx [ebx+34h],"rgb(54, 177, 34)"
eax [edi+0B4h],"rgb(54, 176, 35)"
edx [ecx+40h],"rgb(54, 175, 36)"
4 dup(0),"rgb(54, 174, 37)"
eax [esp+54h+var_54],"rgb(54, 173, 38)"
push 62h,"rgb(54, 172, 39)"
[esp+3Ch+var_3C] ecx,"rgb(54, 171, 40)"
push 4Bh,"rgb(54, 170, 41)"
eax [edi+5Ch],"rgb(54, 169, 42)"
al 2Fh,"rgb(54, 168, 43)"
push 63h,"rgb(54, 167, 44)"
push 7Bh,"rgb(54, 166, 45)"
edx 2Dh,"rgb(54, 165, 46)"
and [edi],"rgb(54, 164, 47)"
ecx [esi+0D8h],"rgb(54, 163, 48)"
edx [ecx+50h],"rgb(54, 162, 49)"
esi [eax-4],"rgb(53, 199, 13)"
or [ebp+var_4C],"rgb(53, 198, 14)"
esi 0FFFFFFF8h,"rgb(53, 197, 15)"
mov [edi+34h],"rgb(53, 196, 16)"
edi 0FFFFFFFEh,"rgb(53, 195, 17)"
[ebp-24h] ecx,"rgb(53, 194, 18)"
[ecx+18h] edx,"rgb(53, 193, 19)"
ptr [edx+edi],"rgb(53, 192, 20)"
ptr [ecx-14h],"rgb(53, 191, 21)"
push 51h,"rgb(53, 190, 22)"
ecx [ebx+38h],"rgb(53, 189, 23)"
eax [edx+44h],"rgb(53, 188, 24)"
dw 220h,"rgb(53, 187, 25)"
[ebp+var_44] esi,"rgb(53, 186, 26)"
mov [ebx+5Ch],"rgb(53, 185, 27)"
[eax+30h] edx,"rgb(53, 184, 28)"
ecx 5Ch,"rgb(53, 183, 29)"
ptr [ebp-54h],"rgb(53, 182, 30)"
ecx 1Eh,"rgb(53, 181, 31)"
eax 5Ch,"rgb(53, 180, 32)"
eax 32h,"rgb(53, 179, 33)"
eax [ecx+6Ch],"rgb(53, 178, 34)"
shl dword,"rgb(53, 177, 35)"
call sub_402530,"rgb(53, 176, 36)"
mov [eax+50h],"rgb(53, 175, 37)"
push 7Dh,"rgb(53, 174, 38)"
ptr [ebp-48h],"rgb(53, 173, 39)"
mov [esi+0C0h],"rgb(53, 172, 40)"
ecx [ebx+58h],"rgb(53, 171, 41)"
push 4Fh,"rgb(53, 170, 42)"
[ebp+var_18] 0FFFFFFFFh,"rgb(53, 169, 43)"
[esi+1Ch] edx,"rgb(53, 168, 44)"
mov [esi+0C4h],"rgb(53, 167, 45)"
push 5Bh,"rgb(53, 166, 46)"
[esi+7Ch] ebx,"rgb(53, 165, 47)"
eax [edx+50h],"rgb(53, 164, 48)"
eax [ebx+74h],"rgb(53, 163, 49)"
[edx+8] esi,"rgb(52, 199, 14)"
ecx 4Ch,"rgb(52, 198, 15)"
edi [ebx+1Ch],"rgb(52, 197, 16)"
[ebp+var_8] 0Ah,"rgb(52, 196, 17)"
edi [edi-4],"rgb(52, 195, 18)"
[ebp-28h] edi,"rgb(52, 194, 19)"
esi [ebx+14h],"rgb(52, 193, 20)"
[ebp+var_14] 3,"rgb(52, 192, 21)"
eax 1Dh,"rgb(52, 191, 22)"
eax [edi+50h],"rgb(52, 190, 23)"
[esi+60h] edi,"rgb(52, 189, 24)"
[ebp+var_68] eax,"rgb(52, 188, 25)"
edi [esi+54h],"rgb(52, 187, 26)"
[esi+64h] ebx,"rgb(52, 186, 27)"
ecx [ebx+30h],"rgb(52, 185, 28)"
eax [edi+0C0h],"rgb(52, 184, 29)"
[ebp-24h] esi,"rgb(52, 183, 30)"
ebx [edi+1Ch],"rgb(52, 182, 31)"
esi [edi+1Ch],"rgb(52, 181, 32)"
[esi+54h] edi,"rgb(52, 180, 33)"
ebx 0FFFFFFE0h,"rgb(52, 179, 34)"
ecx 2Bh,"rgb(52, 178, 35)"
ptr [esi+240h],"rgb(52, 177, 36)"
sbb bl,"rgb(52, 176, 37)"
[esi+78h] eax,"rgb(52, 175, 38)"
ecx 0FFFFFFC9h,"rgb(52, 174, 39)"
[ebp-2Ch] esi,"rgb(52, 173, 40)"
push 73h,"rgb(52, 172, 41)"
[esi+6Ch] ebx,"rgb(52, 171, 42)"
mov [ecx+3Ch],"rgb(52, 170, 43)"
esi [ecx+18h],"rgb(52, 169, 44)"
ecx [esi+0A8h],"rgb(52, 168, 45)"
call sub_401380,"rgb(52, 167, 46)"
push 49h,"rgb(52, 166, 47)"
push 53h,"rgb(52, 165, 48)"
eax [edi+48h],"rgb(52, 164, 49)"
ecx [edi+2Ch],"rgb(51, 199, 15)"
[esi+0A0h] eax,"rgb(51, 198, 16)"
push 5Dh,"rgb(51, 197, 17)"
edi [eax+14h],"rgb(51, 196, 18)"
edx 0F0h,"rgb(51, 195, 19)"
eax [edi+58h],"rgb(51, 194, 20)"
mov [ebp-4Ch],"rgb(51, 193, 21)"
eax [edi+4Ch],"rgb(51, 192, 22)"
ecx [ebx+48h],"rgb(51, 191, 23)"
[ebx+34h] eax,"rgb(51, 190, 24)"
call sub_40195E,"rgb(51, 189, 25)"
[ecx+28h] eax,"rgb(51, 188, 26)"
eax [ebx+54h],"rgb(51, 187, 27)"
dw 168h,"rgb(51, 186, 28)"
mov [edi+30h],"rgb(51, 185, 29)"
[ecx+18h] 2,"rgb(51, 184, 30)"
eax 53h,"rgb(51, 183, 31)"
mov [ecx+44h],"rgb(51, 182, 32)"
push 75h,"rgb(51, 181, 33)"
eax [ecx+48h],"rgb(51, 180, 34)"
[esi+34h] edx,"rgb(51, 179, 35)"
push 5Fh,"rgb(51, 178, 36)"
eax [ebx+0D4h],"rgb(51, 177, 37)"
esi [edi+2Ch],"rgb(51, 176, 38)"
eax [esp+50h+var_50],"rgb(51, 175, 39)"
offset aJ,"rgb(51, 174, 40)"
edx [ebx+28h],"rgb(51, 173, 41)"
edi 0Eh,"rgb(51, 172, 42)"
edx [eax-8],"rgb(51, 171, 43)"
push 0FFFFFFF1h,"rgb(51, 170, 44)"
eax [edx-3Ch],"rgb(51, 169, 45)"
edx [esi+44h],"rgb(51, 168, 46)"
lahf,"rgb(51, 167, 47)"
eax [edx+4Ch],"rgb(51, 166, 48)"
edi [ebp+var_54],"rgb(51, 165, 49)"
[edx+1Ch] eax,"rgb(50, 199, 16)"
esi [edx+0Ch],"rgb(50, 198, 17)"
ptr [eax+320h],"rgb(50, 197, 18)"
eax [esi+0A8h],"rgb(50, 196, 19)"
push [ebp+var_44],"rgb(50, 195, 20)"
eax 6Dh,"rgb(50, 194, 21)"
