Term,RGB
short loc_406F53,"rgb(91, 9, 216)"
call sub_401F70,"rgb(91, 8, 217)"
mov [esp+20h+arg_C],"rgb(91, 7, 218)"
short loc_40335E,"rgb(91, 6, 219)"
short loc_40562C,"rgb(91, 5, 220)"
short loc_4022F6,"rgb(91, 4, 221)"
short loc_4058F2,"rgb(91, 3, 222)"
short loc_407F26,"rgb(91, 2, 223)"
mov [esp+30h+lpProcName],"rgb(91, 1, 224)"
short loc_4036E0,"rgb(91, 0, 225)"
short loc_401FAE,"rgb(90, 40, 186)"
short loc_404DE2,"rgb(90, 39, 187)"
short loc_4075D2,"rgb(90, 38, 188)"
call ds:SetEndOfFile,"rgb(90, 37, 189)"
call sub_40164C,"rgb(90, 36, 190)"
[ebp+var_18] ax,"rgb(90, 35, 191)"
esi [eax-4],"rgb(90, 34, 192)"
short loc_401FEC,"rgb(90, 33, 193)"
short loc_407793,"rgb(90, 32, 194)"
ptr [esi+ebx*4+44h],"rgb(90, 31, 195)"
short loc_407231,"rgb(90, 30, 196)"
eax [ebx+20h],"rgb(90, 29, 197)"
[ebp+var_8] 0F0h,"rgb(90, 28, 198)"
mov [ebp+1Ch],"rgb(90, 27, 199)"
short loc_407C41,"rgb(90, 26, 200)"
ecx [ebp+var_338],"rgb(90, 25, 201)"
call sub_4019E2,"rgb(90, 24, 202)"
[ecx] 4,"rgb(90, 23, 203)"
ptr [esi+ecx],"rgb(90, 22, 204)"
short loc_4035F0,"rgb(90, 21, 205)"
short loc_403D9C,"rgb(90, 20, 206)"
esi [esp+24h+arg_0],"rgb(90, 19, 207)"
short loc_401F4E,"rgb(90, 18, 208)"
short loc_40242F,"rgb(90, 17, 209)"
ecx [ebp-14Ch],"rgb(90, 16, 210)"
short loc_401E7F,"rgb(90, 15, 211)"
call sub_401C7F,"rgb(90, 14, 212)"
short loc_401E50,"rgb(90, 13, 213)"
[ebp+var_48] 4,"rgb(90, 12, 214)"
short loc_406B47,"rgb(90, 11, 215)"
short loc_4021AD,"rgb(90, 10, 216)"
short loc_406AC6,"rgb(90, 9, 217)"
ecx 139h,"rgb(90, 8, 218)"
short loc_40287C,"rgb(90, 7, 219)"
short loc_40499B,"rgb(90, 6, 220)"
short loc_402193,"rgb(90, 5, 221)"
[ebp+var_8] 33h,"rgb(90, 4, 222)"
mov dword_439288,"rgb(90, 3, 223)"
short loc_4075CC,"rgb(90, 2, 224)"
call ds:RealizePalette,"rgb(90, 1, 225)"
eax [ebx+3Ch],"rgb(90, 0, 226)"
short loc_40D0CC,"rgb(89, 40, 187)"
short loc_4024ED,"rgb(89, 39, 188)"
rep push,"rgb(89, 38, 189)"
short loc_4074E9,"rgb(89, 37, 190)"
short loc_40394A,"rgb(89, 36, 191)"
call sub_40363D,"rgb(89, 35, 192)"
call sub_40369E,"rgb(89, 34, 193)"
[ebp+var_3] 0,"rgb(89, 33, 194)"
short loc_403782,"rgb(89, 32, 195)"
short loc_401652,"rgb(89, 31, 196)"
short loc_401635,"rgb(89, 30, 197)"
short loc_403BED,"rgb(89, 29, 198)"
and [ebp+var_28C],"rgb(89, 28, 199)"
and [ebp+var_238],"rgb(89, 27, 200)"
[ebp-198h] eax,"rgb(89, 26, 201)"
and [eax+8],"rgb(89, 25, 202)"
offset aStatus_oth_sus,"rgb(89, 24, 203)"
jmp ds:SetVolumeLabelA,"rgb(89, 23, 204)"
eax [esp+48h+var_C],"rgb(89, 22, 205)"
[ebp+var_C] 80h,"rgb(89, 21, 206)"
short loc_4020C9,"rgb(89, 20, 207)"
eax 198h,"rgb(89, 19, 208)"
test [ebp+var_C],"rgb(89, 18, 209)"
short loc_405DE9,"rgb(89, 17, 210)"
eax ds:RegFlushKey,"rgb(89, 16, 211)"
short loc_4027F7,"rgb(89, 15, 212)"
short loc_404B67,"rgb(89, 14, 213)"
short loc_407BAB,"rgb(89, 13, 214)"
eax 0FFFFFFB4h,"rgb(89, 12, 215)"
call sub_406865,"rgb(89, 11, 216)"
short loc_410AE4,"rgb(89, 10, 217)"
mov dword_4162C4,"rgb(89, 9, 218)"
eax 12000h,"rgb(89, 8, 219)"
call sub_40428D,"rgb(89, 7, 220)"
call sub_407D80,"rgb(89, 6, 221)"
short loc_4021D6,"rgb(89, 5, 222)"
short loc_401D3F,"rgb(89, 4, 223)"
short loc_402736,"rgb(89, 3, 224)"
al [esi+43h],"rgb(89, 2, 225)"
short loc_40364D,"rgb(89, 1, 226)"
short loc_402A18,"rgb(89, 0, 227)"
short loc_403BC7,"rgb(88, 40, 188)"
short loc_402D97,"rgb(88, 39, 189)"
xor [ebp-70h],"rgb(88, 38, 190)"
short loc_404FBA,"rgb(88, 37, 191)"
call sub_401005,"rgb(88, 36, 192)"
short loc_404951,"rgb(88, 35, 193)"
call sub_403E60,"rgb(88, 34, 194)"
short loc_409038,"rgb(88, 33, 195)"
short loc_4070D4,"rgb(88, 32, 196)"
short loc_406210,"rgb(88, 31, 197)"
short loc_4060CB,"rgb(88, 30, 198)"
short loc_40638A,"rgb(88, 29, 199)"
esi [ebx-1],"rgb(88, 28, 200)"
short loc_405D19,"rgb(88, 27, 201)"
call sub_4064AE,"rgb(88, 26, 202)"
short loc_40166E,"rgb(88, 25, 203)"
ecx [esp+4+arg_C],"rgb(88, 24, 204)"
short loc_4014E7,"rgb(88, 23, 205)"
short loc_405733,"rgb(88, 22, 206)"
push [esp+2Ch+var_8],"rgb(88, 21, 207)"
ecx [ebx+14h],"rgb(88, 20, 208)"
sub dword_438958,"rgb(88, 19, 209)"
call sub_411350,"rgb(88, 18, 210)"
short loc_402BE8,"rgb(88, 17, 211)"
short loc_4016AB,"rgb(88, 16, 212)"
short loc_40212F,"rgb(88, 15, 213)"
[ebx-8] offset,"rgb(88, 14, 214)"
short loc_4083D7,"rgb(88, 13, 215)"
and [ebp+var_1C4],"rgb(88, 12, 216)"
inc [ebp+var_70],"rgb(88, 11, 217)"
call sub_406F40,"rgb(88, 10, 218)"
short loc_407BBF,"rgb(88, 9, 219)"
short loc_40649E,"rgb(88, 8, 220)"
offset aM_enable,"rgb(88, 7, 221)"
offset aUningoffseturn,"rgb(88, 6, 222)"
call sub_40D230,"rgb(88, 5, 223)"
short loc_401AF0,"rgb(88, 4, 224)"
call sub_4035F0,"rgb(88, 3, 225)"
short loc_403CBF,"rgb(88, 2, 226)"
[eax+0FECh] 0FFFFFFFFh,"rgb(88, 1, 227)"
ptr [esi+edx],"rgb(88, 0, 228)"
mov [esp+4+arg_0],"rgb(87, 40, 189)"
call sub_401172,"rgb(87, 39, 190)"
short loc_4057B8,"rgb(87, 38, 191)"
short loc_4011BF,"rgb(87, 37, 192)"
ebx [ebp+var_48],"rgb(87, 36, 193)"
short loc_404B11,"rgb(87, 35, 194)"
esi [ebp+4],"rgb(87, 34, 195)"
mov [esp+0BCh+var_BC],"rgb(87, 33, 196)"
call sub_4023B0,"rgb(87, 32, 197)"
short loc_401FF0,"rgb(87, 31, 198)"
short loc_402029,"rgb(87, 30, 199)"
short loc_410EC8,"rgb(87, 29, 200)"
short loc_4084ED,"rgb(87, 28, 201)"
short loc_408DEC,"rgb(87, 27, 202)"
short loc_4015A5,"rgb(87, 26, 203)"
short loc_4041A5,"rgb(87, 25, 204)"
short loc_4041E6,"rgb(87, 24, 205)"
short loc_402119,"rgb(87, 23, 206)"
call sub_40F920,"rgb(87, 22, 207)"
call sub_401722,"rgb(87, 21, 208)"
short loc_403522,"rgb(87, 20, 209)"
short loc_4019FB,"rgb(87, 19, 210)"
eax 0FFF00000h,"rgb(87, 18, 211)"
call sub_40626F,"rgb(87, 17, 212)"
short loc_4021B3,"rgb(87, 16, 213)"
short loc_4021BB,"rgb(87, 15, 214)"
short loc_401220,"rgb(87, 14, 215)"
short loc_40199D,"rgb(87, 13, 216)"
mov [esp+13h],"rgb(87, 12, 217)"
short loc_403998,"rgb(87, 11, 218)"
esi [ebp+var_58],"rgb(87, 10, 219)"
call sub_4029B7,"rgb(87, 9, 220)"
short loc_401639,"rgb(87, 8, 221)"
short loc_404076,"rgb(87, 7, 222)"
short loc_40359C,"rgb(87, 6, 223)"
short loc_406BA2,"rgb(87, 5, 224)"
short loc_401A3D,"rgb(87, 4, 225)"
[ebp-0CCh] ecx,"rgb(87, 3, 226)"
[esp+28h+var_18] ebp,"rgb(87, 2, 227)"
edx [ebp-418h],"rgb(87, 1, 228)"
ecx [ebp+Rect.right],"rgb(87, 0, 229)"
call sub_406505,"rgb(86, 40, 190)"
short loc_402158,"rgb(86, 39, 191)"
short loc_403537,"rgb(86, 38, 192)"
short loc_4043C7,"rgb(86, 37, 193)"
sub [ebp+var_1CC],"rgb(86, 36, 194)"
short loc_4044C5,"rgb(86, 35, 195)"
edx [esi+1],"rgb(86, 34, 196)"
short loc_406072,"rgb(86, 33, 197)"
edi [eax+ecx*2],"rgb(86, 32, 198)"
short loc_4038C5,"rgb(86, 31, 199)"
edi [esi+64h],"rgb(86, 30, 200)"
call sub_40FBD6,"rgb(86, 29, 201)"
call sub_403AD0,"rgb(86, 28, 202)"
offset aStatus_add,"rgb(86, 27, 203)"
short loc_403437,"rgb(86, 26, 204)"
call sub_40FE50,"rgb(86, 25, 205)"
eax [esi+0A8h],"rgb(86, 24, 206)"
short loc_401767,"rgb(86, 23, 207)"
[ebp-244h] eax,"rgb(86, 22, 208)"
eax [ebp+ebp*2+0],"rgb(86, 21, 209)"
ptr [ebp-308h],"rgb(86, 20, 210)"
add [ebp-1Ch],"rgb(86, 19, 211)"
short loc_404203,"rgb(86, 18, 212)"
short loc_40465A,"rgb(86, 17, 213)"
call sub_405073,"rgb(86, 16, 214)"
call sub_4054FD,"rgb(86, 15, 215)"
xor si,"rgb(86, 14, 216)"
[esi+edi] bl,"rgb(86, 13, 217)"
short loc_404BD0,"rgb(86, 12, 218)"
[ebp-188h] ecx,"rgb(86, 11, 219)"
short loc_402759,"rgb(86, 10, 220)"
short loc_404868,"rgb(86, 9, 221)"
short loc_4043D7,"rgb(86, 8, 222)"
short loc_4048F1,"rgb(86, 7, 223)"
short loc_401B23,"rgb(86, 6, 224)"
short loc_40450F,"rgb(86, 5, 225)"
short loc_408A7D,"rgb(86, 4, 226)"
short loc_4010ED,"rgb(86, 3, 227)"
mov [ebp+var_92],"rgb(86, 2, 228)"
short loc_404FCF,"rgb(86, 1, 229)"
[ebp+var_C] 8,"rgb(86, 0, 230)"
short loc_4018E4,"rgb(85, 40, 191)"
short loc_40283B,"rgb(85, 39, 192)"
short loc_40673D,"rgb(85, 38, 193)"
short loc_40C6AB,"rgb(85, 37, 194)"
short loc_403D37,"rgb(85, 36, 195)"
jmp ds:GetExitCodeProcess,"rgb(85, 35, 196)"
[ebp+var_4] 79h,"rgb(85, 34, 197)"
short loc_4040F7,"rgb(85, 33, 198)"
edx [edi+7000h],"rgb(85, 32, 199)"
short loc_4024F2,"rgb(85, 31, 200)"
short loc_402554,"rgb(85, 30, 201)"
[ebp+var_4] 7Eh,"rgb(85, 29, 202)"
short loc_40A475,"rgb(85, 28, 203)"
ptr [eax+0FE8h],"rgb(85, 27, 204)"
[ebp+var_94] edi,"rgb(85, 26, 205)"
short loc_40497B,"rgb(85, 25, 206)"
eax [ebp-288h],"rgb(85, 24, 207)"
short loc_404FDB,"rgb(85, 23, 208)"
eax [esp+2Ch+arg_4],"rgb(85, 22, 209)"
short loc_401E7B,"rgb(85, 21, 210)"
eax [ebp-17Ch],"rgb(85, 20, 211)"
call sub_412B90,"rgb(85, 19, 212)"
esi [eax+22h],"rgb(85, 18, 213)"
[ebp+var_4] 63h,"rgb(85, 17, 214)"
short loc_405E1B,"rgb(85, 16, 215)"
short loc_405DCC,"rgb(85, 15, 216)"
mov [ebp+4],"rgb(85, 14, 217)"
call sub_4013A0,"rgb(85, 13, 218)"
short loc_402284,"rgb(85, 12, 219)"
short loc_40247A,"rgb(85, 11, 220)"
short loc_406376,"rgb(85, 10, 221)"
short loc_40341D,"rgb(85, 9, 222)"
short loc_404FE9,"rgb(85, 8, 223)"
call sub_403282,"rgb(85, 7, 224)"
short loc_407940,"rgb(85, 6, 225)"
call sub_402B3F,"rgb(85, 5, 226)"
short loc_404ECC,"rgb(85, 4, 227)"
short loc_405234,"rgb(85, 3, 228)"
offset aWdfpdo,"rgb(85, 2, 229)"
short loc_403BCD,"rgb(85, 1, 230)"
[ebp+var_4] 49h,"rgb(84, 40, 192)"
short loc_401BF4,"rgb(84, 39, 193)"
short loc_4031BE,"rgb(84, 38, 194)"
short loc_402290,"rgb(84, 37, 195)"
ptr [eax+0FECh],"rgb(84, 36, 196)"
add [ebp+var_1E4],"rgb(84, 35, 197)"
ecx [edi+10h],"rgb(84, 34, 198)"
short loc_403170,"rgb(84, 33, 199)"
or [ebp+var_CC],"rgb(84, 32, 200)"
short loc_405276,"rgb(84, 31, 201)"
call sub_40331C,"rgb(84, 30, 202)"
dec [ebp+var_6C],"rgb(84, 29, 203)"
short loc_4014C0,"rgb(84, 28, 204)"
edi [eax+3],"rgb(84, 27, 205)"
call sub_4085C0,"rgb(84, 26, 206)"
short loc_40E5F2,"rgb(84, 25, 207)"
mov [esp+0A0h+var_A0],"rgb(84, 24, 208)"
short loc_401612,"rgb(84, 23, 209)"
short loc_4031D7,"rgb(84, 22, 210)"
call sub_402B5F,"rgb(84, 21, 211)"
short loc_406792,"rgb(84, 20, 212)"
short loc_404351,"rgb(84, 19, 213)"
[ebp+var_10] 18h,"rgb(84, 18, 214)"
short loc_40EEAF,"rgb(84, 17, 215)"
call sub_4010CA,"rgb(84, 16, 216)"
short loc_403400,"rgb(84, 15, 217)"
eax 0FFFFFFE9h,"rgb(84, 14, 218)"
short loc_401FB0,"rgb(84, 13, 219)"
short loc_40B19E,"rgb(84, 12, 220)"
short loc_4072CF,"rgb(84, 11, 221)"
short loc_402F75,"rgb(84, 10, 222)"
mov [ebp+var_99],"rgb(84, 9, 223)"
jmp ds:CoInitializeEx,"rgb(84, 8, 224)"
short loc_40220F,"rgb(84, 7, 225)"
eax [ebp+NumberOfBytesRead],"rgb(84, 6, 226)"
call sub_406B57,"rgb(84, 5, 227)"
short loc_4052F1,"rgb(84, 4, 228)"
short loc_402357,"rgb(84, 3, 229)"
[ebp+var_2C0] edx,"rgb(84, 2, 230)"
short loc_40631A,"rgb(83, 40, 193)"
call sub_406C7F,"rgb(83, 39, 194)"
[eax-8] 0FFFFFFFFh,"rgb(83, 38, 195)"
call sub_402ADC,"rgb(83, 37, 196)"
short loc_403357,"rgb(83, 36, 197)"
bl 58h,"rgb(83, 35, 198)"
short loc_4014CF,"rgb(83, 34, 199)"
[ecx+edx] eax,"rgb(83, 33, 200)"
short loc_404ED8,"rgb(83, 32, 201)"
short loc_406D66,"rgb(83, 31, 202)"
eax 3DFDh,"rgb(83, 30, 203)"
eax [ebp-170h],"rgb(83, 29, 204)"
short loc_404EAD,"rgb(83, 28, 205)"
short loc_403F2A,"rgb(83, 27, 206)"
short loc_4055F9,"rgb(83, 26, 207)"
short loc_40302A,"rgb(83, 25, 208)"
short loc_4111A9,"rgb(83, 24, 209)"
add [eax+0],"rgb(83, 23, 210)"
mov dword_40EFA0,"rgb(83, 22, 211)"
push [ebp+cchWideChar],"rgb(83, 21, 212)"
push [ebp+lDistanceToMove],"rgb(83, 20, 213)"
neg [ebp+var_4],"rgb(83, 19, 214)"
[ebp-15Ch] ecx,"rgb(83, 18, 215)"
short loc_403D97,"rgb(83, 17, 216)"
short loc_40521B,"rgb(83, 16, 217)"
mov [ebp+var_290],"rgb(83, 15, 218)"
ptr [edx+2Ch],"rgb(83, 14, 219)"
ebp [esp+14h+arg_C],"rgb(83, 13, 220)"
short loc_4099D5,"rgb(83, 12, 221)"
short loc_409659,"rgb(83, 11, 222)"
short loc_404967,"rgb(83, 10, 223)"
ptr [ebp-2ACh],"rgb(83, 9, 224)"
ecx [ebp-110h],"rgb(83, 8, 225)"
short loc_404A30,"rgb(83, 7, 226)"
[ebp+arg_0+3] cl,"rgb(83, 6, 227)"
short loc_4013A5,"rgb(83, 5, 228)"
[edx+8] edi,"rgb(83, 4, 229)"
short loc_411671,"rgb(83, 3, 230)"
esi [eax+23h],"rgb(82, 40, 194)"
short loc_40261C,"rgb(82, 39, 195)"
call sub_40C410,"rgb(82, 38, 196)"
add [ebp-74h],"rgb(82, 37, 197)"
short loc_404857,"rgb(82, 36, 198)"
short loc_4017A7,"rgb(82, 35, 199)"
call sub_406A8C,"rgb(82, 34, 200)"
short loc_402798,"rgb(82, 33, 201)"
[esp+24h+var_C] 0,"rgb(82, 32, 202)"
short loc_4030D5,"rgb(82, 31, 203)"
cl 67h,"rgb(82, 30, 204)"
ptr [ecx+4Ch],"rgb(82, 29, 205)"
ecx [ebp-25Ch],"rgb(82, 28, 206)"
short loc_401327,"rgb(82, 27, 207)"
short loc_403F46,"rgb(82, 26, 208)"
short loc_4027C1,"rgb(82, 25, 209)"
short loc_4053C0,"rgb(82, 24, 210)"
[eax-4] 0FF0h,"rgb(82, 23, 211)"
short loc_4024CA,"rgb(82, 22, 212)"
short loc_40487A,"rgb(82, 21, 213)"
short loc_4043D9,"rgb(82, 20, 214)"
mov [esp+60h+var_34],"rgb(82, 19, 215)"
ecx [ebp+var_424],"rgb(82, 18, 216)"
short loc_402724,"rgb(82, 17, 217)"
short loc_404520,"rgb(82, 16, 218)"
[ebp+var_D] dl,"rgb(82, 15, 219)"
short loc_402AD3,"rgb(82, 14, 220)"
short loc_403498,"rgb(82, 13, 221)"
mov [ebp+var_91],"rgb(82, 12, 222)"
call sub_402660,"rgb(82, 11, 223)"
lock cmp,"rgb(82, 10, 224)"
eax 31BDh,"rgb(82, 9, 225)"
short loc_401816,"rgb(82, 8, 226)"
mov [ebp-6],"rgb(82, 7, 227)"
short loc_401E79,"rgb(82, 6, 228)"
[ebp-194h] eax,"rgb(82, 5, 229)"
short loc_4045F8,"rgb(82, 4, 230)"
[ebp-168h] edx,"rgb(81, 40, 195)"
short loc_402B41,"rgb(81, 39, 196)"
eax 200000h,"rgb(81, 38, 197)"
short loc_403928,"rgb(81, 37, 198)"
short loc_406285,"rgb(81, 36, 199)"
short loc_40271E,"rgb(81, 35, 200)"
[ebp+var_A] dx,"rgb(81, 34, 201)"
short loc_4011A3,"rgb(81, 33, 202)"
[esi+5Ch] eax,"rgb(81, 32, 203)"
short loc_4043B0,"rgb(81, 31, 204)"
short loc_401EEE,"rgb(81, 30, 205)"
edx [eax+esi],"rgb(81, 29, 206)"
short loc_404FAD,"rgb(81, 28, 207)"
short loc_404745,"rgb(81, 27, 208)"
short loc_40148D,"rgb(81, 26, 209)"
short loc_40F238,"rgb(81, 25, 210)"
short loc_402A9F,"rgb(81, 24, 211)"
short loc_4080B5,"rgb(81, 23, 212)"
short loc_401A95,"rgb(81, 22, 213)"
call sub_40F5F0,"rgb(81, 21, 214)"
short loc_404550,"rgb(81, 20, 215)"
short loc_401CD1,"rgb(81, 19, 216)"
short loc_405533,"rgb(81, 18, 217)"
short loc_4017B5,"rgb(81, 17, 218)"
ebx [ecx+esi],"rgb(81, 16, 219)"
[ebp-174h] edx,"rgb(81, 15, 220)"
mov [esp+84h+var_84],"rgb(81, 14, 221)"
short loc_402351,"rgb(81, 13, 222)"
jmp ds:StringFromGUID2,"rgb(81, 12, 223)"
push [ebp+lpValueName],"rgb(81, 11, 224)"
short loc_4048C6,"rgb(81, 10, 225)"
[esp+2Ch+var_14] ebx,"rgb(81, 9, 226)"
short loc_4025B7,"rgb(81, 8, 227)"
esi 0FFFFFFFAh,"rgb(81, 7, 228)"
edi [eax+1Ch],"rgb(81, 6, 229)"
short loc_406735,"rgb(81, 5, 230)"
short loc_4116F0,"rgb(80, 40, 196)"
[ebp-28h] edi,"rgb(80, 39, 197)"
eax 3085h,"rgb(80, 38, 198)"
[eax+1Ch] edx,"rgb(80, 37, 199)"
short loc_407FBD,"rgb(80, 36, 200)"
call sub_405C5E,"rgb(80, 35, 201)"
short loc_40309F,"rgb(80, 34, 202)"
cmp [ebp-28h],"rgb(80, 33, 203)"
ebp [esp+1Ch+arg_4],"rgb(80, 32, 204)"
short loc_403B06,"rgb(80, 31, 205)"
sub [ebp+var_A8],"rgb(80, 30, 206)"
short loc_4036CA,"rgb(80, 29, 207)"
call sub_4022E2,"rgb(80, 28, 208)"
short loc_404198,"rgb(80, 27, 209)"
call sub_40A7F0,"rgb(80, 26, 210)"
short loc_403AC6,"rgb(80, 25, 211)"
short loc_408DDF,"rgb(80, 24, 212)"
short loc_40139F,"rgb(80, 23, 213)"
mov [esp+50h+var_C],"rgb(80, 22, 214)"
short loc_4043D4,"rgb(80, 21, 215)"
short loc_4010B2,"rgb(80, 20, 216)"
short loc_40554E,"rgb(80, 19, 217)"
short loc_40FFA0,"rgb(80, 18, 218)"
call sub_407252,"rgb(80, 17, 219)"
jmp ds:iswascii,"rgb(80, 16, 220)"
short loc_401DB6,"rgb(80, 15, 221)"
call sub_40B2C0,"rgb(80, 14, 222)"
uNumber edi,"rgb(80, 13, 223)"
esi [ebp-44h],"rgb(80, 12, 224)"
short loc_40D5EB,"rgb(80, 11, 225)"
eax [ebp-32Ch],"rgb(80, 10, 226)"
short loc_404C14,"rgb(80, 9, 227)"
and [ebp+var_21C],"rgb(80, 8, 228)"
short loc_402263,"rgb(80, 7, 229)"
short loc_401307,"rgb(80, 6, 230)"
short loc_401972,"rgb(79, 40, 197)"
short loc_406158,"rgb(79, 39, 198)"
edi [esi+1Ch],"rgb(79, 38, 199)"
short loc_401C99,"rgb(79, 37, 200)"
short loc_401F83,"rgb(79, 36, 201)"
[ebx] di,"rgb(79, 35, 202)"
jmp ds:CoTaskMemRealloc,"rgb(79, 34, 203)"
short loc_40369A,"rgb(79, 33, 204)"
[ebp-144h] eax,"rgb(79, 32, 205)"
ptr [edx+0Eh],"rgb(79, 31, 206)"
short loc_4043A6,"rgb(79, 30, 207)"
edi [ebp+1Ch],"rgb(79, 29, 208)"
short loc_406D63,"rgb(79, 28, 209)"
[ebp-114h] edx,"rgb(79, 27, 210)"
ecx [ecx+edi*4],"rgb(79, 26, 211)"
[ecx+3Ch] eax,"rgb(79, 25, 212)"
short loc_40346B,"rgb(79, 24, 213)"
short loc_40227E,"rgb(79, 23, 214)"
jmp ds:VirtualProtectEx,"rgb(79, 22, 215)"
ptr [ebp-3Bh],"rgb(79, 21, 216)"
short loc_404706,"rgb(79, 20, 217)"
short loc_4059A5,"rgb(79, 19, 218)"
[ebp+var_18] 2,"rgb(79, 18, 219)"
eax [ebp-218h],"rgb(79, 17, 220)"
short loc_4052DF,"rgb(79, 16, 221)"
short loc_404B3E,"rgb(79, 15, 222)"
mov dword_439274,"rgb(79, 14, 223)"
call sub_40119B,"rgb(79, 13, 224)"
short loc_40DACF,"rgb(79, 12, 225)"
[esp+40h+var_28] edx,"rgb(79, 11, 226)"
short loc_40529C,"rgb(79, 10, 227)"
short loc_404F8D,"rgb(79, 9, 228)"
esi [ebp+var_54],"rgb(79, 8, 229)"
xmm3 xmmword,"rgb(79, 7, 230)"
jmp ds:glDepthRange,"rgb(78, 40, 198)"
mov dword_416384,"rgb(78, 39, 199)"
push [ebp+var_1C4],"rgb(78, 38, 200)"
short loc_403EC6,"rgb(78, 37, 201)"
short loc_404B5C,"rgb(78, 36, 202)"
call sub_405683,"rgb(78, 35, 203)"
short loc_401A70,"rgb(78, 34, 204)"
short loc_404013,"rgb(78, 33, 205)"
short loc_403D93,"rgb(78, 32, 206)"
call ??0CString@@QAE@ABV0@@Z,"rgb(78, 31, 207)"
[eax+0FE8h] 0FF0h,"rgb(78, 30, 208)"
ecx [ecx+10h],"rgb(78, 29, 209)"
esi (offset,"rgb(78, 28, 210)"
short loc_40A0BC,"rgb(78, 27, 211)"
short loc_40158D,"rgb(78, 26, 212)"
[ebp+var_8] 3Bh,"rgb(78, 25, 213)"
esp [ebp-14h],"rgb(78, 24, 214)"
short loc_407659,"rgb(78, 23, 215)"
short loc_401627,"rgb(78, 22, 216)"
short loc_4019EC,"rgb(78, 21, 217)"
esi dword,"rgb(78, 20, 218)"
ecx 1E48h,"rgb(78, 19, 219)"
short loc_40375E,"rgb(78, 18, 220)"
call sub_4023D2,"rgb(78, 17, 221)"
ebx [esi+10h],"rgb(78, 16, 222)"
[eax+18h] edx,"rgb(78, 15, 223)"
call sub_401390,"rgb(78, 14, 224)"
[esp+48h+var_14] eax,"rgb(78, 13, 225)"
short loc_4052F5,"rgb(78, 12, 226)"
[esp+20h+var_8] edx,"rgb(78, 11, 227)"
call ds:GetLocaleInfoW,"rgb(78, 10, 228)"
call ds:GetEnvironmentStrings,"rgb(78, 9, 229)"
edi 7FFFFFFFh,"rgb(78, 8, 230)"
call sub_4056D4,"rgb(77, 40, 199)"
short loc_405800,"rgb(77, 39, 200)"
arpl si,"rgb(77, 38, 201)"
bh 7Fh,"rgb(77, 37, 202)"
short loc_401F7A,"rgb(77, 36, 203)"
call sub_40B4B0,"rgb(77, 35, 204)"
eax [esi+eax*8],"rgb(77, 34, 205)"
ah [eax],"rgb(77, 33, 206)"
short loc_4020FE,"rgb(77, 32, 207)"
short loc_40498E,"rgb(77, 31, 208)"
short loc_4034F5,"rgb(77, 30, 209)"
call sub_402000,"rgb(77, 29, 210)"
call sub_403F6C,"rgb(77, 28, 211)"
short loc_401922,"rgb(77, 27, 212)"
add [ebp+var_A4],"rgb(77, 26, 213)"
short loc_402118,"rgb(77, 25, 214)"
call sub_4073D0,"rgb(77, 24, 215)"
short loc_406343,"rgb(77, 23, 216)"
ptr [ebp-314h],"rgb(77, 22, 217)"
eax [edi+eax*2],"rgb(77, 21, 218)"
short loc_40762D,"rgb(77, 20, 219)"
call sub_404B53,"rgb(77, 19, 220)"
ebx [ebp+var_54],"rgb(77, 18, 221)"
ebx [ecx+eax*4],"rgb(77, 17, 222)"
short loc_402A2E,"rgb(77, 16, 223)"
call ds:InterlockedExchange,"rgb(77, 15, 224)"
short loc_40773B,"rgb(77, 14, 225)"
short loc_40D375,"rgb(77, 13, 226)"
div [ebp+arg_C],"rgb(77, 12, 227)"
short loc_40220B,"rgb(77, 11, 228)"
short loc_402087,"rgb(77, 10, 229)"
offset aIfItectoryAnte,"rgb(77, 9, 230)"
short loc_407188,"rgb(76, 40, 200)"
and [ebp+var_240],"rgb(76, 39, 201)"
call sub_404860,"rgb(76, 38, 202)"
short loc_401F2D,"rgb(76, 37, 203)"
call ds:GetSubMenu,"rgb(76, 36, 204)"
short loc_40362D,"rgb(76, 35, 205)"
ecx [esp+3Ch+var_C],"rgb(76, 34, 206)"
[ebp-38h] esi,"rgb(76, 33, 207)"
ecx dword_415A5C,"rgb(76, 32, 208)"
edx -1,"rgb(76, 31, 209)"
[eax] 24h,"rgb(76, 30, 210)"
[ebp+var_374] eax,"rgb(76, 29, 211)"
mov [ebp-128h],"rgb(76, 28, 212)"
short loc_4075A8,"rgb(76, 27, 213)"
mov dword_41639C,"rgb(76, 26, 214)"
short loc_40888A,"rgb(76, 25, 215)"
short loc_403A05,"rgb(76, 24, 216)"
[edx+20h] eax,"rgb(76, 23, 217)"
push 110Ah,"rgb(76, 22, 218)"
mov [esp+58h+var_20],"rgb(76, 21, 219)"
short loc_401C4C,"rgb(76, 20, 220)"
short loc_404F8A,"rgb(76, 19, 221)"
short loc_403E34,"rgb(76, 18, 222)"
short loc_408110,"rgb(76, 17, 223)"
eax 3FD4h,"rgb(76, 16, 224)"
push [esp+10h+arg_0],"rgb(76, 15, 225)"
short loc_402A3F,"rgb(76, 14, 226)"
short loc_403196,"rgb(76, 13, 227)"
call sub_402706,"rgb(76, 12, 228)"
[ebp-4] 0Ch,"rgb(76, 11, 229)"
short loc_407AA1,"rgb(76, 10, 230)"
