Term,RGB
short loc_401CD1,"rgb(137, 32, 157)"
short loc_4039E2,"rgb(137, 31, 158)"
ptr [ebx-1],"rgb(137, 30, 159)"
eax [ebp+var_324],"rgb(136, 49, 141)"
eax dword_43E270,"rgb(136, 48, 142)"
edi [ecx+58h],"rgb(136, 47, 143)"
and [ebp+var_98],"rgb(136, 46, 144)"
ebp 5Bh,"rgb(136, 45, 145)"
and [ebp+var_7C],"rgb(136, 44, 146)"
[esp+18h+var_8] edi,"rgb(136, 43, 147)"
[esp+3Ch+var_8] eax,"rgb(136, 42, 148)"
call sub_4104B0,"rgb(136, 41, 149)"
call sub_40D450,"rgb(136, 40, 150)"
call sub_404130,"rgb(136, 39, 151)"
short loc_409A2E,"rgb(136, 38, 152)"
call sub_405A50,"rgb(136, 37, 153)"
short loc_402577,"rgb(136, 36, 154)"
call sub_408F10,"rgb(136, 35, 155)"
call sub_4059B0,"rgb(136, 34, 156)"
add [esp+18h+var_8],"rgb(136, 33, 157)"
call sub_40A0F0,"rgb(136, 32, 158)"
short loc_40A5E6,"rgb(136, 31, 159)"
short loc_4020E4,"rgb(135, 49, 142)"
short loc_403F2D,"rgb(135, 48, 143)"
short loc_40723B,"rgb(135, 47, 144)"
call sub_409820,"rgb(135, 46, 145)"
short loc_40570E,"rgb(135, 45, 146)"
ecx [esp+3Ch+var_24],"rgb(135, 44, 147)"
[ebp+var_10] 4,"rgb(135, 43, 148)"
edx [ebp+var_31C],"rgb(135, 42, 149)"
[ebp+var_1F0] ecx,"rgb(135, 41, 150)"
mov [esp+38h+arg_0],"rgb(135, 40, 151)"
ecx [ebp+1Ch],"rgb(135, 39, 152)"
eax dword_43802C,"rgb(135, 38, 153)"
short loc_40204E,"rgb(135, 37, 154)"
short loc_401C1E,"rgb(135, 36, 155)"
short loc_4025B7,"rgb(135, 35, 156)"
[ebp+var_200] ecx,"rgb(135, 34, 157)"
add [ebp+var_2C],"rgb(135, 33, 158)"
eax dword_40F0E4,"rgb(135, 32, 159)"
short loc_401CB3,"rgb(134, 49, 143)"
ptr [edx+6Ch],"rgb(134, 48, 144)"
call sub_4081A0,"rgb(134, 47, 145)"
short loc_402557,"rgb(134, 46, 146)"
short loc_40AFFA,"rgb(134, 45, 147)"
dl 17h,"rgb(134, 44, 148)"
[ebp+var_214] ecx,"rgb(134, 43, 149)"
short loc_40386A,"rgb(134, 42, 150)"
call sub_4064E0,"rgb(134, 41, 151)"
short loc_4094BD,"rgb(134, 40, 152)"
call sub_409200,"rgb(134, 39, 153)"
sar bh,"rgb(134, 38, 154)"
short loc_402598,"rgb(134, 37, 155)"
ptr [ebp-1ECh],"rgb(134, 36, 156)"
[ebp-0B4h] ecx,"rgb(134, 35, 157)"
call [ebp+var_14],"rgb(134, 34, 158)"
esp 298h,"rgb(134, 33, 159)"
short loc_406938,"rgb(133, 49, 144)"
esp 1C8h,"rgb(133, 48, 145)"
short loc_403248,"rgb(133, 47, 146)"
call sub_407230,"rgb(133, 46, 147)"
cl 32h,"rgb(133, 45, 148)"
short loc_4015BB,"rgb(133, 44, 149)"
call sub_406112,"rgb(133, 43, 150)"
call sub_40A130,"rgb(133, 42, 151)"
[ebp+var_2E0] ecx,"rgb(133, 41, 152)"
short loc_4032AB,"rgb(133, 40, 153)"
short loc_408F5F,"rgb(133, 39, 154)"
short loc_401B9E,"rgb(133, 38, 155)"
short loc_401793,"rgb(133, 37, 156)"
short loc_4017B6,"rgb(133, 36, 157)"
mov [esp+18h+var_6],"rgb(133, 35, 158)"
short loc_40659F,"rgb(133, 34, 159)"
call sub_40E940,"rgb(132, 49, 145)"
esp 2B0h,"rgb(132, 48, 146)"
ecx [eax+ebx],"rgb(132, 47, 147)"
short loc_404D4F,"rgb(132, 46, 148)"
jmp ds:CharNextExA,"rgb(132, 45, 149)"
[ebp+1Ch] edi,"rgb(132, 44, 150)"
eax 0FFFFFFB3h,"rgb(132, 43, 151)"
short loc_40B41B,"rgb(132, 42, 152)"
short loc_40638F,"rgb(132, 41, 153)"
call sub_403F50,"rgb(132, 40, 154)"
short loc_4021D1,"rgb(132, 39, 155)"
short loc_4015D3,"rgb(132, 38, 156)"
edx [esp+44h+var_30],"rgb(132, 37, 157)"
short loc_401733,"rgb(132, 36, 158)"
call sub_404C60,"rgb(132, 35, 159)"
short loc_409065,"rgb(131, 49, 146)"
edi [eax+7Ch],"rgb(131, 48, 147)"
short loc_401DA3,"rgb(131, 47, 148)"
short loc_40192D,"rgb(131, 46, 149)"
ebx [eax+54h],"rgb(131, 45, 150)"
short loc_40174C,"rgb(131, 44, 151)"
edi [esp+28h+var_18],"rgb(131, 43, 152)"
short loc_40185D,"rgb(131, 42, 153)"
call sub_409BB0,"rgb(131, 41, 154)"
esp 168h,"rgb(131, 40, 155)"
call sub_408280,"rgb(131, 39, 156)"
short loc_4016B6,"rgb(131, 38, 157)"
short loc_402186,"rgb(131, 37, 158)"
ecx [ebp-160h],"rgb(131, 36, 159)"
short loc_401611,"rgb(130, 49, 147)"
call sub_40C680,"rgb(130, 48, 148)"
[ebp+var_8] 0FFFFFFFFh,"rgb(130, 47, 149)"
short loc_401577,"rgb(130, 46, 150)"
short loc_401CE0,"rgb(130, 45, 151)"
short loc_407E52,"rgb(130, 44, 152)"
short loc_401B6C,"rgb(130, 43, 153)"
eax [ebp-0D4h],"rgb(130, 42, 154)"
esp 2E4h,"rgb(130, 41, 155)"
short loc_4019FA,"rgb(130, 40, 156)"
jmp ds:RegLoadKeyA,"rgb(130, 39, 157)"
short loc_4015F8,"rgb(130, 38, 158)"
bl [esp+18h+var_5],"rgb(130, 37, 159)"
eax [edx+ebx],"rgb(129, 49, 148)"
short loc_407A51,"rgb(129, 48, 149)"
call sub_402F70,"rgb(129, 47, 150)"
call sub_40B430,"rgb(129, 46, 151)"
ptr [ebp-234h],"rgb(129, 45, 152)"
short loc_403DE5,"rgb(129, 44, 153)"
short loc_40125B,"rgb(129, 43, 154)"
short loc_4024DA,"rgb(129, 42, 155)"
call sub_4031C0,"rgb(129, 41, 156)"
mov dword_4100AC,"rgb(129, 40, 157)"
[ebp+var_274] ecx,"rgb(129, 39, 158)"
ecx [ebp+var_278],"rgb(129, 38, 159)"
call sub_402B75,"rgb(128, 49, 149)"
call sub_4055B0,"rgb(128, 48, 150)"
edx [ebp+var_330],"rgb(128, 47, 151)"
short loc_4083B1,"rgb(128, 46, 152)"
call sub_405890,"rgb(128, 45, 153)"
ebx [esp+28h+var_4],"rgb(128, 44, 154)"
short loc_402497,"rgb(128, 43, 155)"
short loc_4024CD,"rgb(128, 42, 156)"
call sub_4048B0,"rgb(128, 41, 157)"
edx [ecx+edx*8],"rgb(128, 40, 158)"
call sub_403570,"rgb(128, 39, 159)"
[ebx+30h] dh,"rgb(159, 38, 128)"
call ds:RegCreateKeyExA,"rgb(159, 37, 129)"
short loc_4014B1,"rgb(159, 36, 130)"
call sub_406490,"rgb(159, 35, 131)"
short loc_403EEC,"rgb(159, 34, 132)"
short loc_402E96,"rgb(159, 33, 133)"
ebx [eax+38h],"rgb(159, 32, 134)"
short loc_403086,"rgb(159, 31, 135)"
esp 84h,"rgb(159, 30, 136)"
eax 0FFFFFFA1h,"rgb(159, 29, 137)"
short loc_408525,"rgb(159, 28, 138)"
short loc_4024AC,"rgb(159, 27, 139)"
short loc_402072,"rgb(159, 26, 140)"
mov [esp+60h+var_40],"rgb(159, 25, 141)"
esi [eax+90h],"rgb(159, 24, 142)"
edx [ebp+var_2F0],"rgb(159, 23, 143)"
eax 0FFFFFFC3h,"rgb(159, 22, 144)"
short loc_407C8B,"rgb(159, 21, 145)"
short loc_401311,"rgb(159, 20, 146)"
short loc_40143A,"rgb(159, 19, 147)"
short loc_401FDF,"rgb(159, 18, 148)"
esi [ebp+var_38],"rgb(159, 17, 149)"
[esp+20h+var_4] ecx,"rgb(159, 16, 150)"
short loc_402516,"rgb(159, 15, 151)"
short loc_401563,"rgb(159, 14, 152)"
[esp+14h+var_8] edi,"rgb(159, 13, 153)"
edx [esp+40h+var_30],"rgb(159, 12, 154)"
call sub_407A40,"rgb(159, 11, 155)"
ebx 0E6h,"rgb(159, 10, 156)"
short loc_40472E,"rgb(159, 9, 157)"
short loc_4014F3,"rgb(159, 8, 158)"
eax [esi+edi],"rgb(159, 7, 159)"
short loc_408E9D,"rgb(158, 39, 128)"
call sub_408370,"rgb(158, 38, 129)"
call sub_4082C0,"rgb(158, 37, 130)"
short loc_40AFDB,"rgb(158, 36, 131)"
edx [edx+eax*4],"rgb(158, 35, 132)"
cl 13h,"rgb(158, 34, 133)"
call sub_408C30,"rgb(158, 33, 134)"
short loc_401180,"rgb(158, 32, 135)"
short loc_401D03,"rgb(158, 31, 136)"
call sub_40BE60,"rgb(158, 30, 137)"
[esp+28h+arg_4] eax,"rgb(158, 29, 138)"
short loc_401A58,"rgb(158, 28, 139)"
dl 27h,"rgb(158, 27, 140)"
[ecx-1] dl,"rgb(158, 26, 141)"
short loc_40185B,"rgb(158, 25, 142)"
[esp+20h+var_8] edx,"rgb(158, 24, 143)"
short loc_40128D,"rgb(158, 23, 144)"
call sub_409220,"rgb(158, 22, 145)"
esp 19Ch,"rgb(158, 21, 146)"
ebx dword,"rgb(158, 20, 147)"
call sub_4073D0,"rgb(158, 19, 148)"
short loc_406269,"rgb(158, 18, 149)"
short loc_401BF7,"rgb(158, 17, 150)"
short loc_40298B,"rgb(158, 16, 151)"
short loc_401616,"rgb(158, 15, 152)"
dl 7Bh,"rgb(158, 14, 153)"
dl 21h,"rgb(158, 13, 154)"
call sub_40C3C0,"rgb(158, 12, 155)"
esp 3B8h,"rgb(158, 11, 156)"
short loc_401F63,"rgb(158, 10, 157)"
short loc_401F0D,"rgb(158, 9, 158)"
short loc_408114,"rgb(158, 8, 159)"
ecx [ebp-0D8h],"rgb(157, 40, 128)"
call sub_408850,"rgb(157, 39, 129)"
esp 134h,"rgb(157, 38, 130)"
short loc_40234A,"rgb(157, 37, 131)"
[edi] dh,"rgb(157, 36, 132)"
edi [ecx+68h],"rgb(157, 35, 133)"
[edx] si,"rgb(157, 34, 134)"
[esp+30h+var_20] esi,"rgb(157, 33, 135)"
eax [eax+34h],"rgb(157, 32, 136)"
eax [ebp-0C0h],"rgb(157, 31, 137)"
short loc_401AD1,"rgb(157, 30, 138)"
ptr [ebp-1E8h],"rgb(157, 29, 139)"
call sub_409EF0,"rgb(157, 28, 140)"
edx [esp+4Ch+var_28],"rgb(157, 27, 141)"
edx [esp+4Ch+var_24],"rgb(157, 26, 142)"
jmp ds:CreateMutexA,"rgb(157, 25, 143)"
[esp+2Ch+var_18] ecx,"rgb(157, 24, 144)"
short loc_402400,"rgb(157, 23, 145)"
short loc_40673E,"rgb(157, 22, 146)"
call sub_40A990,"rgb(157, 21, 147)"
[ebp-80h] ecx,"rgb(157, 20, 148)"
short loc_40CD4E,"rgb(157, 19, 149)"
ebp 56h,"rgb(157, 18, 150)"
esi [esp+30h+var_4],"rgb(157, 17, 151)"
short loc_408EC1,"rgb(157, 16, 152)"
call sub_40A170,"rgb(157, 15, 153)"
short loc_4024B8,"rgb(157, 14, 154)"
short loc_4027E2,"rgb(157, 13, 155)"
short loc_401E93,"rgb(157, 12, 156)"
short loc_4014B3,"rgb(157, 11, 157)"
short loc_4014A3,"rgb(157, 10, 158)"
call sub_4083E0,"rgb(157, 9, 159)"
call sub_4056A0,"rgb(156, 41, 128)"
eax [ebp-188h],"rgb(156, 40, 129)"
ecx [ebp-54h],"rgb(156, 39, 130)"
call sub_4039F0,"rgb(156, 38, 131)"
push 801Ch,"rgb(156, 37, 132)"
edx [edx+esi*2],"rgb(156, 36, 133)"
short loc_401AB6,"rgb(156, 35, 134)"
sbb [esi],"rgb(156, 34, 135)"
call sub_405090,"rgb(156, 33, 136)"
mov dword_57ECA0,"rgb(156, 32, 137)"
[ebp+var_2C8] eax,"rgb(156, 31, 138)"
[ebp-6Ch] ecx,"rgb(156, 30, 139)"
short loc_40124F,"rgb(156, 29, 140)"
short loc_4010CD,"rgb(156, 28, 141)"
eax 0FFFFFFE1h,"rgb(156, 27, 142)"
esp 3E0h,"rgb(156, 26, 143)"
call sub_40A7C0,"rgb(156, 25, 144)"
esi [esp+10h+arg_C],"rgb(156, 24, 145)"
ptr [ebp-1D8h],"rgb(156, 23, 146)"
[ebp-0A8h] eax,"rgb(156, 22, 147)"
[ebp-0A4h] ecx,"rgb(156, 21, 148)"
and [ebp+var_C0],"rgb(156, 20, 149)"
short loc_40AB9A,"rgb(156, 19, 150)"
cmp dword_410090,"rgb(156, 18, 151)"
esp 3F8h,"rgb(156, 17, 152)"
mov dword_43803C,"rgb(156, 16, 153)"
call sub_404690,"rgb(156, 15, 154)"
short loc_4045D8,"rgb(156, 14, 155)"
short loc_40483A,"rgb(156, 13, 156)"
short loc_40111D,"rgb(156, 12, 157)"
[esp+20h+var_4] edx,"rgb(156, 11, 158)"
short loc_401D5E,"rgb(156, 10, 159)"
eax [ebp-0A0h],"rgb(155, 42, 128)"
short loc_40529A,"rgb(155, 41, 129)"
short loc_408504,"rgb(155, 40, 130)"
call sub_407170,"rgb(155, 39, 131)"
short loc_405254,"rgb(155, 38, 132)"
short loc_4052C5,"rgb(155, 37, 133)"
short loc_401836,"rgb(155, 36, 134)"
eax [ebp+var_308],"rgb(155, 35, 135)"
short loc_40ECC3,"rgb(155, 34, 136)"
short loc_401693,"rgb(155, 33, 137)"
or [ebp+var_2C],"rgb(155, 32, 138)"
mov dword_40F074,"rgb(155, 31, 139)"
short loc_40CBEA,"rgb(155, 30, 140)"
[esp+40h+var_30] ecx,"rgb(155, 29, 141)"
[ebp+var_18] 4,"rgb(155, 28, 142)"
call sub_408270,"rgb(155, 27, 143)"
short loc_402276,"rgb(155, 26, 144)"
short loc_404DC9,"rgb(155, 25, 145)"
short loc_402C59,"rgb(155, 24, 146)"
call sub_409270,"rgb(155, 23, 147)"
short loc_401A63,"rgb(155, 22, 148)"
ebp [esi+10h],"rgb(155, 21, 149)"
short loc_4016D9,"rgb(155, 20, 150)"
jmp ds:BitBlt,"rgb(155, 19, 151)"
add [ebp+var_30],"rgb(155, 18, 152)"
eax [ebp+var_338],"rgb(155, 17, 153)"
dh dh,"rgb(155, 16, 154)"
mov [ebp+lpProcName],"rgb(155, 15, 155)"
[esp+3Ch+var_C] eax,"rgb(155, 14, 156)"
call sub_40C210,"rgb(155, 13, 157)"
call ds:SendMessageA,"rgb(155, 12, 158)"
short loc_4013BA,"rgb(155, 11, 159)"
call sub_404800,"rgb(154, 43, 128)"
short loc_403960,"rgb(154, 42, 129)"
short loc_402370,"rgb(154, 41, 130)"
short loc_402481,"rgb(154, 40, 131)"
eax 0FFFFFF58h,"rgb(154, 39, 132)"
short loc_4036CD,"rgb(154, 38, 133)"
short loc_4012CD,"rgb(154, 37, 134)"
call sub_408CE0,"rgb(154, 36, 135)"
ebx ds:WideCharToMultiByte,"rgb(154, 35, 136)"
[ebp+var_3E] ax,"rgb(154, 34, 137)"
eax [esp+44h+var_14],"rgb(154, 33, 138)"
short loc_40169B,"rgb(154, 32, 139)"
ebp [edi-1],"rgb(154, 31, 140)"
ecx [esp+5Ch+var_44],"rgb(154, 30, 141)"
short loc_401DD7,"rgb(154, 29, 142)"
short loc_4021FC,"rgb(154, 28, 143)"
short loc_401E47,"rgb(154, 27, 144)"
short loc_402236,"rgb(154, 26, 145)"
short loc_4023B2,"rgb(154, 25, 146)"
short loc_403C41,"rgb(154, 24, 147)"
short loc_409075,"rgb(154, 23, 148)"
short loc_40A073,"rgb(154, 22, 149)"
short loc_40167A,"rgb(154, 21, 150)"
short loc_40138A,"rgb(154, 20, 151)"
short loc_415FD4,"rgb(154, 19, 152)"
call sub_404070,"rgb(154, 18, 153)"
short loc_402626,"rgb(154, 17, 154)"
short loc_40331B,"rgb(154, 16, 155)"
[ecx] esp,"rgb(154, 15, 156)"
call sub_405C60,"rgb(154, 14, 157)"
short loc_4019D7,"rgb(154, 13, 158)"
short loc_401B12,"rgb(154, 12, 159)"
ebp 0DEh,"rgb(153, 44, 128)"
call sub_40E650,"rgb(153, 43, 129)"
[esp+24h+var_14] edi,"rgb(153, 42, 130)"
short loc_4017E3,"rgb(153, 41, 131)"
call sub_40C850,"rgb(153, 40, 132)"
short loc_410746,"rgb(153, 39, 133)"
short loc_4016AD,"rgb(153, 38, 134)"
short loc_40344F,"rgb(153, 37, 135)"
[ebp-60h] eax,"rgb(153, 36, 136)"
short loc_401DFA,"rgb(153, 35, 137)"
ecx [ebp-230h],"rgb(153, 34, 138)"
short loc_401C6B,"rgb(153, 33, 139)"
short loc_4016F9,"rgb(153, 32, 140)"
short loc_40168D,"rgb(153, 31, 141)"
eax 0FFFFFFD8h,"rgb(153, 30, 142)"
eax [ebp-38h],"rgb(153, 29, 143)"
short loc_408011,"rgb(153, 28, 144)"
[ebp+var_1B0] edx,"rgb(153, 27, 145)"
[ebp+var_1D4] edx,"rgb(153, 26, 146)"
jmp ds:RegDeleteKeyA,"rgb(153, 25, 147)"
ecx [esp+3Ch+var_14],"rgb(153, 24, 148)"
edi 0A7h,"rgb(153, 23, 149)"
eax [ebp+var_300],"rgb(153, 22, 150)"
[ebp+var_1DC] edx,"rgb(153, 21, 151)"
[ebp+var_1D0] edx,"rgb(153, 20, 152)"
cmp dword_432040,"rgb(153, 19, 153)"
short loc_402443,"rgb(153, 18, 154)"
short loc_401843,"rgb(153, 17, 155)"
ebp [eax+24h],"rgb(153, 16, 156)"
eax [esp+30h+arg_4],"rgb(153, 15, 157)"
short loc_402E27,"rgb(153, 14, 158)"
eax 0FFFFFFDBh,"rgb(153, 13, 159)"
short loc_40268E,"rgb(152, 45, 128)"
short loc_4015FD,"rgb(152, 44, 129)"
short loc_4095F8,"rgb(152, 43, 130)"
short loc_4095E9,"rgb(152, 42, 131)"
call sub_408440,"rgb(152, 41, 132)"
short loc_4061CF,"rgb(152, 40, 133)"
dword_43803C ebx,"rgb(152, 39, 134)"
short loc_401242,"rgb(152, 38, 135)"
call sub_405860,"rgb(152, 37, 136)"
call sub_40AD50,"rgb(152, 36, 137)"
short loc_409615,"rgb(152, 35, 138)"
ptr [esp+2Ch],"rgb(152, 34, 139)"
[ebp+var_188] ecx,"rgb(152, 33, 140)"
short loc_401510,"rgb(152, 32, 141)"
edx [ebp+var_368],"rgb(152, 31, 142)"
edi [esp+20h+var_8],"rgb(152, 30, 143)"
[esp+48h+var_C] eax,"rgb(152, 29, 144)"
short loc_405C06,"rgb(152, 28, 145)"
edi [esp+38h+var_28],"rgb(152, 27, 146)"
sbb ah,"rgb(152, 26, 147)"
edi [esp+24h+var_8],"rgb(152, 25, 148)"
short loc_4023B6,"rgb(152, 24, 149)"
call sub_40CA50,"rgb(152, 23, 150)"
esp 334h,"rgb(152, 22, 151)"
call sub_40CFC0,"rgb(152, 21, 152)"
ebx 0C9h,"rgb(152, 20, 153)"
mov [esp+4Ch+var_C],"rgb(152, 19, 154)"
[esi+8] edx,"rgb(152, 18, 155)"
short loc_403603,"rgb(152, 17, 156)"
short loc_40205E,"rgb(152, 16, 157)"
short loc_401D64,"rgb(152, 15, 158)"
jmp ds:GetCurrentDirectoryA,"rgb(152, 14, 159)"
ecx [ebp-8Ch],"rgb(151, 46, 128)"
short loc_4052C8,"rgb(151, 45, 129)"
ebx [esp+28h+arg_8],"rgb(151, 44, 130)"
[esp+1Ch+var_C] esi,"rgb(151, 43, 131)"
call sub_40F7B0,"rgb(151, 42, 132)"
call sub_424DDC,"rgb(151, 41, 133)"
call sub_4083D0,"rgb(151, 40, 134)"
short loc_406517,"rgb(151, 39, 135)"
[ecx+54h] 0,"rgb(151, 38, 136)"
eax [ebp-0ECh],"rgb(151, 37, 137)"
[ebp+var_1C8] edx,"rgb(151, 36, 138)"
short loc_4076E6,"rgb(151, 35, 139)"
dw 56h,"rgb(151, 34, 140)"
short loc_407E78,"rgb(151, 33, 141)"
call sub_408660,"rgb(151, 32, 142)"
short loc_40417D,"rgb(151, 31, 143)"
short loc_40294E,"rgb(151, 30, 144)"
short loc_407723,"rgb(151, 29, 145)"
short loc_40971E,"rgb(151, 28, 146)"
short loc_40AC10,"rgb(151, 27, 147)"
dw 4C4Ch,"rgb(151, 26, 148)"
short loc_40515C,"rgb(151, 25, 149)"
short loc_404BB8,"rgb(151, 24, 150)"
mov [edx-1],"rgb(151, 23, 151)"
short loc_40127D,"rgb(151, 22, 152)"
short loc_401243,"rgb(151, 21, 153)"
esp 23Ch,"rgb(151, 20, 154)"
call sub_406960,"rgb(151, 19, 155)"
ptr [ecx+56h],"rgb(151, 18, 156)"
short loc_409221,"rgb(151, 17, 157)"
short loc_4017F8,"rgb(151, 16, 158)"
short loc_40662C,"rgb(151, 15, 159)"
short loc_401697,"rgb(150, 47, 128)"
call sub_405410,"rgb(150, 46, 129)"
short loc_407E06,"rgb(150, 45, 130)"
short loc_40212A,"rgb(150, 44, 131)"
esp 370h,"rgb(150, 43, 132)"
short loc_405E4A,"rgb(150, 42, 133)"
call sub_40C340,"rgb(150, 41, 134)"
short loc_4013ED,"rgb(150, 40, 135)"
short loc_401C33,"rgb(150, 39, 136)"
add [ebp+var_70],"rgb(150, 38, 137)"
short loc_401A46,"rgb(150, 37, 138)"
ebx 0F4h,"rgb(150, 36, 139)"
dx 2Ah,"rgb(150, 35, 140)"
short loc_4069CE,"rgb(150, 34, 141)"
short loc_401520,"rgb(150, 33, 142)"
short loc_4014C3,"rgb(150, 32, 143)"
short loc_401976,"rgb(150, 31, 144)"
call sub_408A80,"rgb(150, 30, 145)"
short loc_40A2AF,"rgb(150, 29, 146)"
call sub_40EBD0,"rgb(150, 28, 147)"
[esp+arg_C] ecx,"rgb(150, 27, 148)"
[ebp+var_220] ecx,"rgb(150, 26, 149)"
short loc_402E6F,"rgb(150, 25, 150)"
short loc_402036,"rgb(150, 24, 151)"
[ebp+var_1A] ax,"rgb(150, 23, 152)"
short loc_407EEF,"rgb(150, 22, 153)"
call sub_402AA1,"rgb(150, 21, 154)"
[esp+28h] eax,"rgb(150, 20, 155)"
ebp [ecx+ecx*2],"rgb(150, 19, 156)"
short loc_402313,"rgb(150, 18, 157)"
esp 2E8h,"rgb(150, 17, 158)"
add [eax+68h],"rgb(150, 16, 159)"
short loc_4017AB,"rgb(149, 48, 128)"
ax [ecx+20h],"rgb(149, 47, 129)"
push [ebp+var_1A0],"rgb(149, 46, 130)"
call sub_408790,"rgb(149, 45, 131)"
short loc_401A13,"rgb(149, 44, 132)"
[ebp-58h] eax,"rgb(149, 43, 133)"
short loc_40287B,"rgb(149, 42, 134)"
[esp+34h+var_4] ecx,"rgb(149, 41, 135)"
short loc_407663,"rgb(149, 40, 136)"
eax [ebp-94h],"rgb(149, 39, 137)"
short loc_4021D6,"rgb(149, 38, 138)"
short loc_401D26,"rgb(149, 37, 139)"
[esp+8] esi,"rgb(149, 36, 140)"
short loc_4010B6,"rgb(149, 35, 141)"
short loc_401433,"rgb(149, 34, 142)"
cmp [esp+54h+var_10],"rgb(149, 33, 143)"
mov [ebp+var_9C],"rgb(149, 32, 144)"
call sub_406B50,"rgb(149, 31, 145)"
short loc_401913,"rgb(149, 30, 146)"
esi [eax+98h],"rgb(149, 29, 147)"
eax 0FFFFFFA8h,"rgb(149, 28, 148)"
short loc_401BCD,"rgb(149, 27, 149)"
short loc_401AA9,"rgb(149, 26, 150)"
short loc_40187D,"rgb(149, 25, 151)"
short loc_401687,"rgb(149, 24, 152)"
short loc_40286D,"rgb(149, 23, 153)"
short loc_401CAB,"rgb(149, 22, 154)"
short loc_401753,"rgb(149, 21, 155)"
short loc_40235E,"rgb(149, 20, 156)"
short loc_401D23,"rgb(149, 19, 157)"
[ebp+var_3A] ax,"rgb(149, 18, 158)"
ecx 0FFFFFFF5h,"rgb(149, 17, 159)"
short loc_401A93,"rgb(148, 49, 128)"
short loc_401C9D,"rgb(148, 48, 129)"
ptr [ebx+1Ch],"rgb(148, 47, 130)"
short loc_40138B,"rgb(148, 46, 131)"
short loc_401AAD,"rgb(148, 45, 132)"
ebx [eax+74h],"rgb(148, 44, 133)"
short loc_4028A6,"rgb(148, 43, 134)"
short loc_401FC6,"rgb(148, 42, 135)"
short loc_4019B3,"rgb(148, 41, 136)"
call sub_4043C0,"rgb(148, 40, 137)"
call sub_402FB4,"rgb(148, 39, 138)"
short loc_4017E1,"rgb(148, 38, 139)"
short loc_409B49,"rgb(148, 37, 140)"
esi ds:0[edx*8],"rgb(148, 36, 141)"
eax 0FFFFFFCFh,"rgb(148, 35, 142)"
ebx 8Ch,"rgb(148, 34, 143)"
ebx [ebp+var_1C],"rgb(148, 33, 144)"
ecx [esp+40h+var_14],"rgb(148, 32, 145)"
ecx [ebp+var_2C0],"rgb(148, 31, 146)"
ecx [edi+eax],"rgb(148, 30, 147)"
short loc_4022FC,"rgb(148, 29, 148)"
call sub_40AD10,"rgb(148, 28, 149)"
short loc_40B0BC,"rgb(148, 27, 150)"
short loc_40162D,"rgb(148, 26, 151)"
short loc_401B91,"rgb(148, 25, 152)"
short loc_40177E,"rgb(148, 24, 153)"
short loc_405028,"rgb(148, 23, 154)"
short loc_40595C,"rgb(148, 22, 155)"
edx [ebp-188h],"rgb(148, 21, 156)"
call sub_404D40,"rgb(148, 20, 157)"
jmp ds:GetCursorPos,"rgb(148, 19, 158)"
offset StartAddress,"rgb(148, 18, 159)"
eax [ecx+1Eh],"rgb(147, 49, 129)"
short loc_415EC4,"rgb(147, 48, 130)"
short loc_4026EB,"rgb(147, 47, 131)"
[ebp-34h] ecx,"rgb(147, 46, 132)"
call sub_40EB60,"rgb(147, 45, 133)"
short loc_4074C5,"rgb(147, 44, 134)"
[ebp+var_4] 12h,"rgb(147, 43, 135)"
short loc_40C07D,"rgb(147, 42, 136)"
ecx [ebp+var_2AC],"rgb(147, 41, 137)"
[esp+44h+var_14] eax,"rgb(147, 40, 138)"
short loc_4023EA,"rgb(147, 39, 139)"
call sub_4049C0,"rgb(147, 38, 140)"
call sub_40AE10,"rgb(147, 37, 141)"
ebx 0D5h,"rgb(147, 36, 142)"
ecx [ebp+var_2F4],"rgb(147, 35, 143)"
call sub_409CF0,"rgb(147, 34, 144)"
ebp [eax+28h],"rgb(147, 33, 145)"
eax [esi+98h],"rgb(147, 32, 146)"
short loc_401BED,"rgb(147, 31, 147)"
dup(25h),"rgb(147, 30, 148)"
call sub_407F00,"rgb(147, 29, 149)"
short loc_403133,"rgb(147, 28, 150)"
ptr [ebp+var_1B0],"rgb(147, 27, 151)"
dup(79h),"rgb(147, 26, 152)"
short loc_401FE7,"rgb(147, 25, 153)"
short loc_4019D3,"rgb(147, 24, 154)"
jmp ds:RegSetValueExA,"rgb(147, 23, 155)"
[ebp+var_26] ax,"rgb(147, 22, 156)"
ptr [ebp-204h],"rgb(147, 21, 157)"
[ebp+var_288] eax,"rgb(147, 20, 158)"
cl 29h,"rgb(147, 19, 159)"
call sub_4047D0,"rgb(146, 49, 130)"
jmp ds:GetKeyState,"rgb(146, 48, 131)"
call sub_4096F0,"rgb(146, 47, 132)"
call sub_4031A4,"rgb(146, 46, 133)"
short loc_40178D,"rgb(146, 45, 134)"
esi [esp+34h+var_24],"rgb(146, 44, 135)"
call sub_40E970,"rgb(146, 43, 136)"
esp 3E4h,"rgb(146, 42, 137)"
call sub_4091C0,"rgb(146, 41, 138)"
short loc_407BDF,"rgb(146, 40, 139)"
call sub_407750,"rgb(146, 39, 140)"
ebx 0EAh,"rgb(146, 38, 141)"
short loc_401118,"rgb(146, 37, 142)"
short loc_40A4AB,"rgb(146, 36, 143)"
short loc_401642,"rgb(146, 35, 144)"
call sub_408010,"rgb(146, 34, 145)"
