Term,RGB
shr ebp,"rgb(180, 120, 112)"
edx ax,"rgb(180, 150, 81)"
sbb edi,"rgb(180, 149, 82)"
mulsd xmm1,"rgb(180, 148, 83)"
edi 7,"rgb(180, 147, 84)"
setbe cl,"rgb(180, 146, 85)"
sar ebp,"rgb(180, 145, 86)"
rol eax,"rgb(180, 144, 87)"
[eax] 2,"rgb(180, 143, 88)"
[ebx] 1,"rgb(180, 142, 89)"
ebx ax,"rgb(180, 141, 90)"
eax dx,"rgb(180, 140, 91)"
movq mm0,"rgb(180, 139, 92)"
mm0 qword,"rgb(180, 138, 93)"
or dh,"rgb(180, 137, 94)"
movq mm5,"rgb(180, 136, 95)"
cwde,"rgb(180, 135, 96)"
xor cl,"rgb(180, 134, 97)"
movdqa xmm7,"rgb(180, 133, 98)"
cl 3,"rgb(180, 132, 99)"
xmm2 xmm2,"rgb(180, 131, 100)"
esi dl,"rgb(180, 130, 101)"
si si,"rgb(180, 129, 102)"
ebp word,"rgb(180, 128, 103)"
al bh,"rgb(180, 127, 104)"
movq mm7,"rgb(180, 126, 105)"
xor dl,"rgb(180, 125, 106)"
[esi] 2,"rgb(180, 124, 107)"
shr cl,"rgb(180, 123, 108)"
test si,"rgb(180, 122, 109)"
shrd esi,"rgb(180, 121, 110)"
cx ax,"rgb(180, 120, 111)"
xor ax,"rgb(180, 150, 80)"
fdivp st(1),"rgb(180, 149, 81)"
fild qword,"rgb(180, 148, 82)"
bsr edx,"rgb(180, 147, 83)"
ah 2,"rgb(180, 146, 84)"
movq mm2,"rgb(180, 145, 85)"
movq xmm0,"rgb(180, 144, 86)"
xmm0 xmm4,"rgb(180, 143, 87)"
esi 9,"rgb(180, 142, 88)"
inc byte,"rgb(180, 141, 89)"
ebx 0,"rgb(180, 140, 90)"
cvtsi2ss xmm0,"rgb(180, 139, 91)"
eax cx,"rgb(180, 138, 92)"
[edi] dx,"rgb(180, 137, 93)"
[eax] 8,"rgb(180, 136, 94)"
div esi,"rgb(180, 135, 95)"
[edi] ax,"rgb(180, 134, 96)"
or bl,"rgb(180, 133, 97)"
bl 8,"rgb(180, 132, 98)"
movq mm4,"rgb(180, 131, 99)"
ebp 5,"rgb(180, 130, 100)"
movq mm1,"rgb(180, 129, 101)"
rcr ebx,"rgb(180, 128, 102)"
dl 5,"rgb(180, 127, 103)"
seto cl,"rgb(180, 126, 104)"
rol ebx,"rgb(180, 125, 105)"
not al,"rgb(180, 124, 106)"
xmm7 xmm7,"rgb(180, 123, 107)"
movq mm3,"rgb(180, 122, 108)"
xmm1 xmm3,"rgb(180, 121, 109)"
subsd xmm0,"rgb(180, 120, 110)"
[edi] xmm0,"rgb(180, 150, 79)"
ebp 7,"rgb(180, 149, 80)"
al 6,"rgb(180, 148, 81)"
ah dh,"rgb(180, 147, 82)"
movsd xmm3,"rgb(180, 146, 83)"
movsx esi,"rgb(180, 145, 84)"
dh 1,"rgb(180, 144, 85)"
pxor xmm3,"rgb(180, 143, 86)"
[ebx] ax,"rgb(180, 142, 87)"
[edx] bl,"rgb(180, 141, 88)"
ax bx,"rgb(180, 140, 89)"
clc,"rgb(180, 139, 90)"
esp ecx,"rgb(180, 138, 91)"
fxch st(3),"rgb(180, 137, 92)"
[esi] bx,"rgb(180, 136, 93)"
fld st(2),"rgb(180, 135, 94)"
movsx ebp,"rgb(180, 134, 95)"
[esi] ch,"rgb(180, 133, 96)"
[edi] 1,"rgb(180, 132, 97)"
[edx] 1,"rgb(180, 131, 98)"
addsd xmm1,"rgb(180, 130, 99)"
div dword,"rgb(180, 129, 100)"
ax dx,"rgb(180, 128, 101)"
movq mm6,"rgb(180, 127, 102)"
pop ss,"rgb(180, 126, 103)"
edi 9,"rgb(180, 125, 104)"
movapd xmm1,"rgb(180, 124, 105)"
ror ebx,"rgb(180, 123, 106)"
ah bh,"rgb(180, 122, 107)"
div edi,"rgb(180, 121, 108)"
xmm4 xmm4,"rgb(180, 120, 109)"
sub bl,"rgb(180, 150, 78)"
mm1 qword,"rgb(180, 149, 79)"
lock cmpxchg,"rgb(180, 148, 80)"
sbb dl,"rgb(180, 147, 81)"
rol edi,"rgb(180, 146, 82)"
di di,"rgb(180, 145, 83)"
movzx ax,"rgb(180, 144, 84)"
mm4 qword,"rgb(180, 143, 85)"
idiv ebx,"rgb(180, 142, 86)"
and bl,"rgb(180, 141, 87)"
eax di,"rgb(180, 140, 88)"
eax bx,"rgb(180, 139, 89)"
ax 1,"rgb(180, 138, 90)"
test di,"rgb(180, 137, 91)"
dh byte,"rgb(180, 136, 92)"
mm6 qword,"rgb(180, 135, 93)"
xmm6 xmm7,"rgb(180, 134, 94)"
or ch,"rgb(180, 133, 95)"
not cl,"rgb(180, 132, 96)"
edi 0,"rgb(180, 131, 97)"
4 0,"rgb(180, 130, 98)"
movss dword,"rgb(180, 129, 99)"
xmm3 xmm1,"rgb(180, 128, 100)"
pop es,"rgb(180, 127, 101)"
bsf ecx,"rgb(180, 126, 102)"
xmm6 xmm2,"rgb(180, 125, 103)"
[eax] 4,"rgb(180, 124, 104)"
shl al,"rgb(180, 123, 105)"
ax di,"rgb(180, 122, 106)"
sub dl,"rgb(180, 121, 107)"
al 7,"rgb(180, 120, 108)"
xmm1 dword,"rgb(180, 150, 77)"
ax byte,"rgb(180, 149, 78)"
movd eax,"rgb(180, 148, 79)"
push esp,"rgb(180, 147, 80)"
xmm3 xmm2,"rgb(180, 146, 81)"
esp eax,"rgb(180, 145, 82)"
test bx,"rgb(180, 144, 83)"
comiss xmm0,"rgb(180, 143, 84)"
edi al,"rgb(180, 142, 85)"
mm5 qword,"rgb(180, 141, 86)"
[esi] cx,"rgb(180, 140, 87)"
xmm7 xmm6,"rgb(180, 139, 88)"
fmul st(2),"rgb(180, 138, 89)"
bl dl,"rgb(180, 137, 90)"
[edi] cx,"rgb(180, 136, 91)"
xmm1 xmm5,"rgb(180, 135, 92)"
lahf,"rgb(180, 134, 93)"
bt edi,"rgb(180, 133, 94)"
cvttsd2si eax,"rgb(180, 132, 95)"
xmm4 xmm2,"rgb(180, 131, 96)"
xor dh,"rgb(180, 130, 97)"
and ch,"rgb(180, 129, 98)"
[eax] si,"rgb(180, 128, 99)"
xmm0 xmm7,"rgb(180, 127, 100)"
subsd xmm1,"rgb(180, 126, 101)"
eax xmm0,"rgb(180, 125, 102)"
[esi] 8,"rgb(180, 124, 103)"
xmm4 xmm6,"rgb(180, 123, 104)"
cx dx,"rgb(180, 122, 105)"
mulss xmm0,"rgb(180, 121, 106)"
xmm0 8,"rgb(180, 120, 107)"
movsd xmm2,"rgb(180, 150, 76)"
[edx] bh,"rgb(180, 149, 77)"
cmovb eax,"rgb(180, 148, 78)"
esi al,"rgb(180, 147, 79)"
sbb cl,"rgb(180, 146, 80)"
imul esp,"rgb(180, 145, 81)"
cmp bp,"rgb(180, 144, 82)"
xmm5 xmm1,"rgb(180, 143, 83)"
xmm0 xmm5,"rgb(180, 142, 84)"
dx ax,"rgb(180, 141, 85)"
edi ax,"rgb(180, 140, 86)"
edi dl,"rgb(180, 139, 87)"
inc al,"rgb(180, 138, 88)"
setl cl,"rgb(180, 137, 89)"
mulsd xmm3,"rgb(180, 136, 90)"
mm3 qword,"rgb(180, 135, 91)"
xchg ebx,"rgb(180, 134, 92)"
al ch,"rgb(180, 133, 93)"
das,"rgb(180, 132, 94)"
mm2 qword,"rgb(180, 131, 95)"
xmm2 xmm3,"rgb(180, 130, 96)"
ax 8,"rgb(180, 129, 97)"
imul dword,"rgb(180, 128, 98)"
mulsd xmm2,"rgb(180, 127, 99)"
movss xmm0,"rgb(180, 126, 100)"
xmm5 xmm4,"rgb(180, 125, 101)"
ch 4,"rgb(180, 124, 102)"
ax si,"rgb(180, 123, 103)"
[edx] edi,"rgb(180, 122, 104)"
or ax,"rgb(180, 121, 105)"
fsubrp st(1),"rgb(180, 120, 106)"
xmm4 xmm5,"rgb(180, 150, 75)"
xmm4 xmm3,"rgb(180, 149, 76)"
ecx dl,"rgb(180, 148, 77)"
shl byte,"rgb(180, 147, 78)"
[ecx] dx,"rgb(180, 146, 79)"
[esp] 1,"rgb(180, 145, 80)"
[eax] 3,"rgb(180, 144, 81)"
shld edi,"rgb(180, 143, 82)"
ror edi,"rgb(180, 142, 83)"
ax 2,"rgb(180, 141, 84)"
esi ax,"rgb(180, 140, 85)"
xmm4 xmm1,"rgb(180, 139, 86)"
subsd xmm2,"rgb(180, 138, 87)"
rcl byte,"rgb(180, 137, 88)"
xmm2 xmm6,"rgb(180, 136, 89)"
[esi] 3,"rgb(180, 135, 90)"
xmm6 xmm1,"rgb(180, 134, 91)"
[edx] cx,"rgb(180, 133, 92)"
test bp,"rgb(180, 132, 93)"
[ebx] dl,"rgb(180, 131, 94)"
bl 3,"rgb(180, 130, 95)"
xmm2 xmm4,"rgb(180, 129, 96)"
cx byte,"rgb(180, 128, 97)"
xmm3 xmm7,"rgb(180, 127, 98)"
ah 8,"rgb(180, 126, 99)"
shl dl,"rgb(180, 125, 100)"
bp bp,"rgb(180, 124, 101)"
xmm1 xmm7,"rgb(180, 123, 102)"
bx bx,"rgb(180, 122, 103)"
sbb ebp,"rgb(180, 121, 104)"
not dl,"rgb(180, 120, 105)"
mm7 qword,"rgb(180, 150, 74)"
ch byte,"rgb(180, 149, 75)"
cmovns eax,"rgb(180, 148, 76)"
cmovs eax,"rgb(180, 147, 77)"
dl 8,"rgb(180, 146, 78)"
xchg esi,"rgb(180, 145, 79)"
movapd xmm2,"rgb(180, 144, 80)"
[eax] di,"rgb(180, 143, 81)"
[edi] bx,"rgb(180, 142, 82)"
ecx bx,"rgb(180, 141, 83)"
movapd xmm6,"rgb(180, 140, 84)"
cvtsi2ss xmm1,"rgb(180, 139, 85)"
cl 7,"rgb(180, 138, 86)"
mul edi,"rgb(180, 137, 87)"
ebx al,"rgb(180, 136, 88)"
xmm2 xmm7,"rgb(180, 135, 89)"
dh 6,"rgb(180, 134, 90)"
fcomp qword,"rgb(180, 133, 91)"
ax 9,"rgb(180, 132, 92)"
xmm3 xmm4,"rgb(180, 131, 93)"
mm2 mm0,"rgb(180, 130, 94)"
ecx dx,"rgb(180, 129, 95)"
movss xmm1,"rgb(180, 128, 96)"
bl 9,"rgb(180, 127, 97)"
xmm7 xmm0,"rgb(180, 126, 98)"
edx esp,"rgb(180, 125, 99)"
test bh,"rgb(180, 124, 100)"
ebx dl,"rgb(180, 123, 101)"
rol ebp,"rgb(180, 122, 102)"
and cx,"rgb(180, 121, 103)"
fistp dword,"rgb(180, 120, 104)"
cx bx,"rgb(180, 150, 73)"
inc bl,"rgb(180, 149, 74)"
bp word,"rgb(180, 148, 75)"
hlt,"rgb(180, 147, 76)"
xmm6 xmm5,"rgb(180, 146, 77)"
xmm1 xmm6,"rgb(180, 145, 78)"
cmovle eax,"rgb(180, 144, 79)"
fsubrp st(2),"rgb(180, 143, 80)"
fsub qword,"rgb(180, 142, 81)"
dh 4,"rgb(180, 141, 82)"
ch 2,"rgb(180, 140, 83)"
sbb bl,"rgb(180, 139, 84)"
movups xmm6,"rgb(180, 138, 85)"
xmm4 qword,"rgb(180, 137, 86)"
sub ax,"rgb(180, 136, 87)"
movsd xmm4,"rgb(180, 135, 88)"
paddw mm4,"rgb(180, 134, 89)"
daa,"rgb(180, 133, 90)"
[esp] ecx,"rgb(180, 132, 91)"
xchg ecx,"rgb(180, 131, 92)"
movsx ax,"rgb(180, 130, 93)"
addss xmm0,"rgb(180, 129, 94)"
pop esp,"rgb(180, 128, 95)"
fsubp st(2),"rgb(180, 127, 96)"
setbe al,"rgb(180, 126, 97)"
fabs,"rgb(180, 125, 98)"
es:[edi] byte,"rgb(180, 124, 99)"
mm1 mm7,"rgb(180, 123, 100)"
paddd mm4,"rgb(180, 122, 101)"
cx di,"rgb(180, 121, 102)"
xmm6 xmm4,"rgb(180, 120, 103)"
[esi] ebp,"rgb(180, 150, 72)"
mm0 mm1,"rgb(180, 149, 73)"
[edi] 2,"rgb(180, 148, 74)"
xmm1 xmm4,"rgb(180, 147, 75)"
bh bh,"rgb(180, 146, 76)"
xmm0 eax,"rgb(180, 145, 77)"
di ax,"rgb(180, 144, 78)"
xmm6 xmm3,"rgb(180, 143, 79)"
dl 3,"rgb(180, 142, 80)"
xchg edx,"rgb(180, 141, 81)"
6 0,"rgb(180, 140, 82)"
xmm5 xmm3,"rgb(180, 139, 83)"
setle al,"rgb(180, 138, 84)"
bsr ecx,"rgb(180, 137, 85)"
ebx bl,"rgb(180, 136, 86)"
ah 6,"rgb(180, 135, 87)"
cmovl eax,"rgb(180, 134, 88)"
comiss xmm1,"rgb(180, 133, 89)"
dx si,"rgb(180, 132, 90)"
shl dword,"rgb(180, 131, 91)"
[esp] 0,"rgb(180, 130, 92)"
cmp ch,"rgb(180, 129, 93)"
setb cl,"rgb(180, 128, 94)"
edx cx,"rgb(180, 127, 95)"
al dx,"rgb(180, 126, 96)"
paddw mm0,"rgb(180, 125, 97)"
addsd xmm3,"rgb(180, 124, 98)"
fcom st(1),"rgb(180, 123, 99)"
mm0 mm7,"rgb(180, 122, 100)"
2 0,"rgb(180, 121, 101)"
esp [esp],"rgb(180, 120, 102)"
shr dword,"rgb(180, 150, 71)"
movaps xmm7,"rgb(180, 149, 72)"
ah cl,"rgb(180, 148, 73)"
ch ch,"rgb(180, 147, 74)"
neg cl,"rgb(180, 146, 75)"
shl bl,"rgb(180, 145, 76)"
eax xmm1,"rgb(180, 144, 77)"
mm4 mm6,"rgb(180, 143, 78)"
0 0,"rgb(180, 142, 79)"
[edi] ebp,"rgb(180, 141, 80)"
punpcklbw mm2,"rgb(180, 140, 81)"
ch dh,"rgb(180, 139, 82)"
esi bl,"rgb(180, 138, 83)"
push cs,"rgb(180, 137, 84)"
3 0,"rgb(180, 136, 85)"
rep stosw,"rgb(180, 135, 86)"
push ss,"rgb(180, 134, 87)"
jmp ecx,"rgb(180, 133, 88)"
movd mm2,"rgb(180, 132, 89)"
[esi] 4,"rgb(180, 131, 90)"
[eax] ax,"rgb(180, 130, 91)"
xmm7 xmm4,"rgb(180, 129, 92)"
mm1 dword,"rgb(180, 128, 93)"
mm2 mm1,"rgb(180, 127, 94)"
movd mm1,"rgb(180, 126, 95)"
mm2 dword,"rgb(180, 125, 96)"
mm1 mm0,"rgb(180, 124, 97)"
cx si,"rgb(180, 123, 98)"
mm4 mm2,"rgb(180, 122, 99)"
mm0 mm3,"rgb(180, 121, 100)"
idiv dword,"rgb(180, 120, 101)"
bsf ebx,"rgb(180, 150, 70)"
[ebx] ah,"rgb(180, 149, 71)"
shr ax,"rgb(180, 148, 72)"
jmp esi,"rgb(180, 147, 73)"
movzx dx,"rgb(180, 146, 74)"
mm1 mm2,"rgb(180, 145, 75)"
bx word,"rgb(180, 144, 76)"
xmm5 qword,"rgb(180, 143, 77)"
[edi] ah,"rgb(180, 142, 78)"
ah dl,"rgb(180, 141, 79)"
shld ecx,"rgb(180, 140, 80)"
mm4 mm0,"rgb(180, 139, 81)"
movd dword,"rgb(180, 138, 82)"
xmm7 qword,"rgb(180, 137, 83)"
mm5 mm7,"rgb(180, 136, 84)"
neg ax,"rgb(180, 135, 85)"
psrlq mm7,"rgb(180, 134, 86)"
mm5 mm4,"rgb(180, 133, 87)"
[esi] di,"rgb(180, 132, 88)"
fistp qword,"rgb(180, 131, 89)"
[eax] ch,"rgb(180, 130, 90)"
mm0 mm2,"rgb(180, 129, 91)"
divsd xmm1,"rgb(180, 128, 92)"
[eax] 6,"rgb(180, 127, 93)"
fmulp st(2),"rgb(180, 126, 94)"
cmc,"rgb(180, 125, 95)"
setl dl,"rgb(180, 124, 96)"
setb dl,"rgb(180, 123, 97)"
mulsd xmm4,"rgb(180, 122, 98)"
[eax] bh,"rgb(180, 121, 99)"
xchg edi,"rgb(180, 120, 100)"
movntps xmmword,"rgb(180, 150, 69)"
xor ch,"rgb(180, 149, 70)"
dh ch,"rgb(180, 148, 71)"
xmm5 xmm6,"rgb(180, 147, 72)"
pextrw eax,"rgb(180, 146, 73)"
addss xmm1,"rgb(180, 145, 74)"
fdiv dword,"rgb(180, 144, 75)"
subss xmm0,"rgb(180, 143, 76)"
shrd ebx,"rgb(180, 142, 77)"
shl cl,"rgb(180, 141, 78)"
bx ax,"rgb(180, 140, 79)"
[eax] 5,"rgb(180, 139, 80)"
and dx,"rgb(180, 138, 81)"
xmm2 dword,"rgb(180, 137, 82)"
[ebx] dh,"rgb(180, 136, 83)"
ebp 6,"rgb(180, 135, 84)"
bt ebx,"rgb(180, 134, 85)"
mm4 mm3,"rgb(180, 133, 86)"
emms,"rgb(180, 132, 87)"
movsx dx,"rgb(180, 131, 88)"
mm2 mm3,"rgb(180, 130, 89)"
movss xmm2,"rgb(180, 129, 90)"
fcompp,"rgb(180, 128, 91)"
xmm5 xmm2,"rgb(180, 127, 92)"
movsd xmm5,"rgb(180, 126, 93)"
punpcklbw mm1,"rgb(180, 125, 94)"
mm7 mm1,"rgb(180, 124, 95)"
edi dx,"rgb(180, 123, 96)"
dh ah,"rgb(180, 122, 97)"
fcomp st(1),"rgb(180, 121, 98)"
ecx ah,"rgb(180, 120, 99)"
paddw mm5,"rgb(180, 150, 68)"
sub dx,"rgb(180, 149, 69)"
xmm7 xmm2,"rgb(180, 148, 70)"
fsin,"rgb(180, 147, 71)"
cmovle ecx,"rgb(180, 146, 72)"
stc,"rgb(180, 145, 73)"
ah ch,"rgb(180, 144, 74)"
fsqrt,"rgb(180, 143, 75)"
setb al,"rgb(180, 142, 76)"
mm1 mm1,"rgb(180, 141, 77)"
cmovle edi,"rgb(180, 140, 78)"
neg ebp,"rgb(180, 139, 79)"
[ebx] 2,"rgb(180, 138, 80)"
shl ax,"rgb(180, 137, 81)"
cmovge eax,"rgb(180, 136, 82)"
retf,"rgb(180, 135, 83)"
addsd xmm2,"rgb(180, 134, 84)"
paddd mm5,"rgb(180, 133, 85)"
mm7 mm7,"rgb(180, 132, 86)"
di word,"rgb(180, 131, 87)"
ebp al,"rgb(180, 130, 88)"
mm5 mm3,"rgb(180, 129, 89)"
dx cx,"rgb(180, 128, 90)"
mm4 mm1,"rgb(180, 127, 91)"
setl al,"rgb(180, 126, 92)"
pmaddwd mm4,"rgb(180, 125, 93)"
movapd xmm3,"rgb(180, 124, 94)"
xchg ah,"rgb(180, 123, 95)"
movd xmm0,"rgb(180, 122, 96)"
fnclex,"rgb(180, 121, 97)"
[ebx] di,"rgb(180, 120, 98)"
mm3 mm7,"rgb(180, 150, 67)"
ebx cx,"rgb(180, 149, 68)"
shld ebp,"rgb(180, 148, 69)"
rcr ecx,"rgb(180, 147, 70)"
xorpd xmm0,"rgb(180, 146, 71)"
prefetchnta byte,"rgb(180, 145, 72)"
punpcklbw mm0,"rgb(180, 144, 73)"
frndint,"rgb(180, 143, 74)"
shld ebx,"rgb(180, 142, 75)"
mm5 mm1,"rgb(180, 141, 76)"
aas,"rgb(180, 140, 77)"
shld eax,"rgb(180, 139, 78)"
cmovle edx,"rgb(180, 138, 79)"
fstp st(3),"rgb(180, 137, 80)"
mul ebx,"rgb(180, 136, 81)"
bh 1,"rgb(180, 135, 82)"
mm3 mm5,"rgb(180, 134, 83)"
movsd xmm7,"rgb(180, 133, 84)"
[edx] ebp,"rgb(180, 132, 85)"
cmp dh,"rgb(180, 131, 86)"
mm0 mm0,"rgb(180, 130, 87)"
ecx si,"rgb(180, 129, 88)"
mm4 mm5,"rgb(180, 128, 89)"
bl 0,"rgb(180, 127, 90)"
ror ebp,"rgb(180, 126, 91)"
neg cx,"rgb(180, 125, 92)"
mm5 mm6,"rgb(180, 124, 93)"
di si,"rgb(180, 123, 94)"
or cx,"rgb(180, 122, 95)"
[edx] edx,"rgb(180, 121, 96)"
mm2 mm7,"rgb(180, 120, 97)"
[ebx] si,"rgb(180, 150, 66)"
ah 3,"rgb(180, 149, 67)"
mulsd xmm6,"rgb(180, 148, 68)"
aaa,"rgb(180, 147, 69)"
eax [esp],"rgb(180, 146, 70)"
fsubr dword,"rgb(180, 145, 71)"
lock or,"rgb(180, 144, 72)"
movups xmm2,"rgb(180, 143, 73)"
fdivrp st(1),"rgb(180, 142, 74)"
dl 7,"rgb(180, 141, 75)"
edx xmm1,"rgb(180, 140, 76)"
mm3 mm3,"rgb(180, 139, 77)"
shrd edi,"rgb(180, 138, 78)"
ch 1,"rgb(180, 137, 79)"
dl ch,"rgb(180, 136, 80)"
dx bx,"rgb(180, 135, 81)"
mm6 mm5,"rgb(180, 134, 82)"
and bh,"rgb(180, 133, 83)"
mm6 mm2,"rgb(180, 132, 84)"
cl 5,"rgb(180, 131, 85)"
mm3 mm1,"rgb(180, 130, 86)"
bx byte,"rgb(180, 129, 87)"
edx bx,"rgb(180, 128, 88)"
[edi] mm0,"rgb(180, 127, 89)"
mm6 mm4,"rgb(180, 126, 90)"
punpcklwd mm0,"rgb(180, 125, 91)"
div ebp,"rgb(180, 124, 92)"
bt edx,"rgb(180, 123, 93)"
mm7 mm0,"rgb(180, 122, 94)"
mm1 mm3,"rgb(180, 121, 95)"
mm1 mm5,"rgb(180, 120, 96)"
shr bl,"rgb(180, 150, 65)"
subsd xmm6,"rgb(180, 149, 66)"
edi di,"rgb(180, 148, 67)"
sub cx,"rgb(180, 147, 68)"
cx 8,"rgb(180, 146, 69)"
[ecx] bh,"rgb(180, 145, 70)"
ch al,"rgb(180, 144, 71)"
ecx di,"rgb(180, 143, 72)"
movd mm0,"rgb(180, 142, 73)"
mm7 mm3,"rgb(180, 141, 74)"
subsd xmm3,"rgb(180, 140, 75)"
mm4 mm7,"rgb(180, 139, 76)"
eax xmm2,"rgb(180, 138, 77)"
fyl2x,"rgb(180, 137, 78)"
fscale,"rgb(180, 136, 79)"
[ecx] ebp,"rgb(180, 135, 80)"
[esi] ah,"rgb(180, 134, 81)"
mm7 mm5,"rgb(180, 133, 82)"
mm6 mm1,"rgb(180, 132, 83)"
xchg ebp,"rgb(180, 131, 84)"
[ecx] 2,"rgb(180, 130, 85)"
cmovg eax,"rgb(180, 129, 86)"
[ecx] si,"rgb(180, 128, 87)"
mm4 mm4,"rgb(180, 127, 88)"
edi cx,"rgb(180, 126, 89)"
mm0 dword,"rgb(180, 125, 90)"
cl ah,"rgb(180, 124, 91)"
pmaddwd mm5,"rgb(180, 123, 92)"
bl 5,"rgb(180, 122, 93)"
pmaddwd mm0,"rgb(180, 121, 94)"
mm6 mm3,"rgb(180, 120, 95)"
mm5 mm5,"rgb(180, 150, 64)"
movlpd xmm1,"rgb(180, 149, 65)"
fild word,"rgb(180, 148, 66)"
xmm1 edx,"rgb(180, 147, 67)"
pmaddwd mm6,"rgb(180, 146, 68)"
paddd mm0,"rgb(180, 145, 69)"
[ecx] dh,"rgb(180, 144, 70)"
fcom dword,"rgb(180, 143, 71)"
dl ah,"rgb(180, 142, 72)"
paddw mm1,"rgb(180, 141, 73)"
si word,"rgb(180, 140, 74)"
ax 4,"rgb(180, 139, 75)"
bswap eax,"rgb(180, 138, 76)"
xmm4 3,"rgb(180, 137, 77)"
mm3 mm0,"rgb(180, 136, 78)"
mul ebp,"rgb(180, 135, 79)"
edx si,"rgb(180, 134, 80)"
[esi] 9,"rgb(180, 133, 81)"
neg bl,"rgb(180, 132, 82)"
sti,"rgb(180, 131, 83)"
[ecx] di,"rgb(180, 130, 84)"
movlpd xmm0,"rgb(180, 129, 85)"
[edi] bp,"rgb(180, 128, 86)"
dx 8,"rgb(180, 127, 87)"
esi si,"rgb(180, 126, 88)"
ax bp,"rgb(180, 125, 89)"
psrlq mm1,"rgb(180, 124, 90)"
dh al,"rgb(180, 123, 91)"
mm6 mm7,"rgb(180, 122, 92)"
sar cl,"rgb(180, 121, 93)"
ax cl,"rgb(180, 120, 94)"
ax 3,"rgb(180, 150, 63)"
si bx,"rgb(180, 149, 64)"
psrld mm4,"rgb(180, 148, 65)"
dx al,"rgb(180, 147, 66)"
paddd mm1,"rgb(180, 146, 67)"
[ebx] cx,"rgb(180, 145, 68)"
neg dword,"rgb(180, 144, 69)"
mm2 mm4,"rgb(180, 143, 70)"
[edi] 4,"rgb(180, 142, 71)"
cx 9,"rgb(180, 141, 72)"
fcos,"rgb(180, 140, 73)"
punpckhbw mm1,"rgb(180, 139, 74)"
[edi] si,"rgb(180, 138, 75)"
paddw mm6,"rgb(180, 137, 76)"
mm7 mm4,"rgb(180, 136, 77)"
pmovmskb eax,"rgb(180, 135, 78)"
[ecx] bx,"rgb(180, 134, 79)"
fmulp st(3),"rgb(180, 133, 80)"
dh cl,"rgb(180, 132, 81)"
ch ah,"rgb(180, 131, 82)"
inc dl,"rgb(180, 130, 83)"
ch bl,"rgb(180, 129, 84)"
esi dx,"rgb(180, 128, 85)"
cmova eax,"rgb(180, 127, 86)"
dl bh,"rgb(180, 126, 87)"
por mm0,"rgb(180, 125, 88)"
fsubr st(1),"rgb(180, 124, 89)"
movlpd xmm2,"rgb(180, 123, 90)"
[edx] 2,"rgb(180, 122, 91)"
dx di,"rgb(180, 121, 92)"
[edx] di,"rgb(180, 120, 93)"
bh bl,"rgb(180, 150, 62)"
punpcklbw mm4,"rgb(180, 149, 63)"
bx cx,"rgb(180, 148, 64)"
movlpd xmm3,"rgb(180, 147, 65)"
pmaddwd mm1,"rgb(180, 146, 66)"
cmovbe edx,"rgb(180, 145, 67)"
paddw mm7,"rgb(180, 144, 68)"
cl 0,"rgb(180, 143, 69)"
dh 2,"rgb(180, 142, 70)"
fninit,"rgb(180, 141, 71)"
xmm0 edx,"rgb(180, 140, 72)"
mm2 mm2,"rgb(180, 139, 73)"
or bh,"rgb(180, 138, 74)"
ch 0,"rgb(180, 137, 75)"
punpcklwd mm1,"rgb(180, 136, 76)"
movups xmm7,"rgb(180, 135, 77)"
paddw mm2,"rgb(180, 134, 78)"
fdiv qword,"rgb(180, 133, 79)"
punpcklbw mm3,"rgb(180, 132, 80)"
pand mm5,"rgb(180, 131, 81)"
ebx bx,"rgb(180, 130, 82)"
ecx xmm0,"rgb(180, 129, 83)"
[esi] 5,"rgb(180, 128, 84)"
bt ecx,"rgb(180, 127, 85)"
bh dl,"rgb(180, 126, 86)"
punpckhbw mm0,"rgb(180, 125, 87)"
xor bh,"rgb(180, 124, 88)"
and bx,"rgb(180, 123, 89)"
[ecx] 3,"rgb(180, 122, 90)"
dh bl,"rgb(180, 121, 91)"
bl 7,"rgb(180, 120, 92)"
xorpd xmm1,"rgb(180, 150, 61)"
fnstsw word,"rgb(180, 149, 62)"
mm6 mm6,"rgb(180, 148, 63)"
shr cx,"rgb(180, 147, 64)"
[esi] 6,"rgb(180, 146, 65)"
[eax] 7,"rgb(180, 145, 66)"
paddd mm2,"rgb(180, 144, 67)"
mm7 mm2,"rgb(180, 143, 68)"
ftst,"rgb(180, 142, 69)"
xmm0 0,"rgb(180, 141, 70)"
movd mm3,"rgb(180, 140, 71)"
mm3 dword,"rgb(180, 139, 72)"
mm2 mm5,"rgb(180, 138, 73)"
bound esp,"rgb(180, 137, 74)"
ch 8,"rgb(180, 136, 75)"
eax qword,"rgb(180, 135, 76)"
movups xmm3,"rgb(180, 134, 77)"
cl 6,"rgb(180, 133, 78)"
addsd xmm4,"rgb(180, 132, 79)"
mm7 mm6,"rgb(180, 131, 80)"
andpd xmm0,"rgb(180, 130, 81)"
esi cx,"rgb(180, 129, 82)"
comiss xmm2,"rgb(180, 128, 83)"
stmxcsr dword,"rgb(180, 127, 84)"
ror byte,"rgb(180, 126, 85)"
cmovbe eax,"rgb(180, 125, 86)"
neg dl,"rgb(180, 124, 87)"
pand mm0,"rgb(180, 123, 88)"
punpcklbw mm6,"rgb(180, 122, 89)"
or dx,"rgb(180, 121, 90)"
movd mm6,"rgb(180, 120, 91)"
