Term,RGB
xor cl,"rgb(200, 114, 179)"
[ebx] al,"rgb(200, 113, 180)"
bl ch,"rgb(200, 112, 181)"
lock add,"rgb(200, 111, 182)"
[ebx] 0,"rgb(200, 110, 183)"
call ecx,"rgb(200, 109, 184)"
in al,"rgb(200, 108, 185)"
idiv esi,"rgb(200, 107, 186)"
ax si,"rgb(200, 106, 187)"
di cx,"rgb(200, 105, 188)"
lahf,"rgb(200, 104, 189)"
si ax,"rgb(200, 103, 190)"
[edi] dl,"rgb(200, 102, 191)"
esi 6,"rgb(200, 101, 192)"
xmm4 xmmword,"rgb(200, 131, 161)"
[edi] 0,"rgb(200, 130, 162)"
edx cx,"rgb(200, 129, 163)"
edi 5,"rgb(200, 128, 164)"
[eax] si,"rgb(200, 127, 165)"
shr dl,"rgb(200, 126, 166)"
neg dword,"rgb(200, 125, 167)"
cmp bx,"rgb(200, 124, 168)"
al dh,"rgb(200, 123, 169)"
ah 8,"rgb(200, 122, 170)"
edi word,"rgb(200, 121, 171)"
dec esi,"rgb(200, 120, 172)"
movaps xmm5,"rgb(200, 119, 173)"
fprem,"rgb(200, 118, 174)"
dec edi,"rgb(200, 117, 175)"
sbb dl,"rgb(200, 116, 176)"
edi di,"rgb(200, 115, 177)"
xor dword,"rgb(200, 114, 178)"
ror ebx,"rgb(200, 113, 179)"
[edx] dl,"rgb(200, 112, 180)"
esi si,"rgb(200, 111, 181)"
rol ebx,"rgb(200, 110, 182)"
[ebx] cx,"rgb(200, 109, 183)"
dl 8,"rgb(200, 108, 184)"
esi cx,"rgb(200, 107, 185)"
ebx word,"rgb(200, 106, 186)"
fstp st(2),"rgb(200, 105, 187)"
add dh,"rgb(200, 104, 188)"
edx ax,"rgb(200, 103, 189)"
shrd ecx,"rgb(200, 102, 190)"
[edi] ebx,"rgb(200, 101, 191)"
movzx ebp,"rgb(200, 131, 160)"
fucom st(1),"rgb(200, 130, 161)"
shrd eax,"rgb(200, 129, 162)"
rol dword,"rgb(200, 128, 163)"
xmm2 qword,"rgb(200, 127, 164)"
[edi] ecx,"rgb(200, 126, 165)"
rcl byte,"rgb(200, 125, 166)"
shl al,"rgb(200, 124, 167)"
xmm7 xmmword,"rgb(200, 123, 168)"
[edi] bl,"rgb(200, 122, 169)"
xmm6 xmm0,"rgb(200, 121, 170)"
dl 5,"rgb(200, 120, 171)"
[ecx] ax,"rgb(200, 119, 172)"
[edi] edx,"rgb(200, 118, 173)"
al 7,"rgb(200, 117, 174)"
[esi] edi,"rgb(200, 116, 175)"
fistp dword,"rgb(200, 115, 176)"
[ecx] bh,"rgb(200, 114, 177)"
al bh,"rgb(200, 113, 178)"
xmm0 xmm3,"rgb(200, 112, 179)"
[ebx] cl,"rgb(200, 111, 180)"
lock inc,"rgb(200, 110, 181)"
[eax] ch,"rgb(200, 109, 182)"
[esp] eax,"rgb(200, 108, 183)"
[ebx] dh,"rgb(200, 107, 184)"
[edi] cl,"rgb(200, 106, 185)"
[esi] edx,"rgb(200, 105, 186)"
dx bx,"rgb(200, 104, 187)"
[eax] dx,"rgb(200, 103, 188)"
[edx] esi,"rgb(200, 102, 189)"
esi 9,"rgb(200, 101, 190)"
esi esp,"rgb(200, 131, 159)"
shl ch,"rgb(200, 130, 160)"
sbb bl,"rgb(200, 129, 161)"
call edx,"rgb(200, 128, 162)"
add cl,"rgb(200, 127, 163)"
rol ch,"rgb(200, 126, 164)"
sar ch,"rgb(200, 125, 165)"
setl dl,"rgb(200, 124, 166)"
movq xmm0,"rgb(200, 123, 167)"
sub si,"rgb(200, 122, 168)"
edi -1,"rgb(200, 121, 169)"
movzx ax,"rgb(200, 120, 170)"
fnstcw word,"rgb(200, 119, 171)"
dl 4,"rgb(200, 118, 172)"
div ebp,"rgb(200, 117, 173)"
[ecx] cl,"rgb(200, 116, 174)"
inc byte,"rgb(200, 115, 175)"
aas,"rgb(200, 114, 176)"
dec edx,"rgb(200, 113, 177)"
cl 6,"rgb(200, 112, 178)"
ftst,"rgb(200, 111, 179)"
xmm7 xmm7,"rgb(200, 110, 180)"
mov bp,"rgb(200, 109, 181)"
sbb cl,"rgb(200, 108, 182)"
di ax,"rgb(200, 107, 183)"
mm1 qword,"rgb(200, 106, 184)"
cl 9,"rgb(200, 105, 185)"
ecx ax,"rgb(200, 104, 186)"
fldlg2,"rgb(200, 103, 187)"
sbb ebx,"rgb(200, 102, 188)"
fldl2e,"rgb(200, 101, 189)"
[esi] ch,"rgb(200, 131, 158)"
not ch,"rgb(200, 130, 159)"
cmc,"rgb(200, 129, 160)"
si dx,"rgb(200, 128, 161)"
ah 4,"rgb(200, 127, 162)"
ebx ax,"rgb(200, 126, 163)"
bx byte,"rgb(200, 125, 164)"
xor bh,"rgb(200, 124, 165)"
fnstsw word,"rgb(200, 123, 166)"
fmulp st(2),"rgb(200, 122, 167)"
[edx] bh,"rgb(200, 121, 168)"
eax cx,"rgb(200, 120, 169)"
rcr ecx,"rgb(200, 119, 170)"
sub bh,"rgb(200, 118, 171)"
ch byte,"rgb(200, 117, 172)"
mov fs,"rgb(200, 116, 173)"
les eax,"rgb(200, 115, 174)"
ecx al,"rgb(200, 114, 175)"
or dh,"rgb(200, 113, 176)"
edx dx,"rgb(200, 112, 177)"
and si,"rgb(200, 111, 178)"
fnclex,"rgb(200, 110, 179)"
fucompp,"rgb(200, 109, 180)"
xor ah,"rgb(200, 108, 181)"
bh al,"rgb(200, 107, 182)"
ebp al,"rgb(200, 106, 183)"
ax byte,"rgb(200, 105, 184)"
[edi] ah,"rgb(200, 104, 185)"
movsx ebx,"rgb(200, 103, 186)"
out 0,"rgb(200, 102, 187)"
shl bl,"rgb(200, 101, 188)"
neg al,"rgb(200, 131, 157)"
fsubrp st(2),"rgb(200, 130, 158)"
eax dl,"rgb(200, 129, 159)"
ah ah,"rgb(200, 128, 160)"
[ebx] ah,"rgb(200, 127, 161)"
seto cl,"rgb(200, 126, 162)"
ebp 7,"rgb(200, 125, 163)"
mm0 qword,"rgb(200, 124, 164)"
fldpi,"rgb(200, 123, 165)"
or si,"rgb(200, 122, 166)"
shl byte,"rgb(200, 121, 167)"
edx al,"rgb(200, 120, 168)"
edi 9,"rgb(200, 119, 169)"
xmm1 dword,"rgb(200, 118, 170)"
comiss xmm0,"rgb(200, 117, 171)"
cmovb eax,"rgb(200, 116, 172)"
xchg esp,"rgb(200, 115, 173)"
movsx ebp,"rgb(200, 114, 174)"
ah bh,"rgb(200, 113, 175)"
fild qword,"rgb(200, 112, 176)"
add bh,"rgb(200, 111, 177)"
fstp st(3),"rgb(200, 110, 178)"
ah ch,"rgb(200, 109, 179)"
[edx] ah,"rgb(200, 108, 180)"
imul esp,"rgb(200, 107, 181)"
eax bl,"rgb(200, 106, 182)"
[edx] cx,"rgb(200, 105, 183)"
rol al,"rgb(200, 104, 184)"
ebx esp,"rgb(200, 103, 185)"
subsd xmm1,"rgb(200, 102, 186)"
bh bl,"rgb(200, 101, 187)"
edi [edi],"rgb(200, 131, 156)"
fdivrp st(2),"rgb(200, 130, 157)"
inc al,"rgb(200, 129, 158)"
[ecx] ah,"rgb(200, 128, 159)"
dh bl,"rgb(200, 127, 160)"
[eax] 9,"rgb(200, 126, 161)"
shr bl,"rgb(200, 125, 162)"
dec ebp,"rgb(200, 124, 163)"
xmm5 xmm4,"rgb(200, 123, 164)"
ax 1,"rgb(200, 122, 165)"
dh al,"rgb(200, 121, 166)"
dec esp,"rgb(200, 120, 167)"
mm4 qword,"rgb(200, 119, 168)"
dh bh,"rgb(200, 118, 169)"
bl 2,"rgb(200, 117, 170)"
shr byte,"rgb(200, 116, 171)"
fsubr st(1),"rgb(200, 115, 172)"
[ecx] ecx,"rgb(200, 114, 173)"
cl 7,"rgb(200, 113, 174)"
[eax] di,"rgb(200, 112, 175)"
dl 3,"rgb(200, 111, 176)"
sal byte,"rgb(200, 110, 177)"
ymm1 ymmword,"rgb(200, 109, 178)"
dl 6,"rgb(200, 108, 179)"
inc cl,"rgb(200, 107, 180)"
ror byte,"rgb(200, 106, 181)"
eax si,"rgb(200, 105, 182)"
not ebp,"rgb(200, 104, 183)"
bl 4,"rgb(200, 103, 184)"
mm6 qword,"rgb(200, 102, 185)"
ror dword,"rgb(200, 101, 186)"
ax bx,"rgb(200, 131, 155)"
sub word,"rgb(200, 130, 156)"
ch 2,"rgb(200, 129, 157)"
setl cl,"rgb(200, 128, 158)"
xmm3 xmm7,"rgb(200, 127, 159)"
cmovb ecx,"rgb(200, 126, 160)"
cmovs eax,"rgb(200, 125, 161)"
[edx] ebp,"rgb(200, 124, 162)"
[edi] ch,"rgb(200, 123, 163)"
cmovns eax,"rgb(200, 122, 164)"
neg ebp,"rgb(200, 121, 165)"
esi 0,"rgb(200, 120, 166)"
mm5 qword,"rgb(200, 119, 167)"
ebp 6,"rgb(200, 118, 168)"
and dh,"rgb(200, 117, 169)"
[esi] dh,"rgb(200, 116, 170)"
neg esi,"rgb(200, 115, 171)"
sub ch,"rgb(200, 114, 172)"
dh dh,"rgb(200, 113, 173)"
cl 5,"rgb(200, 112, 174)"
sbb esi,"rgb(200, 111, 175)"
frndint,"rgb(200, 110, 176)"
esp ebx,"rgb(200, 109, 177)"
di word,"rgb(200, 108, 178)"
idiv ecx,"rgb(200, 107, 179)"
hlt,"rgb(200, 106, 180)"
ah bl,"rgb(200, 105, 181)"
cmp ah,"rgb(200, 104, 182)"
[edx] edx,"rgb(200, 103, 183)"
ecx bl,"rgb(200, 102, 184)"
f2xm1,"rgb(200, 101, 185)"
xorps xmm1,"rgb(200, 131, 154)"
[esi] di,"rgb(200, 130, 155)"
[esi] bh,"rgb(200, 129, 156)"
ebp byte,"rgb(200, 128, 157)"
xmm6 xmm5,"rgb(200, 127, 158)"
cmovle eax,"rgb(200, 126, 159)"
al dx,"rgb(200, 125, 160)"
stc,"rgb(200, 124, 161)"
bh ah,"rgb(200, 123, 162)"
bx word,"rgb(200, 122, 163)"
xmm4 qword,"rgb(200, 121, 164)"
[ecx] dx,"rgb(200, 120, 165)"
or esp,"rgb(200, 119, 166)"
shr cl,"rgb(200, 118, 167)"
rol ebp,"rgb(200, 117, 168)"
dh 0,"rgb(200, 116, 169)"
ah dh,"rgb(200, 115, 170)"
si word,"rgb(200, 114, 171)"
cl ah,"rgb(200, 113, 172)"
edi 0,"rgb(200, 112, 173)"
[ebx] dl,"rgb(200, 111, 174)"
bx di,"rgb(200, 110, 175)"
mm2 qword,"rgb(200, 109, 176)"
sbb edi,"rgb(200, 108, 177)"
xmm7 xmm0,"rgb(200, 107, 178)"
[ecx] ebp,"rgb(200, 106, 179)"
cmp bh,"rgb(200, 105, 180)"
ebx 0,"rgb(200, 104, 181)"
cmovl eax,"rgb(200, 103, 182)"
0 al,"rgb(200, 102, 183)"
esp [esp],"rgb(200, 101, 184)"
bl 8,"rgb(200, 131, 153)"
dh 1,"rgb(200, 130, 154)"
edi ax,"rgb(200, 129, 155)"
xor cx,"rgb(200, 128, 156)"
ecx 0,"rgb(200, 127, 157)"
sar ebp,"rgb(200, 126, 158)"
and ch,"rgb(200, 125, 159)"
bl 3,"rgb(200, 124, 160)"
ebx al,"rgb(200, 123, 161)"
sub di,"rgb(200, 122, 162)"
[edi] ax,"rgb(200, 121, 163)"
ch al,"rgb(200, 120, 164)"
bh dh,"rgb(200, 119, 165)"
[esi] ebp,"rgb(200, 118, 166)"
[ebx] bh,"rgb(200, 117, 167)"
ah cl,"rgb(200, 116, 168)"
[edx] ebx,"rgb(200, 115, 169)"
dh 2,"rgb(200, 114, 170)"
comiss xmm1,"rgb(200, 113, 171)"
ecx dl,"rgb(200, 112, 172)"
setl al,"rgb(200, 111, 173)"
les ecx,"rgb(200, 110, 174)"
fmul st(1),"rgb(200, 109, 175)"
lock dec,"rgb(200, 108, 176)"
fistp qword,"rgb(200, 107, 177)"
bl dh,"rgb(200, 106, 178)"
movss xmm1,"rgb(200, 105, 179)"
[esi] 1,"rgb(200, 104, 180)"
sti,"rgb(200, 103, 181)"
esi bl,"rgb(200, 102, 182)"
xmm7 xmm4,"rgb(200, 101, 183)"
shl dl,"rgb(200, 131, 152)"
edi esp,"rgb(200, 130, 153)"
rcr byte,"rgb(200, 129, 154)"
ecx dx,"rgb(200, 128, 155)"
mm4 mm2,"rgb(200, 127, 156)"
xmm5 xmm3,"rgb(200, 126, 157)"
mov es,"rgb(200, 125, 158)"
movss xmm0,"rgb(200, 124, 159)"
eax [esp],"rgb(200, 123, 160)"
[edi] dh,"rgb(200, 122, 161)"
rcl dl,"rgb(200, 121, 162)"
[esi] esp,"rgb(200, 120, 163)"
setle cl,"rgb(200, 119, 164)"
rcl dword,"rgb(200, 118, 165)"
fmul st(2),"rgb(200, 117, 166)"
imul byte,"rgb(200, 116, 167)"
xmm7 qword,"rgb(200, 115, 168)"
bl 0,"rgb(200, 114, 169)"
and di,"rgb(200, 113, 170)"
ch ah,"rgb(200, 112, 171)"
[ecx] si,"rgb(200, 111, 172)"
dh ah,"rgb(200, 110, 173)"
ebx bl,"rgb(200, 109, 174)"
dl 7,"rgb(200, 108, 175)"
dh dl,"rgb(200, 107, 176)"
cl ch,"rgb(200, 106, 177)"
mm7 qword,"rgb(200, 105, 178)"
edi dx,"rgb(200, 104, 179)"
les edx,"rgb(200, 103, 180)"
ch cl,"rgb(200, 102, 181)"
dh ch,"rgb(200, 101, 182)"
cmp esp,"rgb(200, 131, 151)"
[edx] edi,"rgb(200, 130, 152)"
[edx] bl,"rgb(200, 129, 153)"
sbb ch,"rgb(200, 128, 154)"
jmp eax,"rgb(200, 127, 155)"
[eax] 1,"rgb(200, 126, 156)"
ch 8,"rgb(200, 125, 157)"
bl 7,"rgb(200, 124, 158)"
bound ebp,"rgb(200, 123, 159)"
ror ebp,"rgb(200, 122, 160)"
mm1 mm7,"rgb(200, 121, 161)"
sbb dh,"rgb(200, 120, 162)"
neg edi,"rgb(200, 119, 163)"
[edx] ch,"rgb(200, 118, 164)"
out dx,"rgb(200, 117, 165)"
dl bh,"rgb(200, 116, 166)"
shld edx,"rgb(200, 115, 167)"
xor esp,"rgb(200, 114, 168)"
rcr dword,"rgb(200, 113, 169)"
inc bl,"rgb(200, 112, 170)"
bx bx,"rgb(200, 111, 171)"
[esi] ah,"rgb(200, 110, 172)"
ch bl,"rgb(200, 109, 173)"
[edx] ax,"rgb(200, 108, 174)"
ax 8,"rgb(200, 107, 175)"
pop dword,"rgb(200, 106, 176)"
bx ax,"rgb(200, 105, 177)"
[ebx] bl,"rgb(200, 104, 178)"
movd dword,"rgb(200, 103, 179)"
esi ax,"rgb(200, 102, 180)"
[ebx] 1,"rgb(200, 101, 181)"
[eax] 4,"rgb(200, 130, 151)"
movups xmm2,"rgb(200, 129, 152)"
ax 2,"rgb(200, 128, 153)"
div dword,"rgb(200, 127, 154)"
lock or,"rgb(200, 126, 155)"
cmova ebx,"rgb(200, 125, 156)"
mm5 mm3,"rgb(200, 124, 157)"
[eax] 6,"rgb(200, 123, 158)"
mm5 mm4,"rgb(200, 122, 159)"
di dx,"rgb(200, 121, 160)"
ah 3,"rgb(200, 120, 161)"
mm4 mm3,"rgb(200, 119, 162)"
[eax] 7,"rgb(200, 118, 163)"
ch dh,"rgb(200, 117, 164)"
eax di,"rgb(200, 116, 165)"
[ecx] dh,"rgb(200, 115, 166)"
movapd xmm3,"rgb(200, 114, 167)"
[edi] dx,"rgb(200, 113, 168)"
test bx,"rgb(200, 112, 169)"
bx cx,"rgb(200, 111, 170)"
bh dl,"rgb(200, 110, 171)"
cmp dh,"rgb(200, 109, 172)"
eax bx,"rgb(200, 108, 173)"
mm5 mm1,"rgb(200, 107, 174)"
sbb bh,"rgb(200, 106, 175)"
fsubr dword,"rgb(200, 105, 176)"
cmp ch,"rgb(200, 104, 177)"
[edi] esp,"rgb(200, 103, 178)"
[ebx] 3,"rgb(200, 102, 179)"
xchg ebp,"rgb(200, 101, 180)"
[ebx] 2,"rgb(200, 129, 151)"
[esi] cx,"rgb(200, 128, 152)"
ch 4,"rgb(200, 127, 153)"
fcom st(1),"rgb(200, 126, 154)"
mm0 mm7,"rgb(200, 125, 155)"
bx cl,"rgb(200, 124, 156)"
sal dword,"rgb(200, 123, 157)"
[ebx] esp,"rgb(200, 122, 158)"
[ebx] 4,"rgb(200, 121, 159)"
[ebx] 6,"rgb(200, 120, 160)"
cmovg eax,"rgb(200, 119, 161)"
[eax] 8,"rgb(200, 118, 162)"
ch 0,"rgb(200, 117, 163)"
cmovbe eax,"rgb(200, 116, 164)"
ah 0,"rgb(200, 115, 165)"
dh 6,"rgb(200, 114, 166)"
dx al,"rgb(200, 113, 167)"
les ebx,"rgb(200, 112, 168)"
cmova edi,"rgb(200, 111, 169)"
[edx] si,"rgb(200, 110, 170)"
ch dl,"rgb(200, 109, 171)"
mm0 mm0,"rgb(200, 108, 172)"
[eax] bx,"rgb(200, 107, 173)"
movsx ax,"rgb(200, 106, 174)"
sbb ebp,"rgb(200, 105, 175)"
paddd mm7,"rgb(200, 104, 176)"
lock adc,"rgb(200, 103, 177)"
fsubr qword,"rgb(200, 102, 178)"
mm3 mm7,"rgb(200, 101, 179)"
dl dh,"rgb(200, 128, 151)"
sar bh,"rgb(200, 127, 152)"
[esp] edx,"rgb(200, 126, 153)"
[ebx] ch,"rgb(200, 125, 154)"
bx dx,"rgb(200, 124, 155)"
cl bh,"rgb(200, 123, 156)"
bswap edx,"rgb(200, 122, 157)"
test bh,"rgb(200, 121, 158)"
sbb ah,"rgb(200, 120, 159)"
cl dh,"rgb(200, 119, 160)"
cl 0,"rgb(200, 118, 161)"
mm5 mm0,"rgb(200, 117, 162)"
setb al,"rgb(200, 116, 163)"
bl 9,"rgb(200, 115, 164)"
idiv edi,"rgb(200, 114, 165)"
emms,"rgb(200, 113, 166)"
mm7 mm0,"rgb(200, 112, 167)"
[eax] 2,"rgb(200, 111, 168)"
shr cx,"rgb(200, 110, 169)"
mm7 mm7,"rgb(200, 109, 170)"
ebp word,"rgb(200, 108, 171)"
[edi] bh,"rgb(200, 107, 172)"
ax 9,"rgb(200, 106, 173)"
cmovns edi,"rgb(200, 105, 174)"
str word,"rgb(200, 104, 175)"
dh cl,"rgb(200, 103, 176)"
xorps xmm2,"rgb(200, 102, 177)"
[edx] 1,"rgb(200, 101, 178)"
ficom word,"rgb(200, 127, 151)"
cmovs ebx,"rgb(200, 126, 152)"
neg cl,"rgb(200, 125, 153)"
movups xmm3,"rgb(200, 124, 154)"
and bx,"rgb(200, 123, 155)"
movsx esi,"rgb(200, 122, 156)"
sub bx,"rgb(200, 121, 157)"
bh cl,"rgb(200, 120, 158)"
idiv ebx,"rgb(200, 119, 159)"
paddd mm1,"rgb(200, 118, 160)"
bl 5,"rgb(200, 117, 161)"
imul cx,"rgb(200, 116, 162)"
[edi] cx,"rgb(200, 115, 163)"
fmulp st(3),"rgb(200, 114, 164)"
ax 4,"rgb(200, 113, 165)"
into,"rgb(200, 112, 166)"
neg bl,"rgb(200, 111, 167)"
bl ah,"rgb(200, 110, 168)"
cx 5,"rgb(200, 109, 169)"
mm7 mm6,"rgb(200, 108, 170)"
les esi,"rgb(200, 107, 171)"
inc dl,"rgb(200, 106, 172)"
psrlq mm1,"rgb(200, 105, 173)"
[eax] esp,"rgb(200, 104, 174)"
mm1 mm2,"rgb(200, 103, 175)"
punpcklwd mm1,"rgb(200, 102, 176)"
ymm2 ymmword,"rgb(200, 101, 177)"
neg ax,"rgb(200, 126, 151)"
sub dh,"rgb(200, 125, 152)"
[eax] es,"rgb(200, 124, 153)"
dx 8,"rgb(200, 123, 154)"
[ecx] esp,"rgb(200, 122, 155)"
[edx] di,"rgb(200, 121, 156)"
shl bx,"rgb(200, 120, 157)"
sar byte,"rgb(200, 119, 158)"
punpcklbw mm0,"rgb(200, 118, 159)"
or bx,"rgb(200, 117, 160)"
xchg al,"rgb(200, 116, 161)"
cmova eax,"rgb(200, 115, 162)"
bh 1,"rgb(200, 114, 163)"
bl bh,"rgb(200, 113, 164)"
[edi] 1,"rgb(200, 112, 165)"
cmovl ecx,"rgb(200, 111, 166)"
fdivp st(1),"rgb(200, 110, 167)"
cmovg ecx,"rgb(200, 109, 168)"
ecx bx,"rgb(200, 108, 169)"
[edi] edi,"rgb(200, 107, 170)"
fiadd word,"rgb(200, 106, 171)"
ymm4 ymmword,"rgb(200, 105, 172)"
pmaddwd mm1,"rgb(200, 104, 173)"
setle dl,"rgb(200, 103, 174)"
imul ax,"rgb(200, 102, 175)"
lock and,"rgb(200, 101, 176)"
punpcklbw mm3,"rgb(200, 125, 151)"
ptr [si],"rgb(200, 124, 152)"
[esi] bx,"rgb(200, 123, 153)"
mm7 mm4,"rgb(200, 122, 154)"
ch 6,"rgb(200, 121, 155)"
[ecx] bx,"rgb(200, 120, 156)"
cmova esi,"rgb(200, 119, 157)"
mm6 mm7,"rgb(200, 118, 158)"
[edi] bp,"rgb(200, 117, 159)"
[edi] ebp,"rgb(200, 116, 160)"
[ebx] ax,"rgb(200, 115, 161)"
les edi,"rgb(200, 114, 162)"
[esi] dx,"rgb(200, 113, 163)"
bound eax,"rgb(200, 112, 164)"
[ecx] 1,"rgb(200, 111, 165)"
cmovg edx,"rgb(200, 110, 166)"
dh 8,"rgb(200, 109, 167)"
fs:[eax] ah,"rgb(200, 108, 168)"
mm5 mm5,"rgb(200, 107, 169)"
fidiv dword,"rgb(200, 106, 170)"
fist word,"rgb(200, 105, 171)"
cmovns edx,"rgb(200, 104, 172)"
[esi] esi,"rgb(200, 103, 173)"
cmovl edi,"rgb(200, 102, 174)"
edx bp,"rgb(200, 101, 175)"
ptr ss:[eax],"rgb(200, 124, 151)"
[edi] bx,"rgb(200, 123, 152)"
shr bx,"rgb(200, 122, 153)"
mov ss,"rgb(200, 121, 154)"
cmovs edi,"rgb(200, 120, 155)"
not dword,"rgb(200, 119, 156)"
fsub st(1),"rgb(200, 118, 157)"
bl 6,"rgb(200, 117, 158)"
ch bh,"rgb(200, 116, 159)"
dh 4,"rgb(200, 115, 160)"
punpckhwd mm5,"rgb(200, 114, 161)"
punpcklwd mm3,"rgb(200, 113, 162)"
ymm6 ymm7,"rgb(200, 112, 163)"
edi dl,"rgb(200, 111, 164)"
xor ax,"rgb(200, 110, 165)"
lock xor,"rgb(200, 109, 166)"
fistp word,"rgb(200, 108, 167)"
cx 9,"rgb(200, 107, 168)"
clts,"rgb(200, 106, 169)"
[eax] 3,"rgb(200, 105, 170)"
cx 8,"rgb(200, 104, 171)"
inc cx,"rgb(200, 103, 172)"
subps xmm0,"rgb(200, 102, 173)"
ax 7,"rgb(200, 101, 174)"
pxor mm1,"rgb(200, 123, 151)"
psrad mm4,"rgb(200, 122, 152)"
cmovge ecx,"rgb(200, 121, 153)"
cmovl ebx,"rgb(200, 120, 154)"
cmova edx,"rgb(200, 119, 155)"
[ecx] 2,"rgb(200, 118, 156)"
lds eax,"rgb(200, 117, 157)"
esp edi,"rgb(200, 116, 158)"
inc ax,"rgb(200, 115, 159)"
ptr ss:[esi],"rgb(200, 114, 160)"
punpckldq mm2,"rgb(200, 113, 161)"
por mm1,"rgb(200, 112, 162)"
mov ds,"rgb(200, 111, 163)"
psrad mm1,"rgb(200, 110, 164)"
edi bx,"rgb(200, 109, 165)"
dx 4,"rgb(200, 108, 166)"
psrad mm7,"rgb(200, 107, 167)"
mm3 dword,"rgb(200, 106, 168)"
si bx,"rgb(200, 105, 169)"
andps xmm0,"rgb(200, 104, 170)"
edi si,"rgb(200, 103, 171)"
lock sub,"rgb(200, 102, 172)"
cmovns esi,"rgb(200, 101, 173)"
andpd xmm0,"rgb(200, 122, 151)"
bswap ebx,"rgb(200, 121, 152)"
[ecx] di,"rgb(200, 120, 153)"
adc cl,"rgb(200, 119, 154)"
ptr cs:[ebx],"rgb(200, 118, 155)"
shrd edi,"rgb(200, 117, 156)"
pextrw eax,"rgb(200, 116, 157)"
punpckldq mm0,"rgb(200, 115, 158)"
fs:[eax] al,"rgb(200, 114, 159)"
di bx,"rgb(200, 113, 160)"
sub ah,"rgb(200, 112, 161)"
punpckhbw mm1,"rgb(200, 111, 162)"
cx 1,"rgb(200, 110, 163)"
esi dx,"rgb(200, 109, 164)"
cx bp,"rgb(200, 108, 165)"
fisttp word,"rgb(200, 107, 166)"
lock sbb,"rgb(200, 106, 167)"
ax 3,"rgb(200, 105, 168)"
ax 6,"rgb(200, 104, 169)"
neg dl,"rgb(200, 103, 170)"
punpckhbw mm0,"rgb(200, 102, 171)"
edx esp,"rgb(200, 101, 172)"
cmova ecx,"rgb(200, 121, 151)"
cmovbe ecx,"rgb(200, 120, 152)"
cmovs ecx,"rgb(200, 119, 153)"
ptr gs:[ecx],"rgb(200, 118, 154)"
ecx [esp],"rgb(200, 117, 155)"
mulps xmm3,"rgb(200, 116, 156)"
dx 1,"rgb(200, 115, 157)"
packuswb mm0,"rgb(200, 114, 158)"
packssdw mm1,"rgb(200, 113, 159)"
les ebp,"rgb(200, 112, 160)"
cmovl edx,"rgb(200, 111, 161)"
eax bp,"rgb(200, 110, 162)"
div dh,"rgb(200, 109, 163)"
punpckhbw mm5,"rgb(200, 108, 164)"
not byte,"rgb(200, 107, 165)"
mm0 dword,"rgb(200, 106, 166)"
fidiv word,"rgb(200, 105, 167)"
packssdw mm0,"rgb(200, 104, 168)"
adc dh,"rgb(200, 103, 169)"
bh ch,"rgb(200, 102, 170)"
jmp esi,"rgb(200, 101, 171)"
mulps xmm1,"rgb(200, 120, 151)"
mm4 dword,"rgb(200, 119, 152)"
cx 4,"rgb(200, 118, 153)"
punpckhwd mm1,"rgb(200, 117, 154)"
ptr fs:[esi],"rgb(200, 116, 155)"
dx 3,"rgb(200, 115, 156)"
fcompp,"rgb(200, 114, 157)"
mm2 dword,"rgb(200, 113, 158)"
dx 5,"rgb(200, 112, 159)"
addps xmm6,"rgb(200, 111, 160)"
xchg ah,"rgb(200, 110, 161)"
ptr cs:[esi],"rgb(200, 109, 162)"
cmovb esi,"rgb(200, 108, 163)"
cmovb edi,"rgb(200, 107, 164)"
[eax] 5,"rgb(200, 106, 165)"
[esp] 1,"rgb(200, 105, 166)"
xchg dh,"rgb(200, 104, 167)"
psrld mm1,"rgb(200, 103, 168)"
punpckhdq mm1,"rgb(200, 102, 169)"
fbstp tbyte,"rgb(200, 101, 170)"
punpcklbw mm1,"rgb(200, 119, 151)"
cmovns ecx,"rgb(200, 118, 152)"
cx 2,"rgb(200, 117, 153)"
dx 2,"rgb(200, 116, 154)"
fiadd dword,"rgb(200, 115, 155)"
ax 5,"rgb(200, 114, 156)"
pmulhw mm1,"rgb(200, 113, 157)"
adc bl,"rgb(200, 112, 158)"
packuswb mm2,"rgb(200, 111, 159)"
packuswb mm1,"rgb(200, 110, 160)"
ficom dword,"rgb(200, 109, 161)"
punpckldq mm4,"rgb(200, 108, 162)"
ecx si,"rgb(200, 107, 163)"
por mm5,"rgb(200, 106, 164)"
ebp 9,"rgb(200, 105, 165)"
[esp] ah,"rgb(200, 104, 166)"
fist dword,"rgb(200, 103, 167)"
bx si,"rgb(200, 102, 168)"
imul dword,"rgb(200, 101, 169)"
dx 9,"rgb(200, 118, 151)"
[edx] 2,"rgb(200, 117, 152)"
es:[eax] al,"rgb(200, 116, 153)"
cx 3,"rgb(200, 115, 154)"
psrlq mm2,"rgb(200, 114, 155)"
addps xmm0,"rgb(200, 113, 156)"
adc ch,"rgb(200, 112, 157)"
subps xmm2,"rgb(200, 111, 158)"
mm1 dword,"rgb(200, 110, 159)"
cmovl ebp,"rgb(200, 109, 160)"
adc bh,"rgb(200, 108, 161)"
punpckhbw mm2,"rgb(200, 107, 162)"
bp bp,"rgb(200, 106, 163)"
[esi] 3,"rgb(200, 105, 164)"
